类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,提举在内修造所公事,,,,,,,,,,,,,,,宋代官制辞典第407页,,,,,
,提举修内司,,,,,,,,,,,,,,,宋代官制辞典第407页,,,,,
,提辖修内司,,,,,,,,,,,,,,提辖官。《宋会要•职官》30之4：“（乾道）八年三月十三目，诏修内司……提举官赵志农特与转景福殿使、提辖官特与转行两官、干办官两员各特转行一官。”,宋代官制辞典第407页，宋代官制辞典第408页,,,,,
,勾当修内司公事,,,,,,,低于提举官、提辖官。,,,,,,,勾当修内。《宋会要•职官》30之2：“提举在内修造司张茂则、张师颜等举司门员外郎张伸勾当修内。诏止令奏举三班使臣一人充。“《长编》卷82丙午：“修内司李知信、同勾当修内司王从政并削一位，坐假军匠为德润治第。”,宋代官制辞典第408页,,,,,
,干办修内司公事,,,,,,,,,,,,,,,宋代官制辞典第408页,,,,,
,识字黄院子,,,,,,,,,,,,,,,宋代官制辞典第408页,,,,,
,东、西八作司,,,,,,,,,东、西二司勾当官各三人，以诸司使副及内侍充。各司分八作：泥作、赤白作、桐油作、石作、瓦作、竹作、砖作、井作。又有广备指挥（军匠），杂役广备四指挥、工匠广备三指挥（《宋会要•职官》30之7《东、西八作司》）。,,,掌京师内外缮修事（《宋史•职官志》5《将作监》）。,,①八作司。《麈史》卷上《朝制》：“宋次道《东京记》说八作司之外又有广城攻备作。”《宋会要•职官》30之14、15：“（熙宁二年）三司言：‘东、西八作司监官旧六员，顷因霖雨，添差使臣八员⋯⋯。今作番次修造，则以自八作司正监官六员、准备、专、大将二十员。’”②二八作。《事物纪原》卷7《库务职局》：“二八作旧八作分两使止一司。太平兴国二年分两司。”,宋代官制辞典第408页,宋初称八作司，置东八作使、西八作使。太平兴国二年分东、西八作司，景德四年六月并为东西八作司（含街道司）。天圣元年五月十六日复分为东八作司、西八作司，以正阳门、景龙门直南北为界。南宋称八作司（《宋会要•职官》30咸淳临安志》卷10）。,,,,
,勾当东西八作司公事,,,,,,,,,,,,,,勾当八作司。《宋会要•职官》30之9：“天圣元年正月，勾当八作司田承说言：‘本司所辖广备兵士。’”《长编》卷100天圣元年五月戊寅：“分东西八作司为两司，监官旧四员，仍增二员。”原注：“景德四年六月并为一。”,宋代官制辞典第408页,,,,,
,勾当东八作司公事,,,,,,,,,,,,,,,宋代官制辞典第408页,,,,,
,勾当西八作司公事,,,,,,,,,,,,,,,宋代官制辞典第408页,,,,,
,提点修造司,,,,,,,,,设提点官，由内侍或三班使臣充（同上书卷）。,,,监修督促京城营缮及京畿县屯兵营舍修葺之事。属检察之司（《宋会要•职官》30之16）。,,,宋代官制辞典第408页,北宋太平兴国七年置。淳化三年分左、右厢。五年仍合为一所，并设提举官。熙宁二年五月二十八日罢（《宋会要•职官》30之16）。,,,,
,提举修造司,,,,,,,,,,,,,,,宋代官制辞典第408页,,,,,
,京西河洛抽税竹木务,,,,,,,,,设勾当官，以京朝官或阁门祇候充。,,,掌收受陕西水运竹木，南方竹索，及黄河、汴河、惠民河商贩竹木抽算，以供内外之用。,,竹木务。《宋史•职官志》5《将作监》：“竹木务掌修（受）诸路水运材植及抽算诸河商贩竹木。”《宋会要•食货》55之13《竹木务》：“京西抽税竹木务，在汴河上锁东南。掌受陕西水运竹木、南方竹索及抽算黄、汴、惠民河商贩竹木。”,宋代官制辞典第408页，宋代官制辞典第409页,太宗淳化、至道年间已置。大中祥符四年，京东西抽税竹木场并入（《宋会要•食货》55之13）。,,,,
,勾当京西竹木务公事,,,,,,,,,,,,,,勾当竹木务。《长编》卷278庚戌：“奉礼郎、勾当竹木务王震。“《宋会要•食货》55之13：“京西抽税竹木务……以京朝官或领门祇候一人勾当。”,宋代官制辞典第409页,,,,,
,事材场,,,,,,,,,勾当官四人。工匠一千六百五十三人，分第一等、第二等、第三等。杂役三百四人。天圣四年四月，西造船务打造舟船人匠并入（《宋会要•食货》54之15）。,,,为防止东、西八作司等用材职局欺隐木料，本场先行计度用料概数，并作初步砍、截加工后，以供给八作司等内外诸司修缮用料（《宋史•职官志》5《将作监》、《宋史•宦者》2《阎承翰传》）。,,,宋代官制辞典第409页,北宋太平兴国七年创置（《宋会要•食货》54之15《事材场》）。,,,,
,勾当事材场公事,,,,,,,,,,,,,,,宋代官制辞典第409页,,,,,
,东西退材场,,,,,,,,,监官一人（《通考•职官》11《将作监》）。,,,收授京城内外废退材木，量其长短、宽狭、曲直，各尽所能，分类处理保管，以供营建加工杂器，剩余废材供烧柴之用（《宋史•职官志》5《将作监》）。,,退材场。熙宁后称东、西退材场。《宋史•职官志》5《将作监》：“退材场。”《宋史•兵志》3《厢兵•熙宁以后之制》：“修内司、东西八作司、竹木务、东西退材场⋯⋯隶将作监。”,宋代官制辞典第409页,北宋太平兴国七年创置。景德三年省监官，由事材场监官兼领。熙宁后称东、西退材场（《宋会要•食货》54之15、《宋史•兵志》3《熙宁以后之制》）。,,,,
,京东抽税竹箔场,,,,,,,,,监官二人。,,,掌抽算商贩竹木、蒲席、芦苇、苇箔，以供内外苇箔之用（《宋史•职官志》5《将作监》、《宋会要•食货》54之13《抽税竹箔场》）。,,①箔场。全称应为京东抽税竹箔场。《事物纪原》卷7《杂务职局》：“箔场（《会要》）。又曰：建隆元年置箔场。”《宋会要•食货》54之13《抽税箔场》：“京东抽税箔场，在崇善坊，建隆元年置。”②帘箔场。《宋史•职官志》5《将作监》：“帘箔场掌抽算竹木、蒲苇。”《长编》卷501辛巳：“监京东抽税竹箔场。”,宋代官制辞典第409页,北宋建隆元年创置（《事物纪原》卷7《杂务职局•箔场》）。,,,,
,监京东抽税竹箔场,,,,,,,,,,,,,,,宋代官制辞典第409页,,,,,
,东、西窑务,,,,,,,,,设监官三人。工匠一千二百人，分为瓦匠、砖匠、装窑匠、火色匠、粘胶匠、鸟兽匠、青作匠、积匠、奉窑匠、合药匠十种（同上书卷）。,,,掌挖、炼陶土，制作砖瓦，以供营建之用；并制造瓶罐等器皿，供日常生活之需（《宋会要•食货》55之20《窑务》）。,,①二窑务。《事物纪原》卷7《杂务职局》：“二窑务……大中祥符二年，复置东窑务，受纳场为西窑务。②窑务。《长编》卷304己卯：“上命有司穷治婢八人，皆决杖配窑务、车营。”同前书卷323丙辰：“军前逃回单身人，免决……分配车营、致远务、东西窑务。”,宋代官制辞典第409页，宋代官制辞典第410页,东汉有甄官，掌造砖瓦。是窑务职事之始。北宋建隆中已置二窑务。真宗景德四年七月十三日废东、西窑务。大中祥符二年五月三日复置东窑务。京西受纳场改为西窑务（《事物纪原》卷7，《长编》卷66丁丑、卷71丁巳）。,,,,
,麦场,,,,,,,,,,,,,,,宋代官制辞典第410页,,,,,
,丹粉所,,,,,,,,,,,,,,,宋代官制辞典第410页,,,,,
