类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,大理寺右治狱丞,,,,,,,,,,,,,,①治狱丞、治狱寺丞。《宋会要•职官》24之22：“庭珪前日为丞，乃治狱之丞。”同前书24之15：“治狱寺丞减二员。”“大理正、断刑、治狱丞共七员窠阙。”②推丞。治狱丞职掌专推鞫事，故有此称。《宋会要鞫职官》24之9：“止令治狱少卿、推丞更直。”《宋史•职官志》5《大理寺》：“推丞四人，断丞六人……隶右治狱，则丞专推鞫。”,宋代官制辞典第430页,,,,,
,大理寺左断刑丞,,,,,,,,,,,,,,①断刑寺丞、断丞。《宋会要•职官》24之16：“（建炎三年）断刑寺丞减二员。”《宋史•职官志》5《大理寺》：“推丞四人，断丞六人。”②大理断刑丞。《宋会要•职官》24之16：“诏大理正、断刑、治狱丞共七员窠阙。”《宋会要•职官》24之29：“大理寺左断刑丞受狱案，检准程限尚宽。”,宋代官制辞典第430页,,,,,
,大理寺司直,,,,,,,元丰改制后正八品（《宋会要•职官》24之1、《分纪》卷19《大理•司直》）。其杂压，元丰以后位于国子博士下、大理评事与敦武郎、通直郎之上（《宋史•职官志》8《元丰以后合班之制》）。,,①元丰二年初置大理寺狱后，设大理司直一人（《宋会要•职官》24之1）。②元丰五年新制，左断刑大理司直六人（《宋史•职官志》5《大理寺》）。③绍圣二年右治狱置司直一名（《宋会要•职官》24之12）。,,,①凡全国内外六品以下命官、诸军将校罪犯及诸州军上奏公案之有疑议送大理寺者，先由司直与大理评事按法议出初判，交大理寺正审批（《宋会要•职官》24之9）。②司直兼纠察右治狱稽违、脏罚事（《咸淳临安志》6《大理寺》）。,,①司直。《宋会要•职官》24之15：“《官制格目》：评事、司直、检法详断。”《分纪》卷19《大理》：“《元祐官品令》大理司直，正八品。”②直。《咸淳临安志》卷6《大理寺》之《司直程宏图记题名》：“直、评按法详断。”《分纪》卷19《大理》：“评事、司直按法详断。”,宋代官制辞典第430页，宋代官制辞典第431页,北魏永安二年（529）延尉置司直（《魏书•官氏志》）、大理寺司直始置于北齐（《隋书•百官志》中）。,,,,
,大理寺评事,,,,,,,①宋初因唐制，唐为从八品下（《新唐书•百官志》3）。②元丰改制后为正八品（《宋会要•职官》24之1、《分纪》卷19《评事》）。其杂压，元丰以后位于国子博士、大理司直之下，敦武郎、通直郎之上（《宋史•职官志》8《元丰以后合班之制》）。,,①元丰二年时八员为额（《宋会要•职官》24之1）。②元丰五年行新制时，依《唐六典》定为十二员（《宋史•职官志》《大理寺》）。③南宋绍兴三十一年减为五员（《宋会要•职官》24之1）。④孝宗隆兴二年后定为八员，分别以“雷、霆、号、令、星、斗、文、章”为号（《通考•职官》10《大理卿》）。,,,①宋前期为文臣迁转官阶，无职事，元丰寄禄格易为承事郎阶（《梁溪漫志》卷2《文武官制》）。②左断刑之刑狱公案，由司直与评事先依法议出初判，交与断刑寺丞覆议（《宋会要•职官》24之4）。,,①大理评事。全称应为大理寺评事。《王文公文集》卷12《许将可大理评事》。《宋会要•职官》24之11：“大理寺评事梁子奇。”②评事、评。《分纪》卷19《大理》：“凡职务，左断刑则评事、司直按法详断，丞议，正审。”《咸淳临安志》卷6《大理寺•司直程宏图记题名》：“国朝之制，左则断刑，有若直、评按法详断，丞议，正审。”③棘寺廷评、廷评。廷评，原为汉魏以来廷尉评之省称，或写作延平。至宋，于延评前复加“棘寺”（大理寺），语义重复，因廷尉即大理寺之古官称。《栾城集》卷6《次韵王巩廷评招饮》。《渑水燕谈录》卷4《高逸》：“（王樵）庐梓桐山下，……范讽为通判，相与就见之。李冠以诗寄之曰：‘棘寺廷评继下车，首谒梓桐王处士。’”《宋史•范正辞传附子讽》：“迁大理评事、通判淄州。”《通考•职官》10《大理卿•评事》：“评事，汉宣帝地节三年初于廷尉置左、右平，员四人。⋯⋯今不正其本而置廷平。”④袋里贫士。“大理评事”谐音称。《渑水燕谈录》卷10《谈谑》：“范应辰为大理评事，（胡）旦为画一布袋，中藏一丐者以遗范，题云：‘袋里贫士也。’”⑤紧官。唐以前，大理评事（或廷尉评）常衔使出外按劾违法，有“出紧官”号称。至宋，其议狱详刑责任不轻，“最为劳官”，故仍沿用之。《宋会要•职官》24之42：“左、右平之置，自汉以来号‘紧官’，所以议狱而详刑，责任不轻。”同前书24之26：“评事之职，检断天下狱案，并系躬自节案、亲书断语，最为劳苦。”⑥平事、评廷。分别为评事、延评之异文。《宋会要•职官》24之9：“分平事、司直与正为断司。”同前书24之44：“凡为评廷者，惟知尽习职业。”⑦断刑评事。评事隶大理寺左断刑，故有此称。《宋会要•职官》24之22：“断刑评事，人命所系。”《宋史•职官志》5《大理寺》：“……隶左断刑，则司直、评事详断。”,宋代官制辞典第431页,西汉宣帝地节三年（前68），廷尉下置左、右评（《汉书•百官表》上）。隋始置大理寺评事（《隋书•百官志》下）。,,,,
,八评事,,,,,,,,,,,,,,,宋代官制辞典第431页,,,,,
,大理寺主簿,,,,,,,官品从八品（《职源•官品》）。南宋绍熙二年令以进士出身、并曾作知县人充主簿（《宋会要•职官》24之40）。,,元丰官制定以二员为额。南宋建炎三年曾罢置，后复设（《合壁后集》卷34《大理卿•寺簿》）。,,,勾稽本寺簿书、主管左断刑架阁库。南宋绍兴间或兼评事之职，参访公事。或逾制签书公事（《愧郯录》卷6《寺监主簿》、《宋会要•职官》24之40）。,,①大理寺簿、寺簿。《宋会要•职官》24之40：“（绍熙二年正月九日）今后除授大理寺簿须有出身、曾作知县之人。”②大理主簿。《合璧后集》卷34《大理卿•寺簿》：“薛季宣为大理主簿。”《愧郯录》卷6《寺监主簿》：“大理寺丞、长贰、正、主簿八员。”③棘簿。棘寺主簿之省称。《桯史》卷8《紫宸廊食》：“适卢棘簿子文在旁。”④勾稽棘寺。勾稽簿书为主簿之职，在棘寺（大理寺）勾稽簿书者，即指大理寺主簿。《攻媿集》卷38《大理寺主簿王宁……太府寺丞》：“以尔（王）宁文词蔚然，明习吏道，勾稽棘寺，平反为多，俾序迁以酬劳。”《愧郯录》卷6《寺监簿职守》：“自元丰官制行，九寺五监各置主簿，专以勾考簿书为职。”,宋代官制辞典第431页，宋代官制辞典第432页,晋有廷尉主簿，为大理寺主簿之前身（《晋书•职官志》）。大理寺主簿始置于北齐（《隋书•百官志》中）。,,,,
,大理寺详断官,,,,,,,,,,,,,,①详断官。《宋史•职官志》3《刑部》：“熙宁三年，诏：‘详议、详断、详覆官，初入以三年为一任。’”《宋会要•职官》15之7：”（熙宁）三年三月二十四日，诏：‘审刑院、大理、刑部详议、详断、详覆官初入以三年为一任。’”《长编》卷267乙卯：“大理寺详断官皆亲书节案。”②详断、断官。《净德集》卷2《奏为乞复纠察在京刑狱司并审刑院状》：“本朝以来，大理寺主断天下奏狱，而刑部覆之，故大理有详断官、刑部有详覆官。淳化中，……始置审刑院于中书之侧。……断以一司审以一司、雪以一司，前后相成，上下相制。……（官制既行）改详断为评事。”《宋史•职官志》3《刑部》：“（熙宁）八年，罢详议、详断官亲书节案，止令节略付吏，仍减议官一、断官二。”《长编》卷267熙宁八年八月乙卯：“中书言：‘审〔刑〕详议官、大理寺详断官皆亲书节案。乞止令圈节，付吏写录。并减详议官一员、断官二员。’从之。”③大理寺断官。《宋会要•职官》24之3：“真宗咸平二年六月，诏大理寺断官每二人连签，如失错，一等科罪。八月，诏近日大理寺详断官以八人为额。”,宋代官制辞典第432页,,,,,
,大理寺检法官,,,,,,,,,,,,,,检法官。《宋会要•职官》24之6：“（元丰元年十二月）检法官二人。”同前书24之2：“淳化元年九月，诏大理寺详断、检法、法直官，自今十月一日及端午并给时服。”,宋代官制辞典第432页,,,,,
,大理寺法直官,,,,,,,,,,,,,,法直官。《宋会要•职官》24之3：“大理寺官食钱：……法直官二人，六千。《宋史•职官志》11《奉禄》：“刑部检法官、法直官，大理寺法直官、副法直官，十千。”,宋代官制辞典第432页,,,,,
,府史,,,,,,,,,,,,,,,宋代官制辞典第432页,,,,,
,大理寺左断刑厅,,,,,,,,,,,,,,①左断刑。《宋会要职官》24之20：“大理卿元衮言：‘左断刑等处乞破纸札。’……诏大理寺左断刑人吏依右治狱。”②左厅。《通考•职官》10《大理卿》：“官制行，左断刑、右治狱各五案。左厅断刑：曰详刑、详谳、宣黄、分簿、奏表。”,宋代官制辞典第432页,,,,,
,左断刑磨勘案,,,,,,,,,,,,,,,宋代官制辞典第432页，宋代官制辞典第433页,,,,,
,左断刑宣黄案,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑分簿案,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑详断案,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑表奏议司,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑开拆司,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑知杂司,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑法司,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,左断刑架阁库,,,,,,,,,,,,,,敕库。《宋史•职官志》5《大理寺》：“左断刑⋯⋯又有敕库，掌收管架阁文书。《宋会要•职官》24之10：“（元祐元年）四月四日，诏大理寺左断刑架阁库，专委主簿主管。”,宋代官制辞典第433页,,,,,
,断司,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,议司,,,,,,,,,,,,,,,宋代官制辞典第433页,,,,,
,大理寺右治狱厅,,,,,,,,,,,,,,①右治狱。《宋史•职官志》5《大理寺》：“元祐元年，以右治狱勘断公事全少，并左、右两推为一司。三年，三省请罢右治狱。“《长编》卷410，元祐三年丁未：“三省言：‘大理寺右治狱并罢。’”②右厅。《通考•职官》10《大理寺》：“官制行，左断刑、右治狱各五案。⋯⋯右厅治狱：曰左推、右推、寺案、知杂、检法。”,宋代官制辞典第433页,,,,,
,大理寺左推,,,,,,,,,,,,,,①左推。《宋史•职官志》5《大理寺》：“左、右推事有翻异者互送。”《宋会要•职官》24之17：“昭亮以成忠郎任大理寺左推职级。”②左狱。《宋会要•职官》24之43：“右治狱专以鞫治不法为职，左、右两狱所管推级十有四名。”,宋代官制辞典第433页,,,,,
,大理寺右推,,,,,,,,,,,,,,①右推。《宋史•职官志》5《大理寺》：“左、右推事有翻异者互送。”《宋会要•职官》24之17：”（顾）琦以保义郎任大理寺右推职级。”②右狱。《宋会要•职官》24之13：“右治狱专以鞫治不法为职，左、右两狱所管推级十四名。”,宋代官制辞典第433页，宋代官制辞典第434页,,,,,
,右治狱左右寺案,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,右治狱驱磨案,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,右治狱检法案,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,右治狱知杂案,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,右治狱开拆司,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,右治狱表奏司,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,捉事使臣,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,右治狱都辖使臣,,,,,,,,,,,,,,①治狱都辖。《咸淳临安志》卷6《大理寺•寺官廨宇》：“盖造吏院，自治狱都辖至推吏家属，皆令人居。”《宋会要•职官》24之1：“右狱……都辖使臣一人。”②都辖。同前书24之21：“都辖张昭亮。”,宋代官制辞典第434页,,,,,
,推司,,,,,,,,,,,,,,推吏。《咸淳临安志》卷6《大理寺•寺官廨宇》：“盖造吏院，自治狱都辖至推吏皆令入居。”《宋会要•职官》24之22：“盖造吏院，自治狱都辖至推司家属，并令就赴院内居住。”,宋代官制辞典第434页,,,,,
,承勘推司,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,般押推司,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,大理寺左推职级,,,,,,,,,,,,,,职级。《宋会要•职官》24之30：“又有职级二名。”同前书24之17：“（张）昭亮以成忠郎任大理寺左推职级。”,宋代官制辞典第434页,,,,,
,大理寺右推职级,,,,,,,,,,,,,,职级。《宋会要•职官》24之21：“职级、推司并令临安府从杖一百科断。”,宋代官制辞典第434页,,,,,
,胥长,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,胥史,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,胥佐,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,贴书,,,,,,,,,,,,,,正贴书。与守阙贴书相对而言，系正名贴书之意。《宋会要•职官》24之35：“胥佐阙，正贴书试补；正贴书阙，守阙贴书试补。”,宋代官制辞典第434页,,,,,
,守阙贴书,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,楷书,,,,,,,,,,,,,,,宋代官制辞典第434页,,,,,
,法司,,,,,,,,,,,,,,,宋代官制辞典第434页，宋代官制辞典第435页,,,,,
,狱子,,,,,,,,,,,,,,,宋代官制辞典第435页,,,,,
,座婆,,,,,,,,,,,,,,,宋代官制辞典第435页,,,,,
,医人,,,,,,,,,,,,,,,宋代官制辞典第435页,,,,,
,大理寺官,,,,,,,,,,,,,,①理官。《玉壶清话》卷2：“通衢一死妇，理官验之。”《宋史•职官志》5《大理寺》：“稽参故事，宜属理官，可复置大理狱。”②大理官、寺官。《宋会要•职官》24之11：“大理寺言：‘寺官旧条：惟曾任外处官失入徒以上、或失人死罪方不预选。新条又添入：任大理官又断徒以上三人或死罪一人，亦不在选限。’”同前书24之2：“诏大理寺官，本寺被应公事者，自今月俸并给见钱。”③李官。《攻媿集》卷35《监都进奏院朱致民大理司直》：“国家明谨用刑，遂以名李官之属。”④法官。《梦溪笔谈》卷2《故事》：“大理法官，皆亲节案，不得使吏人。”⑤士师。拟《周礼》官称。《咸淳临安志》卷6《大理寺•孝宗皇帝奖谕狱空敕书》：“嘉汝士师之职举，俾予廷尉之狱空。“《周礼•秋官司寇》：“士师之职，掌国之五禁之法，以左右刑罚。”⑥典桌事。《攻媿集》卷38《周珌大理寺丞》：“棘寺尝为丞，……再转为丞，复典臬事。”《咸淳临安志》卷6《孝宗皇帝奖谕狱空敕书》10：“廷尉实典治中都臬事，天下之狱莫繁于此。”,宋代官制辞典第435页,,,,,
