类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,太府寺第三案,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,太府寺第四案,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,太府寺第五案,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,太府寺第六案,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,太府寺药案,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,太府寺监交案,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,牙人,,,,,,,,,,,,,,,宋代官制辞典第366页,,,,,
,左藏库,,,,,,,,,左藏库监官四员，通管二库。熙宁九年后，增为五员，东库二员，一文一武；西库三员，二文一武。门官二，西库称都门官，东库称中门官。拘押官六员，嘉定三年四月定为二员（《宋会要•食货》51之15、17、25）。吏额增减不常。以绍兴元年为例：左藏东库上、下界，专知官各一名、副知各一名，押司官共二名，手分共十二名，书手共三名，库级共二十名，兵士共二十五名；左藏西库上、下界，专知官各一名、副知各二名，押司官共二名，手分共十二名，书手共三名，库级共二十五名，兵士共二十五名；左藏东、西库门手分共二名、库子共二名（《宋会要•职官》51之26、27）。,,,受纳四方财赋收入，以供中央与地方经费开支，及文武官吏、军兵俸禄与赐赉等（《宋会要•职官》27之3）。左藏东库储钱币、帛纯，左藏西库储金银丝纩（《咸淳临安志》卷8《左藏库》）。,,①左藏。《龙川略志》8《陕西粮草搬运告竭可拨内藏继之》：“议者以为左藏之外，特置此库。”《宋会要•职官》27之3、22：“左藏库受财赋之人……。旧左藏分南、北两库。”②左藏二库。左藏东、西二库。《梦粱录》卷9《诸寺》：“太府寺，在保长坊内。……左藏二库，……皆属掌矣。”（同前书卷9《六院四辖》）。③左帑。《东轩笔录》卷5：“王荆公当国，欲以朱柬之监左藏库，柬之辞曰：‘左帑有火禁，而年高，宿直非便。’”④外帑。相对于内藏库等别称“内帑”而有此称。《群书考索•续集》卷45《宋朝财用》：“今之掌财者三：内帑也、外帑也，……而中兴之后，则于二者之外而有‘总司’之财焉。”⑤外府。拟《周礼》官名。《长编》卷203乙亥：“外府不足，继以内帑。”《合璧后集》卷49《左藏库》：“掌受四方财赋之人，……其源盖起于……（周）外府。”⑥御府。《宋史•食货志》下2：“时御府之用日广、东南钱额不敷。”《合璧后集》卷49《左藏库》：“御府。”⑦国帑。《合璧后集》卷49《左藏库》：“国帑。”,宋代官制辞典第366页，宋代官制辞典第367页,“左藏”之名始于晋（《通典•职官》8《太府卿•左右藏署》）。左藏库之设始于唐（《新唐书•百官志》3《御史台•监察御史》）。宋初沿置（《长编》卷6三月条）。太平兴国二年正月五日分为三库，分藏钱币、金银与匹帛（《长编》卷18丙寅、《事物纪原》卷6《左藏库》）。淳化三年十一月分左藏库为左藏库、右藏库。右藏库主收纳，左藏库主支给。淳化四年废右藏库。左藏库之下分四库，即左藏钱库、左藏金银库、左藏丝绵库、左藏生色匹帛、杂色匹帛库（《长编》卷33十一月条）。大中祥符二年冬，并左藏库钱库、金银库、丝绵库三库为一库，加上原生色匹库、杂色匹库共三库（《长编》卷72）。大中祥符八年十二月二十五日，并生色匹帛、杂色匹帛二库为一库，左藏库分二库，即以左藏南库、左藏北库区分（《咸淳临安志》卷8《左藏库》、《长编》卷83丁丑）。政和六年新建左藏库二库南向东、西并立，遂改称左藏东库、左藏西库（《宋会要•职官》27之22、《咸淳临安志》卷8《左藏库》）。南宋绍兴三十二年七月十八日，御前桩管激赏库拨归左藏库，称南库，左藏库增为东、西、南三库；淳熙十年八月二十八日拨隶户部，左藏库仍分东、西二库（《宋会要•食货》51之30、11）。,,,,
,监左藏库,,,,,,,,,,,,,,①监官。《宋会要•食货》51之27：“诏左藏东、西库手分、书手各添一名，从监官张耆请也。”《东轩笔录》卷5：“熙宁四年，王荆公当国，欲以朱柬之监库。”②筦库。诸库官通称。《宋史•韩琦传》：“入直集贤院、监左藏库。时方贵高科，多径去显职，琦独滞筦科。”,宋代官制辞典第367页,,,,,
,提辖左藏东、西库,,,,,,,,,,,,,,提辖东、西库。《宋史•汪纲传》：“提辖东、西库，又干办诸司审计司。”《宋史•王爚传》：“嘉熙元年，提辖左藏东、西库兼提辖封桩下库。”,宋代官制辞典第367页,,,,,
,拘押官,,,,,,,,,,,,,,,宋代官制辞典第367页,,,,,
,都门官,,,,,,,,,,,,,,,宋代官制辞典第367页,,,,,
,中门官,,,,,,,,,,,,,,,宋代官制辞典第367页,,,,,
,左藏库都中门官,,,,,,,,,,,,,,两门官。《宋会要•食货》51之17：“朝廷创置架阁库，令两门官分董其事，则其职守亦浸不轻。欲望朝廷将左藏库都、中门官……取作堂除窠阙。”同前书51之16：“架阁库之间，西库专委都门官、东库专委中门官掌治。”,宋代官制辞典第367页,,,,,
,左藏南库,,,,,,,,,,,,取诸路原供户部财赋窠名之大部入此库，名为专门应副军期急需，临时取旨支用，实为直隶御前财库，户部支用告乏，得赖于此。,,南库。《两朝备要》卷2《改左藏西上库为封桩库》：“御前桩管激赏库，隶御前。孝宗即位，改名南库。”《朝野杂记》甲集卷17《左藏南库》：“左藏南库者，本御前激赏库也。孝宗即位之始年改之。”,宋代官制辞典第367页,隆兴元年七月二十四日改御前桩管激赏库为左藏南库。淳熙十二年正月十三日改名左藏西上库（《朝野杂记》甲集卷17《左藏南库》）。,,,,
,左藏西上库,,,,,,,,,,,,,,,宋代官制辞典第367页,,,,,
,封桩下库,,,,,,,,,,,,,,,宋代官制辞典第367页,,,,,
,提辖封桩下库,,,,,,,,,,,,,,,宋代官制辞典第367页,,,,,
,封桩上库,,,,,,,,,,,,所掌窠名有折帛、总制、增盐、三分盐袋、增额、不排办人使等封桩钱，供备紧急之用，除归都司提领外，设提辖官（《咸淳临安志》卷8《封桩上库》）。,,,宋代官制辞典第367页,南宋孝宗淳熙六年八月创置。,,,,
,提辖封桩上库,,,,,,,,,,,,,,,宋代官制辞典第367页，宋代官制辞典第368页,,,,,
,内藏库,,,,,,,,,设监官、勾当官或都监，由诸司使副、内侍充。另设高品内侍官一人点检，依其秩品之升迁，或称提点内藏库、提举内藏库。吏额有专知、副知等（《宋会要•食货》51之1、2，《长编》卷79丙午、卷510辛酉）。,,,收受国库剩余经费，坊场课利，诸钱监岁供铜钱，榷货务入中金银，河北、淮南、山南东道、京东、江南六十九州、府、军上供绢等，以备三司（元丰改制后之户部）经费支用之不足，及供宫廷、郊祀、军用、赈恤、市易本钱等所谓“邦国非常之用”（《玉海》卷183《太平兴国内藏库》、《长编》卷74己丑、卷77己卯、卷81乙丑）。,,①内藏。《朱子语类》卷111《论财》：“今之户部、内藏，正如汉之大农、少府钱。……少府，则人主之私钱。”《玉海》卷183《太平兴国内藏库》：“内藏库，天子之别藏也。”②内库。《宋代蜀文辑存》卷82《请出内库钱绢助军粮疏》：“今年出内库绢以助军费。”《宋会要•食货》51之7：“三司有阙，则于内藏库假货。……康定元年九月，出内库钱绢百万助经费。十二月，复出内库绢百万助边费。“③内帑。《要录》卷199己巳：“今天下财赋半入内帑，有司莫能计其盈，请悉归左藏。”《朝野杂记》甲集卷17《内藏库》：“高宗渡江，但有内藏及激赏二库。秦丞相用事⋯⋯皆献金币，由是内帑山积。”,宋代官制辞典第368页,北宋太平兴国三年十月始置，分左藏北库为内藏库，并以太祖所建封桩库（内库）财物归属内藏库。景德四年四月二十六日增设内藏西库（《长编》卷19十月条，卷65壬辰）。以景福殿库归录内藏西库（《宋会要•食货》51之1）。大中祥符八年，内藏库分为四库：金银库、珠玉香药库、锦帛库、钱库（《宋史•食货志》下1）。南宋沿置（《野杂记》甲集卷17《内藏库》）。,,,,
,奉宸库,,,,,,,,,,,,奉宸库掌珠宝金银以供宫廷消费（《长编》卷202丙辰、卷146丙申、卷128九月条、《曲洧旧闻》）。,,奉宸。《咸淳临安志》卷6《太府寺》：“所异于元丰者，惟内藏、奉宸不外属。”《铁围山丛谈》5：“奉宸库者，祖宗之珍藏也。……（政和四年）并奉宸俱入内藏库。”,宋代官制辞典第368页,太祖、太宗平定南北诸国所搜瑰宝奇物、金玉良货贿，分藏于宜圣殿五库（在延福宫），即宜圣殿内库、穆清殿库、崇圣殿库、崇圣殿受纳真珠库、崇圣乐器库。仁宗康定元年九月五库合并为奉宸库一库。徽宗政和四年并入内藏库。,,,,
,祇候库,,,,,,,,,,,,,,,宋代官制辞典第368页,,,,,
,封桩库,,,,,,,,,,,,,,,宋代官制辞典第368页,,,,,
,景福内库,,,,,,,,,,,,,,①内库、景福。《长编》卷145庆历三年十二月：“景福内库，祖宗积经费之余，以备非常之用。近岁诸路物帛多入内库，中外尽疑宫中之私费。……今日景福之积，颇类唐之二库。”②景福殿库。《长编》卷295元丰元年十二月：“上每愤北人倔强，即景福殿库聚金帛兵费。”③内帑。《宋史•职官志》卷5《太府寺•元丰库》：“（神宗）聚金帛内帑。”④元丰库。景福内库于元丰间扩建，或以“元丰库”别称之，实误。元丰库另一库。《容斋三笔》卷13《元丰库》：“神宗常愤北狄倔强⋯⋯于内帑置库。“《十朝纲要》卷10上：“（元丰三年）是岁始置元丰库。”,宋代官制辞典第368页，宋代官制辞典第369页,,,,,
,元丰库,,,,,,,,,,,,,,元丰。《龙川略志》8《陕西路粮草搬运告竭可拨内藏继之》：“特置元丰库收管，以应副陕西粮草。元丰大抵以此钱为根本。”,宋代官制辞典第369页,,,,,
,布库,,,,,,,,,,,,,,,宋代官制辞典第369页,,,,,
,药蜜库,,,,,,,,,,,,,,,宋代官制辞典第369页,,,,,
,都茶库,,,,,,,,,,,,,,茶库。《宋史•职官志》5《太府寺•茶库》：“掌受江、浙、荆湖、建、剑茶茗。”《长编》卷348丙中：“岁买建州腊茶十七万斤，依官纲例，免税至京师，抽十分之一送都茶库。“《宋史•兵志》3：“左藏库、布库、香药库、都茶库……隶太府寺。”,宋代官制辞典第369页,,,,,
,杂物库,,,,,,,,,,,,,,,宋代官制辞典第369页,,,,,
,在京斗秤务,,,,,,,,,设监斗秤务官二人。吏额有都料、专知官（《宋会要•职官》27之2）。,,,掌监制斗、秤、升、尺，按法式严格校正轻重长短与形制。由斗秤务所造斗、秤、升、尺，称“省样”、“太府尺”、“太府秤”等等，颁行全国。至大中祥符二年五月十二日，始令商税院出售（《宋会要•职官》27之2《太府寺》、《长编》卷71丙寅）。,,斗秤。《长编》卷228辛酉：“诏以太府寺所管斗秤归文思院。”《宋会要•仪制》3之38：“户部户税案辖斗秤务。”,宋代官制辞典第369页,宋初已置（《宋会要•职官》27之1）。,,,,
,监斗秤务官,,,,,,,,,,,,,,,宋代官制辞典第369页,,,,,
,斗秤务,,,,,,,,,由路兵马都监兼管辖。,,,依“省样”（即文思院斗秤务所造“太府尺、秤、升、斗”）造作斗、秤、升、尺，经校定后分交诸州商税务出售。并不许民间私造斗秤或增减斗秤务所造斗、秤、升、尺轻重长短（同前书卷）。,,,宋代官制辞典第369页,北宋元丰元年六月十二日，诏于诸路转运司治所所在州各置斗秤务（《长编》卷290甲申）。,,,,
,都商税院,,,,,,,,,,,,,,①在京商税院。《宋会要•食货》17之19《商税杂录》：“在京商税院言。”同前书17之27：“在京都商税院以天圣年所收岁课为额。”②税院、商税院。《夷坚志•夷坚支庚》卷1《临安税院》：“临安府都税院中有神祠。”《宋会要•食货》17之15：“百钱以上，商税院出引。”《宋会要•职官》27之35《都商税院》：“商税院收税，头子钱五百以上一文。”③都商税务。《长编》卷175壬子：“京师百万仓、左藏库、都商税务。”《宋会要•食货》15之1《商税杂录》：“东京都商税院。”《宋会要•职官》27之34：“都商税院在义和坊。”,宋代官制辞典第369页，宋代官制辞典第370页,,,,,
,拦头,,,,,,,,,,,,,,,宋代官制辞典第370页,,,,,
,专拦,,,,,,,,,,,,,,,宋代官制辞典第370页,,,,,
,曹司,,,,,,,,,,,,,,,宋代官制辞典第370页,,,,,
,数钱,,,,,,,,,,,,,,,宋代官制辞典第370页,,,,,
,在京市易务,,,,,,,,,,,,,,市易务。《长编》卷232熙宁五年四月丙辰：“上批前日议置市易务，魏继宗文字可检取进入。”同前书卷231丙午：“于京师置市易务，……先是有魏继宗者自称草泽上言。”,宋代官制辞典第370页,,,,,
,提举在京市易务,,,,,,,,,,,,,,,宋代官制辞典第370页,,,,,
,都提举市易司,,,,,,,,,都提举官与同都提举官各一员。其下设勾当公事官（《长编》卷278辛亥、《宋会要•职官》27之38）。,,,以官钱为本，平价收购滞销的货物，然后由行人和牙人用借贷的方式承担将货物卖出，打破商人对物价的垄断，并收取贷息钱（市易钱）。都市易司总辖京师市易务上、下界及全国诸路州军的市易务，受理有关京师免行钱的申诉（《宋会要。职官》27之38）。,,都市易司。《长编》卷279乙卯：“诏都市易司今日以前日赊请钱物……。（丙辰）诏都提举市易司住行计置糯米收籴。”,宋代官制辞典第370页,熙宁五年三月二十六日，在王安石变法高潮中，置京师市易务，设提举官（《长编》卷231丙午）。六年十月二日，改为都提举市易司（《长编》卷247辛未）。,,,,
,都提举市易司公事,,,,,,,,,,,,,,①都提举。《长编》卷278熙宁九年十月辛亥：“都提举吕嘉问言：‘百司无非中书统摄。’”《宋会要•职官》27之39：“（熙宁十年）尚书司勋员外郎、都提举市易司吕嘉问。”②都提举市易。《宋会要•职官》27之39：“赐刑部郎中、都提举市易王居卿紫章服。”《长编》卷311甲戌：“权发遣户部副使、都提举市易司王居卿。”③提举市易司。《宋会要•职官》27之38：“诏提举市易司岁举京官五员。”,宋代官制辞典第370页,,,,,
,在京市易东务上界,,,,,,,,,,,,,,①市易上界、市易务上界。《通考•职官》10《太府寺》：“市易上界，掌敛市不售，货滞于民者，贸易平价。”《长编》卷279癸未：“诏自今市易务上界官吏比较酬奖。”《长编》卷279甲寅：“诏在京市易务上界勾当公事、秘书丞应瑜减磨勘一年。”《长编》卷235壬午：“诏以榷货务市易西务下界，市易务为东务上界。“②上界。《宋会要•职官》27之14：“元丰七年四月十二日，户部乞改市易下界依旧为榷货务，其上界市易务。从之。”,宋代官制辞典第370页，宋代官制辞典第371页,,,,,
,在京市易西务下界,,,,,,,,,,,,,,市易下界。《宋史•职官志》5《太府寺》：“市易下界，掌飞钱给券，以通边籴。”《长编》卷235壬午：“诏以榷货务为市易西务下界。”,宋代官制辞典第371页,,,,,
,在京交子务,,,,,,,,,设提举在京交子务官。置有“提举在京交子官印”十四面。本务又有“在京交子务交子记”铜朱记十四面。并入买钞所后，官印改以“榷货务买钞所钱引记”（《宋会要•职官》27之18《太府寺》）。,,,交子源于唐代飞钱，以纸币代现钱，一交作一贯、二贯至十贯不等。交子务掌印卖交子，并更造换界。,,,宋代官制辞典第371页,交子务始置于益州，时间为北宋天圣元年（1023）十一月二十八日（《长编》卷101戊午）。在京交子务始置时间未详，罢置时间为崇宁四年六月二十三日，其官吏并入榷货务买钞所（《宋会要•职官》27之18、《宋史•食货志》下3）。,,,,
,益州交子务,,,,,,,,,,,,,,,宋代官制辞典第371页,,,,,
,杂买务,,,,,,,,,监官三人，由文臣京朝官、武官三班使臣、内侍充。又有勾当官，以朝官充。吏额有：专知、副知、库子、攒司、手分、秤子、外催等（《宋会要•食货》55之15、18，《长编》卷518乙亥）。,,,掌宫中和市百物，平其价格，以应奉宫廷、官府采购。太宗皇帝给钱一百万贯充本，真宗皇帝又给五百万贯，用完多少补多少“常满其数”。实为皇室后族、权贵的特照供应机构，因扰和市太过，屡申禁令（《长编》卷71乙丑、卷72辛丑、卷116甲寅，《宋会要•职官》27之3）。,,买务。《咸淳临安志》卷6《太府寺》：“太府总局二十有四：……时禁省官府之需，以儥用物，则买务属焉。”《宋会要•职官》27之3《太府寺》：“所隶官司二十有四：•杂买务，掌和市百物，凡宫禁、官府所需，以待供纳。”,宋代官制辞典第371页,唐时为官市，宋初称市买司。太平兴国四年十二月，改市买司为杂买务（《长编》卷20）。至道间罢。复置于咸平年间。熙宁八年并于市易务，数月而复。至南宋绍兴四年与杂卖场合并为一局，称“杂买务杂卖场”（《咸淳临安志》卷8《杂买务杂卖场》、《梦粱录》卷9《六院四辖》）。,,,,
,辨验药材官,,,,,,,,,,,,,,,宋代官制辞典第371页,,,,,
,外催,,,,,,,,,,,,,,,宋代官制辞典第371页,,,,,
,秤子,,,,,,,,,,,,,,,宋代官制辞典第371页,,,,,
,杂卖场,,,,,,,,,监官二人，由内侍及三班使臣充。吏额有掌库八人。南宋绍兴四年三月，吏额定编：专知、手分各一，库子二名，秤子一名，巡防兵士二十一人（《宋会要•食货》54之17、19）。,,,掌受内外粗劣、剩余官物计直出卖，或打折支用。逐年所得课利为五万贯（《宋会要•食货》54之17杂卖场》）。,,卖场。《梦粱录》卷9《诸寺》：“太府寺⋯⋯总局二十有四：买务、卖场皆属掌矣。”《宋会要•职官》17之3《太府寺》：“所隶官司二十有四：……杂买务……杂卖场。”,宋代官制辞典第371页,北宋景德四年五月创置。大中祥符元年，积尺剜子库并入。熙宁八年曾并入在京市易务。数月后复置。南宋绍兴四年，与杂买务合并为一局（《长编》卷65、《咸淳临安志》卷8《杂买务杂卖场》）。,,,,
,专知官,,,,,,,,,,,,,,专吏。《宋会要•食货》54之19：“诏杂卖场专知官……以三年为界。……逐路曾经库务之副尉小使臣内指名差取。……先是，专吏皆左藏库差拨，半年一替，本场以不便，故有是命。”,宋代官制辞典第371页，宋代官制辞典第372页,,,,,
,提辖杂买务杂卖场,,,,,,,,,,,,,,,宋代官制辞典第372页,,,,,
,交引库,,,,,,,,,,,,,,钞引库。《咸淳临安志》卷6《太府寺》：“制券之短长以通商，则钞引库属焉。”《梦粱录》卷只《监当诸局》：“交引库，专印造茶盐钞引。”《宋史•食货志》下四：“本务场并三省户部、太府寺交引库，凡通管三务场职事之人，视例推赏。”,宋代官制辞典第372页,,,,,
,抵当所,,,,,,,,,,,,,,抵当免行所。《宋会要•职官》27之64：“抵当免行所，又名抵当所。”,宋代官制辞典第372页,,,,,
,抵当库,,,,,,,,,,,,,,,宋代官制辞典第372页,,,,,
,楼店务,,,,,,,,,,,,,,,宋代官制辞典第372页,,,,,
,左右厢店宅务,,,,,,,,,官额有提举制置左右厢店宅务，监在京店宅务，勾当左厢店宅务公事，勾当右厢店宅务公事等名目。编制不定。天圣四年，监官六人，勾当官二人；吏额专知官、副知四人，前行一。又有掠钱亲事官五十人，看管兵士二十人，辖有修选指挥五百人（《宋会要•食货》55之2、4、6，《长编》卷104乙亥）。,,,掌官屋及邸店计直出租，收课利（十四、五万贯以上）以供后宫脂粉等化妆品耗费，并管房屋修理与缮治（《宋会要•职官》27之3、《长编》卷30十二月）。,,①店宅。《长编》卷175壬子：“店宅、曲院、内香药库。”《宋史•兵志》3：“内香药库、退材场、东西窑务、竹木务、左右厢店宅务兼修造”。②两厢店宅务。《宋会要•职官》27之4：“左右厢店宅务，见管席屋子合尽拆去。……两厢店宅务今后不得将街坊白地出赁。”③店宅务、在京店宅务。《事物纪原》卷7《店宅务》：“又曰店宅务，医初为楼店务，太平兴国改今名。”《宋会要•食货》55之2《左右厢店宅务》：“国初以楼店务，太平兴国初改名。”《长编》卷73丙辰：“诏在京店宅务，自今止以元额为定。”,宋代官制辞典第372页,宋初称楼店务。太平兴国中改称左、右厢店宅务。端拱二年又改邸店宅务。淳化五年分为左、右厢店宅务。至道三年，合并一，号“左右厢店宅务”。咸平元年又改名为都大店宅务兼修造司。六年，修造司析出。景德三年再兼修造司。大中祥符元年修造司隶八作司，六年改都大店宅务为左、右厢店宅务（《长编》卷30十二月、《宋会要•食货》55之2）。,,,,
,监左右厢店宅务,,,,,,,,,,,,,,"①监官。《宋会要•食货》55之6：""今言者称：是监官信凭专、典，不能关防，至此其监官四人。”同前书55之2：“左右厢店宅务……以京朝官、三班、内侍三人为监官。”②监在京店宅务、监在京楼店务。《居士集》卷31《湖州长史苏君墓志铭》：“迁大理评事、监在京楼店务。”《长编》卷121乙卯：“大理评事、监在京店宅务苏舜钦。”",宋代官制辞典第372页，宋代官制辞典第373页,,,,,
,掠钱亲事官,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
,店宅务专知官,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
,店宅务勾押官,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
,病坊,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
,养济院,,,,,,,,,,,,,,,宋代官制辞典第373页,,,,,
