类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,钧容直第一、二班,,,,,,,,,①乐工：北宋嘉祐七年以乐工四百三十四人为额。南宋绍兴间为六十九人。执乐诸色有歌、杂剧、板、琵琶、笙、筝、觱栗、笛、方响、排乐、掌撰词等（《宋会要•职官》22之31）。②官额：钧容直二班指挥使一人，都知二人，副都知二人，押班三人，应奉文字一人，监领官（由内侍充）二人（《宋史•乐志》17《钧容直》）。,,,皇帝巡幸或亲征，钧容直班乘骑在前奏乐导驾；皇帝登城楼观灯、赐酺或赏花、习射、视察庄稼，则与教坊共同应奉奏乐以助兴（《宋会要•职官》22之32）。,,钧容。《长编》卷171甲辰：“太常、教坊、钧容及天下州县，各自为律。”《宋会要•职官》22之31：“钓容钧容直者，军乐也。”,宋代官制辞典第442页,北宋太平兴国三年始置引龙直，淳化三年改名钧容直。南宋绍兴三十年正月十八日罢（《宋史•乐志》17、《宋会要•职官》22之32）。,,,,
,茶酒旧班,,,,,,,,,,,,,,,宋代官制辞典第442页,,,,,
,茶酒新班,,,,,,,,,,,,,,,宋代官制辞典第442页,,,,,
,招箭班,,,,,,,,,,,,,,,宋代官制辞典第442页,,,,,
,银枪班,,,,,,,,,,,,,,,宋代官制辞典第442页,,,,,
,诸班都指挥使,,,,,,,,,,,,,,,宋代官制辞典第442页,,,,,
,诸班都虞候,,,,,,,,,,,,,,,宋代官制辞典第442页,,,,,
,诸班指挥使,,,,,,,,,,,,,,,宋代官制辞典第442页，宋代官制辞典第443页,,,,,
,诸班都知,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,诸班副都知,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,诸班押班,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,殿侍,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,东、西班殿侍院,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,殿侍班,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,祗应,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,下班祗应,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,殿前御龙诸直,,,,,,,,,①殿前御龙诸直包括御龙直左、右二直，御龙骨䤪子直左、右二直，御龙弓箭直五直，御龙弩直五直（《宋史•兵志》1《建隆以来之制•步军》）。②指挥官有：四御龙直都虞候，（诸直各有）都虞候、指挥使、副指挥使、都头、副都头、十将、将虞候（《宋会要•职官》32之4）。③诸直与诸班卫士共有三千六百余人，南宋时不满额（《玉海》卷139《绍兴宿卫亲兵》）。,,,为皇帝近身卫士，天子出则扈从乘與，入则侍从殿陛，担任天子内三重禁卫（《宋会要•职官》32之11、4、《长编》卷116辛巳）。,,①诸直。《长编》卷79丙寅“赐诸班、直、诸军及剩员薪炭有差。”《宋会要•职官》32之4《殿前司》：“殿前司掌殿前诸班、直及步、骑诸指挥之名籍。……御龙诸直有四直都虞候，本直各有都虞候、指挥使。”②龙直。《长编》卷325己巳：“殿前司言：‘御龙骨朵直、弓箭直、弩直、东西班、招箭班日赴崇政殿祇候。遇放朝参，改御延和殿，诸班都虞候、指挥使、押班，……乞依龙直例，入拱辰门赴延和殿，迎驾起居。’从之。”③御龙四直。殿前司御龙诸直番号四，合称“御龙四直”。《宋会要•舆服》2之17：“禁卫：从里第一重御龙直，第二重左厢、骨朵子直，右厢、弓箭直第三重，弩直第四重。御龙四直并以逐班直所管人数列成队伍。”,宋代官制辞典第443页,五代后唐皇帝卫士已有“从马直”之称（《资治通鉴》卷274天成元年二月甲辰）。北宋太平兴国二年正月十九日，改骨䤪子直为御龙散手直，后改为御龙骨多子直；簇御马直改簇御龙直，后又改为御龙直（《玉海》卷139《太平兴国易禁军号》）。“御龙诸直”之名始于此。,,,,
,御龙左直、右直,,,,,,,,,,,,,,,宋代官制辞典第443页,,,,,
,御龙骨䤪子左直、右直,,,,,,,,,,,,,,骨朵直。《长编》卷99乙亥：“太后出人鸣鞭仪卫：凡御龙直总五十四人，骨朵子直总八十四人，弓箭直、弩直各十四人。”卷364乙酉：“太皇太后出入仪卫，可添御龙骨朵子直三十六人，御龙弓箭直四十五人。”,宋代官制辞典第443页，宋代官制辞典第444页,,,,,
,御龙弓箭直,,,,,,,,,,,,,,弓箭直。《长编》卷99乙亥：“弓箭直、弩直各十四人。”同前书卷364乙酉：“御龙弓箭直四十五人，御龙弩直四十五人。”,宋代官制辞典第444页,,,,,
,御龙弩直,,,,,,,,,,,,,,弩直。《长编》卷99乙亥：“太后出人鸣鞭仪卫：凡御龙直总五十四人，骨朵直总八十四人，可箭直、弩直各十四人。”同前书卷364乙酉：“太皇太后出入仪：……御龙弩直四十五人。”,宋代官制辞典第444页,,,,,
,诸班直,,,,,,,,,,,,,,①禁班。《宋会要•职官》32之20：“诸班直……近有祗应至于殿打，……败坏禁班纪律。“②班直。《咸淳临安志》卷14《禁卫兵》：“班直：殿前指挥使左班殿前指挥使右班长入祗候御龙直⋯⋯。”③二十四班。南宋诸班直合称二十四班。《繁胜录》“二十四班行门班、殿前左班、殿前右班、内殿直班、御龙直班、长入祇候班、金枪班、银枪班、弓箭班、弩直班、骨朵直班、招箭班、〔茶酒］新、旧班、东一班、东二班、东四班、东五班、西一班、西二班、散直班、散祇候班、散直（员）班、散都头班”（按：长入祗候班即东三班）。《咸淳临安志》卷14《禁卫兵》：“班直：殿前指挥使左班……右二十四班。”,宋代官制辞典第444页,,,,,
,四直都虞候,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直都虞候,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直指挥使,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直副指挥使,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直都头,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直副都头,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直十将,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直将虞候,,,,,,,,,,,,,,,宋代官制辞典第444页,,,,,
,诸直队长,,,,,,,,,,,,,,,宋代官制辞典第444页，宋代官制辞典第445页,,,,,
,五重禁卫军,,,,,,,,,,,,,,,宋代官制辞典第445页,,,,,
,奉宸队,,,,,,,,,,,,,,,宋代官制辞典第445页,,,,,
,捧日队,,,,,,,,,,,,,,,宋代官制辞典第445页,,,,,
,殿前司骑军诸指挥,,,,,,,,,①殿前司骑军诸指挥番号：主要有捧日左、右厢（共三十五指挥），骁骑上、下军（每军十指挥），宁朔十指挥，拱圣二十一指挥，骁胜十指挥（熙宁三年废），契丹直三指挥（熙宁九年废），清朔四指挥，神骑十八指挥，龙猛八指挥，骁雄六指挥（治平四年并为四），擒戎五指挥，三部落一指挥（熙宁三年废），安庆直四指挥（熙宁六年废），步斗六指挥，吐浑小底五指挥（治平中减为二指挥）等（见《宋史•兵志》1、2，《长编》卷99癸巳）。②殿前司骑军军官等级：厢设都指挥使，军置都指挥使、都虞候，每指挥设指挥使、副指挥使，每都设军使、副兵马使及十将、将虞候、承局、押官等（《宋会要•职官》32之4）。,,,守京师，备征戍（《宋史•兵志》1）。,,捧日以下诸军指挥。宋代殿前司所领骑军，包括两部分，一为殿前诸班，一为捧日左、右厢以下诸指挥。《宋会要•职官》32之1：“殿前司掌殿前诸班、诸直及步、骑诸指挥之名籍。”《宋史•职官志》6《殿前司》：“骑军有殿前指挥使⋯⋯钧容直，及捧日以下诸军指挥。”《宋史•兵志》1：“（熙宁七年）颁诸班直禁军名额：殿前司诸班：殿前指挥使……钧容直。”同前书卷2《熙宁以后之制•骑军》：“殿前指挥使⋯⋯钧容直。以上为诸班。捧日，归明渤海⋯⋯骁雄。”,宋代官制辞典第445页,五代后周殿前司置铁骑马军，是为之始（《五代会要》卷12《京城诸军》）。北宋沿置，铁骑改为日骑，又改为捧日，分左右厢，系上四军之一。其下骑军诸军番号大体有契丹直、骁骑、骑胜、步斗等，历朝有增损（《宋史•兵志》1、2）。,,,,
,捧日左、右厢,,,,,,,,,①捧日骑军，分左、右厢各四军（其中第四军安置老龄退下禁军卫士）。雍熙三年，选善枪槊兵士为捧日铜直军；淳化三年，选善左撇子射者为捧日左射军；咸平五年选善射弩者为捧日弩手军，又有左第五军、第七军（此二军属下军），共三十五指挥。除二指挥分驻雍丘、郑州外，余均驻京师。熙宁五年，废左射、锯直、弩手、左第五军，合并为二十二指挥（《宋史•兵志》1、2，《长编》卷99癸巳）。②捧日左、右厢官额：捧日、天武左右四厢都指挥使（为殿前司捧日、天武最高指挥官），捧日左厢都指挥使、右厢都指挥使，厢之下设军都指挥使、军都虞候（第四军无都指挥使），军之下设指挥使、副指挥使，指挥之下为都，都设军使、副兵马使及十将、将虞候、承局、押官（《宋会要•职官》32之4）。,,,守京师、备征戍，并分管京师旧城左厢及殿前司马军诸军公事（《玉海》卷139《京朝四厢军》）。,,①捧日。《长编》卷164辛卯：“诏自今成兵回拣充捧日、龙卫、天武、神卫等军。”《玉海》卷139《宋朝四厢军》：“殿前司有捧日、天武左、右四厢。”②小底。五代禁军番号，后周世宗初改为铁骑。《宋史•兵志》1《建隆以来之制•骑军》：“捧日旧号小底，周改为铁骑。”《旧五代史•太祖纪》3：“张永德领和州刺史，充小底第一军都指挥使。”③铁骑、日骑。后周禁军番号小底改为铁骑，北宋太平兴国二年正月改为日骑，雍熙四年又改力捧日。《五代会要》卷12《京城诸军》：“（显德元年）分署为殿前诸班，因有⋯⋯铁骑、控鹤之号。”《宋史•谭延美传》：“（建隆元年）擢铁骑副指挥使。”《长编》卷18庚辰：“易禁军旧号铁骑曰日骑。”同前书卷28庚辰：“改日骑曰捧日。”,宋代官制辞典第445页，宋代官制辞典第446页,左、右厢之名始于唐初（《武经总要•前集》卷6）。捧日番号，源于五代“小底”，后周显德元年十月，整顿侍卫禁军，改小底为铁骑之号，为殿前司骑军之一。北宋沿置，太平兴国二年正月十九日，改铁骑为日骑（《长编》卷18庚辰），雍熙四年五月十九日又改为捧日（《长编》卷28庚辰）。,,,,
,捧日上三军,,,,,,,,,,,,,,,宋代官制辞典第446页,,,,,
,殿前司拱圣军,,,,,,,,,,,,,,,宋代官制辞典第446页,,,,,
,殿前司骁骑军,,,,,,,,,,,,,,,宋代官制辞典第446页,,,,,
,殿前司步军诸指挥,,,,,,,,,①殿前司步军有天武左、右厢，虎翼上、下军，神勇上、下军，宣武上、下军，广勇、广德、龙骑等诸军指挥。与骑军建置同，则以厢、军、指挥、都、队为编制单位（有厢必有军，有军未必有厢）（《宋史•兵志》1、2）。②官额：厢设都指挥使，军置都指挥、都虞候，每指挥设指挥使、副指挥使，每都设都头、副都头及十将、将虞候、承局、押官（《宋史•兵志》1、《长编》卷99癸巳）。,,,守京师、备征戍、供仪卫等（《宋史•兵志》1、2，《宋会要•舆服》2之1《大驾卤簿》）。,,天武以下诸军指挥。宋代殿前司所领步兵分两部分，一为殿前御龙四直，一次天武左、右厢及其以下诸步军指挥。《宋史•职官志》6《殿前司》：“步军有御龙直、骨朵子直、弓箭直、弩直及天武以下诸军指挥。”《宋史•兵志》1《建隆以来之制•步军》：“御龙直、御龙骨朵子直、御龙弓箭直、御龙弩直。天武、神勇、宣武、虎翼。”,宋代官制辞典第446页,殿前司步军诸军，始于后周控鹤步军（《五代会要》卷12《在京诸军》）。北宋沿置，太宗时改为天武，分左、右厢，为上四军之一。天武之外，又陆续建置新禁军番号，诸如虎翼、神勇、宣武军及广勇诸指挥等（《宋史•兵志》1、2，《长编》卷99癸巳）。,,,,
,天武左、右厢,,,,,,,,,①左、右厢每厢各三军，每军五指挥。又有第四军，安置年高退下卫士。除天武本军外，又有宽衣天武、𨱊直天武（元丰四年废）、左射天武（熙宁九年废），以及天武第五军（元丰二年废），天武第七军（此二军属下军），共有三十四指挥，驻京三十三。熙宁二年并为二十三指挥（《宋史•兵志》1、2）。②官额：捧日、天武四厢都指挥使，天武左厢都指挥使，天武右厢都指挥使，军都指挥使、都虞候（其中天武第四军止设都虞候，不设军都指挥使），每指挥设指挥使、副指挥使，指挥之下各都设都头、副都头以及十将、将虞候、承局、押官（《宋会要•职官》32之4、《长编》卷99癸巳）。,,,守京师、备征戍、供仪卫，并分管京师开封旧城右厢及殿前司马军（《玉海》卷139《宋朝四厢军》、《宋史•兵志》1）。,,①天武。《宋史•舆服》2之17《大驾卤簿》：“次钧容直三十一人，次天武二十人。”《玉海》卷139《宋朝四厢军》：“殿前司有捧日、天武左右四厢。”②控鹤。后周旧称。北宋太平兴国二年正月改天武。《长编》卷17太祖开宝九年七月乙巳：“幸控鹤营，观骑士射。“同前书卷18太平兴国二年正月庚辰：“诏以美名易禁军旧号，铁骑曰日骑，控鹤曰天武。”,宋代官制辞典第446页,后周显德元年殿前禁军始有“控鹤”之号（《五代会要》卷12《在京诸军》）。北宋太平兴国二年正月十九日，改为天武（《长编》卷8庚辰）。,,,,
