类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,管勾都亭西驿所,,,,,,,,,,,,,,①管勾所。《宋史•职官志》5《鸿胪寺》：“都亭西驿及管干（勾）所。”《宋会要职官》25之5：“今后高丽、夏国凡遇入贡过界应干排办所须之事，并令管勾同文馆所、都亭西驿所属曹部施行，更不经申鸿胪寺。”②都亭西驿所。《宋会要•职官》25之2：“都亭西驿所言：‘夏国告哀人至。’”,宋代官制辞典第350页,,,,,
,怀远驿,,,,,,,,,监官二员（《宋会要•方域》10之12）。,,,接待交州、占城（南宋时称安南）、龟兹、大食、于阗、注辇、沙州、宗哥等西南蕃国使者贡奉歇息之所（《通考•职官》10《鸿胪卿》）。,,,宋代官制辞典第350页,北宋景德三年十二月十三日始置。南宋初罢置，至绍兴二十五年复设，乾道二年八月十一日废，九年权以贡院为怀远驿，事毕即罢（《长编》卷64辛巳，《乾道临安志》卷1《馆驿》，《宋会要•方域》10之16）。,,,,
,来远驿,,,,,,,,,熙宁八年国四月十八日，定以都亭西驿监官兼管勾来远驿（《宋会要•方域》10之11）。,,,接待四方蕃客（《宋会要•职官》25之3《鸿胪寺》）。,,,宋代官制辞典第350页,北宋熙宁三年五月二十九日始置（《宋会要•方域》10之11）。,,,,
,樟亭驿,,,,,,,,,,,,,,浙江亭。《淳祐临安志》卷了《馆驿》：“在钱塘县旧治之南五里，今为浙江亭。”《梦粱录》卷10《馆驿》：“（白居易）旧曾赋诗曰：‘夜半樟亭驿，愁人起望乡。月明何处见，潮水白茫茫！’”,宋代官制辞典第350页,,,,,
,班荆馆,,,,,,,,,,,,,,班荆。《人蜀记》第1：“班荆者，北使宿顿及赐燕之地，距临安三十六里。”《宋会要，职官》36之66：“所有合来使人到阙，本驿使人馆伴位，及赤岸班荆馆、仁和馆等处陈设、帘额等，欲照嘉泰元年体例，并用紫色钉设，内被褥有红锦绯红颜色，亦乞用紫色排办。从之。”,宋代官制辞典第350页,,,,,
,礼宾院,,,,,,,,,设监官二人，以及分别置回鹘文、吐蕃语、党项语、女真语及南方诸国语事的通事（翻译）若干（《宋会要•职官》25之7）。,,,掌外国宾客朝贡安顿馆所、供应物料，及互市翻译（《宋史•职官志》5《鸿胪寺》）。,,,宋代官制辞典第350页,唐天宝十三年三月二十七日敕书中，鸿胪寺已有礼宾院（《唐会要》卷66《鸿胪寺》）。北宋沿置，景德三年，蕃驿院并入。熙宁九年四月四日罢（《宋会要•职官》25之7《礼宾院》）。,,,,
,传法院,,,,,,,,,设有译经僧官、译语官。又有译经润文官，以宰相兼使，待从官或参知政事、枢密使兼译经润文（《春明退朝录》上、《宋会要职官》25之4）。,,,翻译梵文佛经（《云麓漫钞》卷3、《宋会要•职官》25之4、《长编》卷24）。,,"译馆。《湘山野录》卷上：“景灵宫锯佣解木，既分，中有虫镂文数十字，如梵书旁行之状，因进呈。仁宗遣都知罗崇勋、译经润文使夏英公竦诣传法院，特诏开堂导译……（惟净）曰：‘五竺无此字，不通辨译。’左珰恚曰：‘请大师且领圣意，若稍成文，译馆恩例不浅。’""",宋代官制辞典第350页，宋代官制辞典第351页,北宋太平兴国七年六月于太平兴国寺建译经院。八年，赐院额名“传法”（《长编》卷23六月；卷24，《宋会要•道释》2之5《传法院》）,,,,
,译经院,,,,,,,,,,,,,,译园。《湘山野录》卷上：“国之初，大建译园，逐年圣节，西域进经，合今新旧何止万轴。”《长编》卷23六月：“就太平兴国寺建译经院，是月，院成。”,宋代官制辞典第351页,,,,,
,知译经院,,,,,,,,,,,,,,,宋代官制辞典第351页,,,,,
,译经使兼润文,,,,,,,,,,,,挂衔提领传法院译佛经事。,,①译经润文使。《宋史•宰辅表》卷5，庆历五年：“四月戊申昌朝加昭文馆大学士、监修国史、兼译经润文使。”《长编》卷97，天禧五年十一月丁丑：“以司空兼门下侍郎、太子少师、平章事丁谓为译经使兼润文。”②译经使。《春明退朝录》上：“每岁诞节，必进新经，⋯⋯前一月，译经使、润文官又集，以进新经，谓之“闭堂’。”③使。略称。《长编》卷103庚午：“唐译经使以宰臣明佛学者兼领之，国朝翻译经论，初令朝官润文，及丁谓相，始置使。”,宋代官制辞典第351页,唐已有宰相兼译经使之制。北宋于天禧五年十一月六日始以宰相（同中书门下平章事）兼（《长编》卷97丁丑）。庆历五年四月二十三日降麻制始入衔（《宋宰辅》卷5）。元丰五年七月八日罢（《长编》卷328丁亥）。,,,,
,译经润文使司,,,,,,,,,,,,,,,宋代官制辞典第351页,,,,,
,译经润文官,,,,,,,,,,,,初设时，润色梵僧所译佛经文字。后多挂名增重其事而已（《长编》卷103庚午）。,,润文官。《宋朝类苑》卷28《译经润文使》：“译经使、润文官集以进新经。”《长编》卷328丁亥：“诏译经润文使同译经润文并罢。”,宋代官制辞典第351页,太平兴国八年六月初建译经院时，即命光禄卿汤悦等参详润色梵学儒所译梵经，是为设译经润文官之始（《长编》卷23六月）。至仁宗朝，以执政官兼译经润文官，元丰五年七月罢（《春明退朝录》卷上、《长编》卷28丁亥）。,,,,
,西天译经三藏,,,,,,,,,,,,,,译经。《宋会要，职官》25之5：“先是，译经僧日称死。”《宋会要•道释》2之9：“（元丰元年）七月九日，诏故西天译经三藏、试鸿胪卿日称，赐谥曰阐教。”,宋代官制辞典第351页,,,,,
,西天同译经三藏,,,,,,,,,,,,,,,宋代官制辞典第351页,,,,,
,译经三藏大法师,,,,,,,,,,,,,,,宋代官制辞典第351页,,,,,
,译经三藏法师,,,,,,,,,,,,,,,宋代官制辞典第351页,,,,,
,梵学笔受,,,,,,,,,,,,,,笔受。《事物纪原》卷7《笔受》：“（太平兴国七年）十二月，选梵学沙门一人为笔受。”《宋会要•道释》2之6《传法院》：”（惟净）授梵学笔受。”,宋代官制辞典第351页,,,,,
,译经缀文,,,,,,,,,,,,,,,宋代官制辞典第351页，宋代官制辞典第352页,,,,,
,证义,,,,,,,,,,,,,,,宋代官制辞典第352页,,,,,
,印经院,,,,,,,,,,,,制板印刷已从梵文翻译成汉文的佛经，并颁行（包括出售）各地（《宋会要职官》25之3）。,,,宋代官制辞典第352页,北宋太平兴国八年置，神宗熙宁四年三月罢，归京师显圣寺管（《事物纪原》卷7《印经传》、《宋会要•道释》2之9）。,,,,
,同文馆,,,,,,,,,勾当官一人，内侍充。南宋改称主管官。吏额有后行一人，及看守本馆执役者二十二人（《宋会要•职官》25之11）。,,,接待高丽进奉使人（《宋史•职官志》5《鸿胪寺》）。,,,宋代官制辞典第352页,北宋熙宁中创置。“同文”二字取自唐龙朔间“同文寺”（鸿胪寺改名）。南宋建炎三年四月十三日罢。绍兴三年二月四日复置行在同文馆（《宋会要•职官》25之11《同文馆》）。,,,,
,管勾同文馆所,,,,,,,,,,,,,,管勾所。《宋史•职官志》5《鸿胪寺》：“同文馆及管勾所。”《宋会要•职官》25之5：“今后高丽、夏国凡遇入贡过界应干排办所须之事，并令管勾同文馆所、都亭西驿所，属曹部施行，更不经申鸿胪寺。”,宋代官制辞典第352页,,,,,
,在京寺务司,,,,,,,,,提点官一人，内侍充。监官一人，三班院使臣充。,,,掌京城大寺殿宇、廊舍修葺（《宋会要•职官》25之8）。,,寺务司。《长编》卷266熙宁八年七月壬戌：“诏寺务司不隶开封府。先是入内供奉官梁从政奏差提点寺务司。”《宋会要•职官》25之3：“（熙宁元年十二月）是月，诏在京寺务司今后隶属开封府判官专管勾使院公事。”,宋代官制辞典第352页,北宋淳化四年创置（《事物纪原》卷7）。,,,,
,提点在京寺务司,,,,,,,,,,,,,,提点。《宋会要•职官》25之4：”（熙宁八年）七月二日，诏寺务司差人内供奉官梁从政提点，今后更不属开封府使院判官管辖。……二十三日，提点寺务司梁从政言。”,宋代官制辞典第352页,,,,,
,提点在京寺务所,,,,,,,,,,,,,,提点所。《宋史•职官志》5《鸿胪寺》：“在京寺务司及提点所。”,宋代官制辞典第352页,,,,,
,课利司,,,,,,,,,,,,掌京师诸寺（包括大相国寺）、僧院、道观、邸店、庄园应纳官府之衣钵钱物、房钱、课额等钱物（《宋会要•职官》25之9）。,,,宋代官制辞典第352页,北宋雍熙四年（987）始置。,,,,
,功德使,,,,,,,北宋沿五代之制，由开封府尹兼任功德使，权位颇高。《长编》卷228，神宗熙宁四年十一月戊戌：“开封府尹旧领功德使。”,,,,,掌僧尼、道冠选补与学业考试等事。《长编》卷13，太祖开宝五年十月癸卯：“功德使与左街道录刘若拙集京师道士，试验其学业。”章如愚《山堂先生群书考索•后集》卷63《财用门•𩱳僧类》：“景德二年，真宗御便殿，引对诸寺院主首僧，询问行业优长，次补左右街僧录。先是，道官正，令功德使选项之迁补，所置或非其人，故上阅试焉。”,,,宋代官制辞典第352页,唐以老子为始祖，则崇道教。唐初，创崇玄署，“以司道教”，且归宗正寺。天宝二载（743），道士隶司封司。德宗贞元四年（758）始置左右街功德使，总道士、女冠之籍（《文献通考》卷55《职官考•崇玄署》，《唐会要》卷49《僧尼所隶》）。五代后晋始以开封尹兼功德使（《旧五代史•高祖纪》6）。北宋沿五代之制。元丰改制后不设。,,,,
,左、右街僧录司,,,,,,,,,两街僧录司各设僧官，有正僧录、副僧录、都监、首座、鉴义、守阙鉴义等（同前书卷）。,,,通管勾释教（佛教）教门公事，即掌寺院僧、尼名册及僧官补授之事（《宋会要•道释》1之11）。,,①僧司。《东斋记事》卷4：“乃谕僧司，令作大会，集四路僧。”《宋史•职官志》5《鸿胪寺》：“左、右街僧录司掌寺院僧尼帐籍及僧官补授之事。”②左、右街，街。《五灯会元》卷6《大宋玉音•太宗皇帝》：“因早朝，宣问左、右街：‘菩提心作么生发？’街无对。雪窦代日：‘实谓今古罕闻。’”③两街。《宋会要•道释》1之28：“寺乃释迦佛舍利所在，于畿内最为灵迹。两街随获嘉应。”④左街。同前书1之30：“左街资福禅寺。”⑤右街。同前书1之20：“右街福田院。”,宋代官制辞典第352页，宋代官制辞典第353页,唐朝已有左、右街僧录司之设（《事物纪原》卷7《僧录》）。,,,,
,左、右街正僧录,,,,,,,,,,,,管干教门公事（《宋会要•道释》1之11《僧道官》）。,,僧录。正、副僧录通称。《玉壶清话•佚文》：“吴僧赞宁，国初为僧录。”,宋代官制辞典第353页,唐置左、右街僧录司，各始设僧录官，但无正、副之分。五代十国沿称左、右街僧录。北宋始设正僧录（《事物纪原》卷7《僧录》、《十国春秋•百官表》、《宋会要•道释》1之11）。,,,,
,左、右街副僧录,,,,,,,,,,,,①宋初演讲经论。②天圣八年五月后，与正僧录同管勾佛教教门公事（《宋会要•道释》1之11）。,,,宋代官制辞典第353页,副僧录之设始置于北宋太平兴国中（《事物纪原》卷7《都监》）。,,,,
,左、右街都监,,,,,,,,,,,,,,,宋代官制辞典第353页,,,,,
,左、右街首座,,,,,,,,,,,,演讲经论（《宋会要•道释》1之11）。,,首座。《事物纪原》卷7《鉴义》：“首座亦太平兴国中增置。”,宋代官制辞典第353页,首座之名，始见于唐宣宗朝（《僧史略》卷1《讲经论首座》）。左、右街首座始置于北宋太平兴国中（《事物纪原》卷7《首座》）。,,,,
,左、右街鉴义,,,,,,,,,,,,演讲经论，并删定译经院所翻译佛经（《云麓漫钞》卷3）。,,①左、右鉴义。左、有街鉴义省称。《宋会要•道释》1之12：“（绍兴）五年正月十五日，诏左鉴义德信特补右街副僧录，主管教门公事。”②监义。《事物纪原》卷7《鉴义》：“天禧五年，置首座、鉴义，分领本街事。”《宋会要•道释》1之11、12：“自僧录至鉴义十人。⋯⋯左鉴义德信⋯⋯，右街鉴义子琳特补右街僧录。”,宋代官制辞典第353页,北宋天禧五年始置（《事物纪原》卷7《鉴义》）。,,,,
,左、右街守阙鉴义,,,,,,,,,,,,,,,宋代官制辞典第353页,,,,,
,僧正司,,,,,,,,,设僧正，下辖系帐僧尼。归僧录院管。,,,掌本州、府、军僧尼帐籍和寺庙一应事宜。《宋会要•职官》13之39《祠部》：“庆元四年五月十七日，诏：今后僧道毁失度牒，从条限十日，就本路提刑司投词，下所属⋯⋯僧、道正司保明元牒有无。”,,僧司：《宋会要•道释》1之36：“自今在京寺院房住持僧及五年已上委实不是自外暂来者，令本寺住持僧，及僧司结罪保明。”清徐乾学《资治通鉴后编》卷100《宋纪•徽宗》：“宣和元年春正月乙卯：诏……天下州府僧正司可并德士司。”,宋代官制辞典第353页,宋始见置。地方州军僧官。北宋徽宗宣和元年改名德士司。宣和五年已复旧名（清徐乾学《资治通鉴后编》卷100《宋纪•徽宗》）。朱岳珂《金陀续编》卷15《天定别录》卷三《赐褒忠衍福寺额整救》：“（隆兴二年）据僧正司申。”,,,,
,僧正,,,,,,,,,,,,僧正司主管官。宋代诸州军置僧正，掌管本州军僧、尼名籍与寺、院。《宋会要•道释》：“大中祥符六年九月诏：•泗州僧正文秘每年承天节与度行者一人。”,,,宋代官制辞典第353页,南朝宋已有此名。《南齐书》卷56《僧纪真传》：“宋世道人杨法持⋯⋯昇明中，以为僧正。”至五代后梁末帝废（《旧五代史》卷10《梁末帝纪》）。,,,,
,德士司,,,,,,,,,,,,,,,宋代官制辞典第353页，宋代官制辞典第354页,,,,,
,左、右街道录院,,,,,,,,,有提举左、有街道录院，都道录，副道录，在、右街道录，都鉴，首座，鉴义等道官（《宋大诏令集》卷1）。倍僧录司无都监，道录司有都监，如：真宗大中祥符初，钱塘人管归真行符水法治病，授“右街都监，赐号元靖……天圣初，迁左街（都监）”（《咸淳临安志》卷69《人物•方外•方士•管归真》）。,,,掌在京及诸路宫观道士、女冠帐籍及斋醮等事（《宋会要•道释》1之31-37）。真宗天禧五年（1021），全国道士19066人，女冠731人（《宋会要•道释》1之13《披度》）。,,"①道录院。朱赵彦卫《云麓漫抄》卷14：“（政和六年）道士，许直以所学自陈道录院，考试一科合格，即保明解礼部审试。“《宋会要•礼》57之24：""（宣和五年）诏：左右街道录院每年天宁节，赐度煤不得过五百道。”②道籙院。《宋大诏令集》卷135《上九天司命上卿保生天天尊号诏》：“委道籙院科仪以闻。”",宋代官制辞典第354页,源于北朝昭玄寺，掌道、释二教。至北周掌道教事归司玄中大夫、下士。隋唐改称崇玄署。唐崇玄署掌诸观之名数和道士。《资治通鉴后编》卷100《宋纪•徽宗》：“宣和元年春正月乙卯：诏……左右街道录院可改作道德院。”宣和五年已见改回。《三朝北梦会编》卷18，宣和五年六月九日：“提举秘书省道录院主管文字、宣抚书刊号勾当文字冯舒”。,,,,
,道德院,,,,,,,,,,,,,,,宋代官制辞典第354页,,,,,
,提举秘书省左右街道录院,,,,,,,观文殿大学士以上至三公官充任，位至使相、宰相官方能充任。,,提举官一人，管勾文字官二人。《麟台故事》卷4：“政和七年，始置提举秘书省道录院，以大学士至使相、三孤充职，置管勾文字官二员。”,,,北宋徽宗朝，由大学士领左右街道录院事（《麟台故事》卷4，《宋史•徽宗纪》3）。,,两街道录院。《宋史•奸臣二》卷372《蔡攸传》：“加龙图阁学士兼侍读……两街道录院。”,宋代官制辞典第354页,北宋政和七年始置（《麟台故事》卷4，《宋史•徽宗纪》3）。,,,,
,道录司,,,,,,,,,,,,掌府、州、军道观、道士、女冠一应事务。《长编》卷282神宗熙宁十年五月丁巳诏：“中牟县列子观昨经烧毁，官为与修，仍令道录司差道士一名管勾，恩例如旧。”,,,宋代官制辞典第354页,宋始置（《长编纪事本末》卷127《道学》）。宋神宗熙宁间改左、右街道录院为左、右街道录司。徽宗朝已复左、右街道录司旧称。《云麓漫钞》卷14：“政和六年，以通真善演、修文辅教、说经谈论、书符呪水、修真养命、诗书琴乐、锻炼金石七科，铨择道士。许直以所学自陈道录院，考试一科合格。”,,,,
,道正司,,,,,,,,,,,,掌州府军道观、道士、女冠一应事务。《宋会要•职官》13之39《祠部》：“庆元四年五月十七日，诏：今后僧道毁失度牒，从条限十日，就本路提刑司投词，下所属⋯⋯僧、道正司保明元有无。”,,,宋代官制辞典第354页,,,,,
,道正,,,,,,,,,,,,,,,宋代官制辞典第354页,,,,,
,副道正,,,,,,,,,,,,,,,宋代官制辞典第354页,,,,,
,山门道正司,,,,,,,,,,,,,,,宋代官制辞典第354页，宋代官制辞典第355页,,,,,
,都道录,,,,,,,,,,,,,,都录、都道。《宋大诏令集》卷224《改定道阶等御笔手诏》：“道官九等，总司教事……今自都录而下，以知、同、佥书为职事官。都道旧名：都道录；知今名：知左右街道录院事。”详参“左右街都道录”条。,宋代官制辞典第355页,,,,,
,知左右街道录院事,,,,,,,,,,,,,,,宋代官制辞典第355页,,,,,
,左、右街都道录,,,,,,,一人，位在左街道录和右街道录之上。《须溪集》卷2《西山台云壑记》：“淳熙，左右街道录、太一宫主皇甫居中，以道行闻。”《宋朝事实》卷7《道释》：“乾德五年，右街道录何自守坐事流边，乃诏菜州道士刘若拙为左街道录。”,,一人，位在左街道录和右街道录之上。《须溪集》卷2《西山台云壑记》：“淳熙，左右街道录、太一宫主皇甫居中，以道行闻。”《宋朝事实》卷7《道释》：“乾德五年，右街道录何自守坐事流边，乃诏菜州道士刘若拙为左街道录。”,,,总知道士、女冠教门公事（《事物纪原》卷7《道录》）。,,①左右街道录。《须溪集》卷2《西山台云壑记》：“淳熙，左右街道录、太一宫主皇甫居中，以道行闻。”《渭南文集》卷16《行在宁寿观碑》：“绍兴二十年又命中贵人刘君敖典领⋯⋯赐名能真，改左右街都道录，仍领观事。”②都道录。《姑苏志》卷58《人物》23《释老》：“都道录刘能贞⋯⋯（庆元三年五月二十三日）坐而逝。“《古今说海》卷88《杂记》4《朝野遣纪》：“左右街都道录者，皆厚于韩侂胄。”,宋代官制辞典第355页,唐有左、右街威仪，后周避讳改为道录。北宋沿置，仍分左、右街（《事物纪原》卷7《道录》）。徽宗政和八年，始改都道录为知左右街道录院事（《宋大诏令集》卷224《改定道阶等御笔手诏》）。宣和七年（1125）复旧名。《长编纪事本末》卷127《道学》：（宣和七年十二月）御笔手诏：道录院、道官品等，一切指挥依元丰法。”南宋复置左右街都道录之官（《渭南文集》卷16《行在宁寿观碑》）。,,,,
,副都道录,,,,,,,,,,,,,,,宋代官制辞典第355页,,,,,
,同知左、右街道录院事,,,,,,,,,,,,,,,宋代官制辞典第355页,,,,,
,左街道录,,,,,,,,,,,,,,道录。宋《赤松山志•道录吴先生》：“积阶至左街道录。”详参“左右街都道录”条。,宋代官制辞典第355页,,,,,
,知左街道录院事,,,,,,,,,,,,,,,宋代官制辞典第355页，宋代官制辞典第356页,,,,,
,右街道录,,,,,,,,,,,,左、右街道录皆分掌黄冠道流宫观山门事。宋邓牧《洞霄图志》卷5《人物•李明孝》：“（李洞神）乞还山，授右街道录、主洞霄宫。”《长编》卷309，元丰三年十月甲戌：“右街道录张居善等乞自今补道职试《道德经》、《灵宝度人经》、《南华真经》，并宜读斋醮科义、祝读等。”,,,宋代官制辞典第356页,,,,,
,知右街道录院事,,,,,,,,,,,,,,,宋代官制辞典第356页,,,,,
,左街副道录,,,,,,,,,,,,,,,宋代官制辞典第356页,,,,,
,同知左街道录院事,,,,,,,,,,,,,,,宋代官制辞典第356页,,,,,
,右街副道录,,,,,,,,,,,,,,,宋代官制辞典第356页,,,,,
,同知右街道录院事,,,,,,,,,,,,,,,宋代官制辞典第356页,,,,,
,左街都监,,,,,,,,,,,,,,①都监。《宋大诏令集》卷224《改定道阶等御笔手诏》：“道官九等，总司教事，都监之名，既已非正，又非别于道录，不称司存之目……左街都监、右街都监、左街副都监、右街副都监。”②左街。《咸淳临安志》卷69《人物》10《方外•方士•管归真》：“祥符初，诏赴阙，行符水法，病在膏育者，悉为平人，锡予甚渥，以为右街都监，赐号‘元靖’……天圣初，迁左街，加大法师。”,宋代官制辞典第356页,,,,,
,签书左街道录院事,,,,,,,,,,,,,,,宋代官制辞典第356页,,,,,
