类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,胥佐,,,,,,,,,,,,,,,宋代官制辞典第327页,,,,,
,贴书,,,,,,,,,,,,,,,宋代官制辞典第327页,,,,,
,御厨,,,,,,,,,官额：有勾当御厨官（南宋称御厨干办官）四人，监御厨官四人。吏额：押司官三、手分十四、正名手书十三、私名手书十五（北宋东京元额，南宋精简），尚有副知、后行等名目。杂职：厨子（北宋称食手）、库子、门子、库院子。北宋御厨工匠、库子、院子共一千五百二十一人，南宋逐次减为七百、五百。乾道六年七月立定御厨人员编制为四百人（《宋会要•方域》4之1、3、5）。,,,掌承办御膳饭食、菜肴、汤羹及内外臣僚与外国使人赐宴、赐食，祠祭供四时珍膳，节筵、斋筵宣赐臣僚食物等，所有排办物料、宰杀、烹煎、和羹与铺陈事宜，统统承办（《宋会要•方域》4之1——7，《长编》卷85庚申、卷72乙酉、卷200乙酉）。,,①厨。《宋会要•方域》4之2：“御厨每遇节辰，客省签赐臣僚食物，……多不堪用。自今委内侍省，每节，先差使臣就厨点检。“②禁庖。《玉海》卷161《祥符资善堂》：“天禧四年徙御厨北，一作‘禁庖之北’。”③内东门御厨。因北宋御厨在内东门外之东廊而得名。《长编》卷128丙辰：“内东门御厨，皆内侍领之。”《宋会要•方域》4之1：“御厨在内东门外之东廊。”,宋代官制辞典第327页，宋代官制辞典第328页,唐昭宗天祐元年（904）四月有御厨使（《唐会要》卷79《诸使杂录》）。五代有御食厨（《十国•百官志》）。北宋初光禄寺太官、珍馐、良酝、掌醢分隶御厨；元丰新制隶光禄寺，崇宁二年五月十四日，并入殿中省尚食局、太官局。南宋沿置（《通考•职官》9《光禄卿》、《宋会要•方域》4之1《御厨》）。,,,,
,勾当御厨官,,,,,,,,,,,,,,①勾当官。《宋会要•方域》4之1：“御厨，在内东门外之东廊。……勾当官四人。”《宋会要•职官》19之8《殿中省》：“（崇宁二年）其御厨、翰林司并入太官局，太官令五员，见勾当御厨官夏倜、王遵、张大忠并改充勾当太官局。”②御厨干办官。南宋改“勾当”为“干办”。《宋会要•方域》4之6：”（乾道十年）诏御厨干办官昨来添差武臣一员。”,宋代官制辞典第328页,,,,,
,御厨五局,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,监御厨官,,,,,,,,,,,,,,监官。《宋会要•方域》4之7：“御厨言：‘重华宫早晚御膳，本厨乞依例轮差监官一员。’”同前书4之3：“监御厨、入内供奉官窦昭齐等。”《宋会要•职官》19之4：“旧监御厨官为四人，以今御厨内臣、武官监官四人厘为奉御。”,宋代官制辞典第328页,,,,,
,拘押官物使臣,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,副知,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,押司官,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,手分,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,书手,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,食手,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,厨子,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,供食院子,,,,,,,,,,,,,,①院子。《宋会要•方域》4之4：“排办庆天申节大宴，阙少厨子、院子。“同前书4之2：“御厨供食院子额二百五十九人，诸宫院实占三十一人。”②托盘院子。《宋会要•职官》19之4：“以御厨、翰林司凡供御事悉厘入尚食局。^托盘院子以三十人为膳徒。”,宋代官制辞典第328页,,,,,
,门子,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,供御厨库子,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,库院子,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,入内院子,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,御膳素厨,,,,,,,,,,,,,,,宋代官制辞典第328页,,,,,
,法酒库,,,,,,,,,,,,,,内库法酒。《侯鲭录》卷4：“诸葛氏笔，如内库法酒、北苑茶，他处纵有嘉者，殆难得其仿佛。”,宋代官制辞典第328页，宋代官制辞典第329页,,,,,
,内酒坊,,,,,,,,,,,,,,,宋代官制辞典第329页,,,,,
,内物料库,,,,,,,,,监官二人（以内侍及三班使臣充）。监门官一人（以三班使臣充），主秤三人，掌库六人（《宋会要•食货》5之24《物料库》）。,,,掌供尚食及内外膳羞所需米、面、饴糖、蜂蜜、枣、豆百品之料，以供太官之用，并察其名物而总其出人之数（《通考•职官》9《光禄卿》、《宋史•职官志》4《光禄寺》）。,,太官物料官。《宋史职官志》4《光禄寺》：“太官物料官掌预备膳食荐羞之物。”《宋会要•食货》5之24《物料库》：“内物料库在横门外南廊，掌供尚食及内外膳羞、米面、饴蜜、枣、豆百品之料。”《宋会要•职官》21之6：“（崇宁五年）勾当太官局兼内物料库。”,宋代官制辞典第329页,宋初珍馐署下有供备库，隶御厨，太平兴国三年改为内物料库（《宋会要•食货》5之24《物料库》）。熙宁五年正月九日并入御厨，罢内物料库之名（《长编》卷229己丑）。元丰改制后，光禄寺所隶诸局中有太官物料库（即内物料库），崇宁间仍称内物料官，归隶殿中省尚食局太官局（《宋会要•职官》21之2、6）。,,,,
,外物料库,,,,,,,,,监外物料库官二员，掌库十一人，兵士十人（《宋会要•食货》52之4《物料库》、《宋会要•职官》21之3）。,,,掌收储、颁给皇城外诸王宫院及皇族宗室日常所需油、盐、米、面，元丰后扩及供应百司。,,,宋代官制辞典第329页,宋初称麸面库，大中祥符七年改称物料库，后又称外物料库。,,,,
,乳酪院,,,,,,,,,监官（骐骥院监官及专知、副知兼充），乳匠七人，及节级、工匠、养喂长行等。,,,加工牛羊奶、制造酥酪、乳饼，以供御厨之用（《分纪》卷19《太仆寺•乳酪院》，《宋会要•职官》21之3、12）。,,,宋代官制辞典第329页,宋初分南乳酪院、北乳酪院，景德二年合二为一。南宋建炎三年四月十三日并人牛羊司。,,,,
,油醋库,,,,,,,,,,,,,,,宋代官制辞典第329页,,,,,
,翰林司,,,,,,,,,勾当翰林司公事官四员，兵校三百人，药童十一人，又有专知官、副知等吏人。南宋时有监官之设（同前书21之8、9）。,,,掌供奉御酒、茶汤、水果，以及皇帝游玩、宴会、内外筵设事；兼管翰林院执役人名籍，拟定轮流值宿翰林院名单上奏；祠祭供设神、食支拨冰雪，等等（《宋会要•职官》21之8《翰林司》、《长编》卷98甲寅）。,,①茶酒局。《东京梦华录》卷1《内诸司》：“翰林司茶酒局也。”②茶酒司。《宋东京考》卷3《诸司》：“翰林司，即茶酒司也。”,宋代官制辞典第329页,五代有茶酒库使、翰林茶酒使，其职庶几与宋翰林司职相近（《十国•百官表》）。北宋初，有茶床使，后止称翰林使（《事物纪原》卷6《翰林》），太宗朝有兼翰林司公事。至迟，太平兴国三年（978）以前，已设翰林司（《长编》卷19成申）。元丰改制后隶光禄寺。崇宁二年（1103）五月十匹日，并入殿中省太官局，但存其官司（《宋会要•职官》19之4）。迄南宋，翰林司与翰林院、学士院并置不废（《咸淳临安志》卷2《学士院》、卷10《翰林院、翰林司》）。,,,,
,勾当翰林司公事,,,,,,,,,,,,,,翰林司公事。《长编》卷19戊申：“翰林使程德元为东上阁门使兼翰林司公事。”《宋会要•职官》21之8《翰林司》：“勾当官四员，以诸司使、副使及内侍充。”《长编》卷413辛丑：“内殿崇班刘言特添差勾当翰林司。”,宋代官制辞典第329页，宋代官制辞典第330页,,,,,
,药童,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,供御人,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,专知官,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,翰林司营,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,牛羊司,,,,,,,,,官额有勾当官或监官。辖有广牧二指挥一千一百二十六人，员僚有指挥使、副指挥使、都头、副都头。栈圈三，设勾当官。旧辖有宰杀务，大中祥符四年（1011）宰杀务分出独立为司，至嘉祐五年（1060）并入。建炎三年四月十三日，乳酪院并入。所属吏人、诸色人、杂职名目众多，计有：牧羊群头、牧子、巡羊十将、手分、估羊节级、曹司、宰手、副知、贴司、揣子、秤子、承局、门子、兵士等（《宋会要•职官》21之11、12、14，《长编》卷95戊申、卷192辛巳）。,,,掌御厨及祭祀所需牛、羊、猪的饲养、管理（《宋会要•职官》21之2、10、13）。,,,宋代官制辞典第330页,北宋创置。太祖开宝二年六月已见置（《事物纪原》卷6《牛羊使、副使》）。南宋沿置不废（《咸淳临安志》卷9《监当诸局》）。,,,,
,勾当牛羊司,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,监牛羊司,,,,,,,,,,,,,,监官。《宋会要•职官》21之11：“牛羊司每年栈羊三万三千口，委监官拣少嫩者栈圈兼供应。”,宋代官制辞典第330页,,,,,
,牧羊群头,,,,,,,,,,,,,,群头。《宋会要•职官》21之11：“诏牛羊司牧羊少失羊决罚之数：一口至三口，群头答四十，牧子加一等。”“诏中牟牧羊群头、牧子所请月粮……只支米、豆二色，月给酱菜钱二百〔文〕，麻履钱一百，十一月至二月借皮裘。”,宋代官制辞典第330页,,,,,
,牧子,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,揣子,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,估羊节级,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,巡羊十将,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,巡羊员僚,,,,,,,,,,,,,,,宋代官制辞典第330页,,,,,
,巡羊使臣,,,,,,,,,,,,,,牧羊使臣。《宋会要•职官》21之11：“牧羊使臣，给军士五人当直。”“员僚杖八十、降一资，巡羊使臣奏勘替与降等差遣。”,宋代官制辞典第330页，宋代官制辞典第331页,,,,,
,曹司,,,,,,,,,,,,,,,宋代官制辞典第331页,,,,,
,承局,,,,,,,,,,,,,,,宋代官制辞典第331页,,,,,
,宰手,,,,,,,,,,,,,,,宋代官制辞典第331页,,,,,
,秤子,,,,,,,,,,,,,,,宋代官制辞典第331页,,,,,
,宰杀务,,,,,,,,,,,,,,供庖务。《长编》卷192辛日：“牛羊司旧有案杀务，大中祥符四年析出，改日供庖务。是岁并入牛羊司。”,宋代官制辞典第331页,,,,,
,牛羊供应所,,,,,,,,,,,,,,,宋代官制辞典第331页,,,,,
,勾当栈圈官,,,,,,,,,,,,,,,宋代官制辞典第331页,,,,,
