类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,太常寺奉礼郎,,,,,,,①宋前期因唐制，唐为从九品上（《六典》卷14）。②元丰改制后从八品（《分纪》卷18）。宋前期奉礼郎多以公卿子弟门荫得之，俸禄倍于秘书省校书郎、正字（《合璧后集》卷33《太社令•事类》）。,,元丰新制一人（《宋史•职官志》4《太常寺》）。,,,①宋前期为文臣寄禄官，多用作门荫官，授宰相公卿子弟初荫等（《通考•职官》9《太常卿》），及祠祭行事供使（《宋会要•礼》1之5《郊祀仪注》）。②元丰新制为职事官，掌祭祀奉币帛授初献官；大礼时布置皇帝亲祠板位（《宋史•职官志》4《太常寺》）。,,①奉礼郎、奉礼。《东轩笔录》卷3：“晏，李之婿也，初为奉礼郎。曾熟视之曰：‘晏奉礼他日甚贵。’”②太常奉礼郎。《宋史•职官志》8《建隆以后合班之制》：“太常太祝、奉礼郎、秘书省校书郎、正字。“同前书卷《元丰以后合班之制》：“太常寺奉礼郎。”,宋代官制辞典第300页，宋代官制辞典第301页,唐高宗永徽二年（651）之前，均称理礼郎。汉代隶大鸿胪，隋朝始隶太常寺。《隋书•百官志》称北齐有“奉礼郎”，实系唐人修史者追称，原为理礼郎。永徽二年，改理礼郎为奉礼郎（《通典•职官典》7《太常卿》）。两宋沿置（《庆元条法》卷4《官品令》）。,,,,
,太常寺太祝,,,,,,,①宋初因唐制，唐为从九品上（《六典》14）。②元丰改制后定从八品（《分纪》卷18《太常•太祝》）。宋前期，太常寺太祝与奉礼郎，多后族，及两府宰执大臣子弟门荫官，每月可领胙肉、绢布、明衣，俸禄从优，有“轻裘食肉”之称（《合璧后集》卷33《太社令》）。,,元丰新制一人（《宋史•职官志》4《太常寺》）。,,,①宋前期为文臣寄禄官，多用作门荫官，授宰相、公卿子弟（《通考•职官》9《太常卿》）。②元丰新制为职事官，祭祀掌读册辞（祝文），奉毛血盘并进接黍以嘏告等（《宋史•职官志》4《太常寺》）。,,①太常太祝。《宋史•职官志》8《建隆以后合班之制》：“太常太祝、奉礼郎。”同前书卷《元丰以后合班之制》：“太常寺太祝。”②太祝。《长编》卷86戊午：“自今祝版，……太祝习读，庶尽严恭之道。”《长编》卷175辛酉：“太常寺太祝赵彦若。”③祝史。《宋会要•礼》6之32；“俟祝史进、撤毛血盘出次。”同前书6之19：“太祝奉毛血盘并进抟黍。”,宋代官制辞典第301页,《礼记》、《周礼》中已有“太祝”之官（《礼记•曲礼》下、《周礼•春官宗伯》）。秦汉奉常（太常）属官。太常寺太祝始于北齐（《隋书•百官志》中）。两宋沿置（《宋史•职官志》8《建隆以后合班之制》、《绍兴以后合班之制》）。,,,,
,礼仪案,,,,,,,,,,,,,,,宋代官制辞典第301页,,,,,
,礼祭案,,,,,,,,,,,,,,,宋代官制辞典第301页,,,,,
,坛庙案,,,,,,,,,,,,,,,宋代官制辞典第301页,,,,,
,太乐案,,,,,,,,,,,,,,,宋代官制辞典第301页,,,,,
,法物案,,,,,,,,,,,,,,,宋代官制辞典第310页,,,,,
,廪牺案,,,,,,,,,,,,,,,宋代官制辞典第301页,,,,,
,太医案,,,,,,,,,,,,,,,宋代官制辞典第301页,,,,,
,掌法案,,,,,,,,,,,,,,,宋代官制辞典第310页,,,,,
,知杂案,,,,,,,,,,,,,,,宋代官制辞典第310页,,,,,
,郊社局令,,,,,,,元丰新制后正九品（《分纪》卷18《郊社令》）。,,一人（《长编》卷184壬子、《宋会要•职官》22之34）。,,,掌管理、巡视四郊坛壝及社樱，维护郊兆时清洁，祭祀时参与省牲（《宋史•职官志》4《太常寺》、《分纪》卷18《郊社令》）。,,①郊社令。《长编》卷317甲子：“国朝郊庙、明堂礼，以郊社令设玉币。”《分纪》卷18《郊社令》：“熙宁元年，郊社局令张伯世言。”②郊社局令。全称冠以“太常寺”名。《通考•职官》9《太常卿》：“宋嘉祐元年置郊社令。熙宁元年郊社局令张伯世言。”《长编》卷184嘉祐元年十二月壬子：“置太常寺郊社局令一员。”③社稷令。《宋会要•礼》14之52：“郊社令、太庙宫闱令监牲牢。……社稷令、宫闱令、斋郎羊膊胳三。”《攻媿集》卷39《知临安府钱塘县赵盛太社令》：“社稷之司不以轻授，靖共尔位。”,宋代官制辞典第301页，宋代官制辞典第302页,隋太常寺郊社署令（《隋书•百官志》下）。北宋嘉祐元年（1056）十二月五日始置，英宗朝避赵曙讳改名郊社局令（《合璧后集》卷33《太社令》、《事物纪原》卷5《郊社令》）。,,,,
,太社局令,,,,,,,正九品（《庆元条法》卷4《官品令》）。请给等与五监主簿同（《合璧后集》卷33《太社令》）。,,与郊社局令同。,,,与郊社局令同。,,①太社令。《宋史•韩世忠传附彦直》：“明年登进士第，（彦直）调太社令。”《宋会要•职官》22之34：“（太常寺）置籍田司、太社局。……籍田令一人，秩正九品；太社令一人，秩正九品。”②大社令。《齐东野语》卷17《景定行公田》：“大社令杜渊。”,宋代官制辞典第302页,,,,,
,太乐局,,,,,,,,,官额有太乐局令、丞各一人，乐正、副乐正各二人。乐工三百三十五人。景德二年淘汰冗滥五十人（《宋会要•职官》22之34、《宋史•李宗传》、《通考•职官》9）。,,,掌大朝会皇帝亲郊祀及御殿、御楼肆赦、大祠祭登歌所用太常雅乐（《通考•职官》9《太乐局》）。,,大乐局。《宋会要•职官》22之17《太常寺》：“领大乐局、鼓吹等院。”《通考•职官》9《太常寺》：“宋制，太乐局令一人。”,宋代官制辞典第302页,北齐置太常寺太乐署（《隋书•百官志》中）。北宋太常寺附设太乐署，英宗朝避讳改称为太乐局。崇宁四年八月二十六日后，并归大晟府（参《通考•职官》9《太常卿•太乐局》、《十朝纲要》卷16、《事物纪原》卷5《郊社令》）。,,,,
,太乐署,,,,,,,,,,,,,,①大乐署。《宋史•乐志》1：“（乾德）四年六月，判太常寺和岘言：‘大乐署旧制，宫悬三十六虞设于庭，登歌两架设于殿上。’”《长编》卷80，真宗大中祥符六年四月己卯：“出太宗《游艺集》并亲制乐曲、九弦琴、五弦阮谱，付史官及太乐署。”②乐府。《宋史•乐志》1：“又为《景祐乐髓新经》，……以授乐府以考正声，以赐群臣焉。”详参“太乐局”条。同前书卷：“（景德二年）乃命太乐、鼓吹两署工校其优劣，黜去滥吹者五十余人。……自是乐府制度颇有伦理。”,宋代官制辞典第302页,,,,,
,太乐局令,,,,,,,,,一人（《宋会要•职官》22之34）。,,,为本局之长，领太乐局事。,,①太乐令。《长编》卷206丙子：“凡祀圜丘、祭宗庙，太乐令率工人以入就位。“《通考•职官》9《太乐署》：“宋制太乐局令一人。”②大乐局令。《宋会要•职官》22之34《大乐局》：“大乐局令。”《宋会要•乐》4之11：“太乐局令贾峻。”,宋代官制辞典第302页,秦汉奉常（太常）属官有太乐令（《汉书•百官表》上），北齐太常寺太乐署置令（《隋书•百官志》中）。北宋初沿置，后改称太乐局令（《宋会要•职官》22之34）。崇宁四年八月并入大晟府，有太乐令（《通考•职官》9《太乐署》）。,,,,
,太乐局丞,,,,,,,,,一人（同上书卷）。,,,参领本局事。,,,宋代官制辞典第302页,秦汉奉常（太常）属官有太乐丞（《汉书•百官表》上）。北齐有太常寺太乐署丞（《隋书•百官志》中），北宋初沿置（《宋史•乐志》1）。后设太乐局丞（《通考•职官》9《太乐署》）。,,,,
,太乐署丞,,,,,,,,,,,,,,,宋代官制辞典第302页,,,,,
,乐正,,,,,,,,,,,,,,大晟乐正。如冠以大晟府，全称应为大晟府乐正。《贵耳集》下：“道君大喜，复召（周邦彦）为大晟乐正。“《宋会要•职官》22之26《大晟府》：“工属则有乐正、乐师、色长、上工、中工、下工、舞师云。”,宋代官制辞典第309页,,,,,
,副乐正,,,,,,,,,,,,,,,宋代官制辞典第309页,,,,,
,鼓吹局,,,,,,,,,设鼓吹局令、丞各一人。乐工一百二十七人。供官五十二人。通引官六人（《宋会要•职官》22之34、《通考•职官》9《太乐署》）。,,,凡行大礼、祠祭设登歌，掌鼓吹十二案，即击鼓、钲与箫笳横吹事（《宋史•礼》1）。,,鼓吹。《宋会要•职官》22之19：“领大乐局、鼓吹等院。”《宋史•乐志》2：“（皇祐二年九月）遂召鼓吹局按警场。”,宋代官制辞典第303页,北齐置太常寺鼓吹署（《隋书•百官志》中）。北宋初沿置，英宗朝避“曙”讳，改称鼓吹局（《宋史•李昉传附宗》、《宋史•乐志》2）。崇宁四年八月归隶大晟府（《通考•职官》9《太乐署》）。,,,,
,鼓吹署,,,,,,,,,,,,,,,宋代官制辞典第303页,,,,,
,鼓吹局令,,,,,,,,,,,,,,鼓吹令。《宋史•乐志》2：“（皇祐二年九月）赐大乐、鼓吹令、丞至乐工、徒吏缗钱有差。”《通考•职官》9《太常卿》：“宋鼓吹局令一人。”,宋代官制辞典第303页,,,,,
,鼓吹局丞,,,,,,,,,,,,,,鼓吹丞。《宋史•乐志》2：“（皇祐二年九月）赐大乐、鼓吹令、丞至乐工、徒吏缗钱有差。”《通考•职官》9《太常卿》：“宋鼓吹局令一人、丞一人。”,宋代官制辞典第303页,,,,,
,详定大乐所,,,,,,,,,,,,,,大乐所。《长编》卷169皇祐二年闰十一月乙酉：“太子中舍致仕胡瑷赴大乐所同定钟磬制度。”《宋史•乐志》2：“（皇祐五年五月）请下详定大乐所，更稽古义参定之。”,宋代官制辞典第303页,,,,,
,太庙宫闱令,,,,,,,,,一至二人。如大礼行事，临时权差，多至数十人。如绍兴五年二月，迎奉神主自温州至临安行在所，则权差二十二员宫闱令（《宋会要•礼》15之18）。,,,"点检太庙神食礼料，迎奉神主及率属扫除庙之内外等事（《宋会要•礼》15之1,78、18）。",,宫闱令。《宋会要•礼》15之4：“太祝、宫闱令安奉神主。”《长编》卷84甲寅：“诏内侍省选官为太庙宫闱令。”《宋会要•礼》14之52、53：“郊社令、太庙宫闱令监牲牢。⋯⋯社稷令（即郊社令）、宫闱令（即太庙宫闱令）、斋郎羊膊胳三。”,宋代官制辞典第303页,隋朝始置宫闱局，有令、丞，隶内侍省（《隋书•百官志》下）。北宋初内侍省仍沿置，但罕以除人。咸平元年（998）五月五日始置有职事太庙宫闱令（《长编》卷43壬戌）。南宋沿置（《宋会要•礼》7之18）。,,,,
,太庙宫闱丞,,,,,,,,,,,,,,,宋代官制辞典第303页,,,,,
,皇后庙宫闱令,,,,,,,,,,,,,,宫闱令。《宋会要•礼》7之19：“宫闱令再执笏跪捧懿节皇后神主。”同前书7之21：“（景德三年）十二月，诏太庙、皇后庙宫闱令，自今并令上宿庙内。”,宋代官制辞典第303页,,,,,
,奉慈庙宫闱令,,,,,,,,,,,,,,,宋代官制辞典第303页,,,,,
,宫闱令,,,,,,,,,,,,,,,宋代官制辞典第303页,,,,,
,太庙斋郎,,,,,,,在非品官荫补官中，为最低等，次于太庙室长。太庙斋郎迁室长，室长可望注官（《宋史•李宗谔传附宗讷》）。,,建隆四年六月曾定每岁所补太庙斋郎、郊社斋郎以十五人为额（《宋会要•职官》22之19），后多无定员。,,,①遇祠祭，或太庙行五大享礼等，斋郎为行事官，赴殿行应奉侍斋祭等（《宋会要•礼》154、《长编》卷83庚辰）。②为朝官子弟荫补起家之官（《事物纪原》卷5《斋郎》、《宋会要•职官》22之9《斋郎》）。,,①斋郎。《宋会要•职官》22之19：“自今斋郎、室长每年预太庙五大享。”《长编》卷83庚辰：“太庙斋郎、室长自今请预五大享。”②斋。《湘山野录》卷下：“真宗国恤，凡荫补子弟有当斋、挽之职者，若斋郎止侍斋祭，若挽郎至有执绋婴导灵仗者。”,宋代官制辞典第303页，宋代官制辞典第304页,汉朝始有太庙斋郎（《宋书•百官志》上）。唐时始分太庙斋郎、郊社斋郎（《唐会要》卷65《太常寺》）。北宋沿置（《长编》卷83大中祥符七年八月庚辰）。,,,,
,太庙室长,,,,,,,,,太庙藏宋代皇帝高祖以下先祖及已故皇帝神主之所，以室为单位，一代为一室（太祖、太宗兄弟为一室）。如行祠祭，每室可设室长，或数室设一室长。事罢即已。作为斋郎迁补官，无定员（《长编》卷83庚辰、《宋会要•礼》15之4）。,,,①遇祠祭，太庙诸室设室长，管本室事，并协助太庙宫闱令行应奉事（《宋会要•礼》15之3）。②为荫补官太庙斋郎迁转阶（《宋史•李昉传附宗讷》、《宋会要•礼》15之4）。,,①室长。《宋会要•职官》22之19：“自今斋郎、室长每年预太庙五大享。”《长编》卷83庚辰：“太庙斋郎、室长自今请预五大享。”②黄衣选人。《事物纪原》卷5《斋郎》：“（斋郎）久次者，太庙（斋郎）又补室长……谓之黄衣选人。”,宋代官制辞典第304页,唐朝始置，室长十年可授品官（《新唐书•百官志》3《太常寺》）。北宋沿置（《长编》卷83庚辰）。,,,,
,第四室长,,,,,,,,,,,,,,,宋代官制辞典第304页,,,,,
,郊社斋郎,,,,,,,在非品官荫补官中属最低等，与太庙斋郎并位。郊社斋郎奏补满五年后可迁为掌坐。由掌坐可望补选品官（《事物纪原》卷5《斋郎》、《宋会要•职官》22之19）。,,建隆四年六月，曾定太庙、郊社斋郎每年奏补十五人，后多无定额（《宋会要•职官》22之19《斋郎》）。,,,①为朝臣子弟萌补起家官。②祠祭参与应奉给使事（同前书卷）。,,斋郎。《宋会要•职官》22之19：“诏自今斋郎乞改充室长、掌坐者。”同前书22之20：“郊社斋郎补奏后五年转掌坐。”,宋代官制辞典第304页,隋朝郊社署置斋郎，是为之始（《六典》卷14《太常寺》）。北宋沿置（《宋会要•职官》22之19）。,,,,
,斋郎,,,,,,,,,,,,,,,宋代官制辞典第304页,,,,,
