类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,专知官,,,,,,,,,,,,,,知。《宋会要•职官》29之5：“迁补知、副知。以二年为一界。“同前书29之4：“专知官二年为一界。”,宋代官制辞典第400页,,,,,
,副知,,,,,,,,,,,,,,,宋代官制辞典第400页,,,,,
,专副,,,,,,,,,,,,,,,宋代官制辞典第400页,,,,,
,押司官,,,,,,,,,,,,,,,宋代官制辞典第400页,,,,,
,作家,,,,,,,,,,,,,,,宋代官制辞典第400页,,,,,
,四提辖,,,,,,,,,,,,,,四辖。《朝野类要》卷2《四辖》：“提辖左藏库、文思院、榷货务、杂买场，谓之四辖，亦为储才之地。”《朝野杂记》乙集卷13《四提辖》：“四提辖，谓榷货务、都茶场，杂买务、杂卖场，文思院，左藏东、西库是也。……先是四辖官外补则为知州。”,宋代官制辞典第400页,,,,,
,铸印司,,,,,,,,,,,,,,,宋代官制辞典第400页,,,,,
,铸印司篆文官,,,,,,,,,,,,,,篆文。《玉海》卷84《景祐铸印令式》：“景祐三年正月，篆文王文盛，请于少府监更铸粮料院印。“《宋史•舆服志》6《印制》：“（景祐三年）篆文官王文盛状：在京三司粮料院，频有人伪造印记，印成旁历，盗请官物，欲乞铸造圆印三面。”,宋代官制辞典第400页，宋代官制辞典第401页,,,,,
,绫锦院,,,,,,,,,设监绫锦院官三人，拥有织锦机四百余张，兵匠一千零三十四人（《宋会要•职官》29之8《绫锦院》、《长编》卷43丁丑）。,,,掌织锦绮，咸平元年后织绢，以供进御服饰之用（《宋史•职官志》5《少府监》、《长编》卷43丁丑）。,,,宋代官制辞典第401页,北宋太祖乾德五年十月一日始置（《长编》卷8）。太平兴国二年分西绫锦院、东绫锦院。端拱元年复合为一院（《宋会要•职官》29之8、《玉海》卷168《太平兴国文思院》）。,,,,
,监绫锦院,,,,,,,,,,,,,,监官。《通考•职官》11《绫锦院》：“监官三人。”《长编》卷12甲申：“周翰尝监绫锦院。”,宋代官制辞典第401页,,,,,
,西染院,,,,,,,,,官额有监院官二人（或置勾当公事官）、监门官一人，工匠六百十三人（《通考•职官》11《少府监》）。,,,为丝帛、苎麻、绦、线、绳及皮革、纸张等物染色，供宫延及官府之用（《宋会要•职官》29之7）。,,①染院。咸平六年东染院并入西染院之后，西染院名沿旧，或省称染院。《长编》卷175皇祐五年十月壬子：“西染院。”同前书卷145庆历三年十二月：“近闻染院计置染绫罗甚急。”②西内染院。即西染院。《宋会要•职官》29之7：“西内染院在全城坊，旧曰染坊。太平兴国三年分为东、西二染院。”《长编》卷19太平兴国三年四月庚午：“幸西染院。〞,宋代官制辞典第401页,唐有染署，后改称染坊。宋初沿称染坊。开宝八年五月十三日见称染院，九年七月分为东、西染院。咸平二年东染院并入西染院（《宋会要•职官》29之《西内染院》，《事物纪原》卷7《二染院》，《长编》卷16甲申、17乙巳）。,,,,
,监西染院,,,,,,,,,,,,,,监染院。《宋史•张锡传》：“再迁太常博士、监染院。”《宋会要•职官》29之7《西内染院》：“（熙宁二年十月十四日）监西染院皇甫宗宪等言。”,宋代官制辞典第401页,,,,,
,勾当染院公事,,,,,,,,,,,,,,,宋代官制辞典第401页,,,,,
,裁造院,,,,,,,,,设监官或勾当官二人，监门官一人。领工匠二百六十七人，并招女工（仁宗天圣元年放归女工，不复招收）（《宋会要•职官》29之8、《长编》卷101甲午）。,,,裁制衣服，绣造卧房设施及仪鸾司什物等，以供邦国之用（《通考•职官》11《少府监》、《长编》卷323乙卯）。,,裁造务。《长编》卷112癸未：“愿陛下裁造务、后苑作坊、文思院、粮料院取祖宗岁用之成数较之，则奢俭可见矣。“同前书卷101甲午：“诏裁造院所招女工及军士妻配隶南北作坊者，并放。”,宋代官制辞典第401页,北宋初为针线院。乾德四年始置裁造院（《宋会要•职官》29之8）。,,,,
,监裁造院,,,,,,,,,,,,,,管库。凡监当官或通称管库。《长编》卷199甲寅：“赐太常少卿孔叔詹紫金，叔詹监裁造务，以劳当迁。上不欲以卿监赏管库之劳，故有是赐。”,宋代官制辞典第401页,,,,,
,文绣院,,,,,,,,,绣工三百人（《宋会要•职官》29之8）。,,,刺绣服饰、法物，以供皇帝以下至宾客、祭祀之用（《宋史•职官志》5《少府监》）。,,,宋代官制辞典第401页,北宋崇宁三年三月八日始置（《十朝纲要》卷16、《宋史•徽宗纪》1）。,,,,
,旌节官告使,,,,,,,,,,,,,,,宋代官制辞典第401页，宋代官制辞典第402页,,,,,
