类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,内弓箭南库,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,内弓箭外库,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,内弓箭内库,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,内弓箭南、内、外库,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,内弓箭库南外库,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,军器库,,,,,,,,,北宋军器库所辖子库数目，逐步增多。有军器三库（军器衣甲库、军器弓枪库、军器剑弩箭库）之称，军器四库（军器衣甲、弓枪、剑弩箭三库、军器什物库）之称，军器五库（军器衣甲、弓枪、剑弩箭三库、军器什物库、拣选衣甲器械库）之称（《宋会要•食货》52之30、31，《玉海》卷183《宋朝军器五库》）。军器诸库，设都大提举、都大提点官总监领。逐库各置管勾官、监官、监门官及公吏等。,,,掌禁兵器、铠甲、供军什器储偫之物，收受作坊、诸司及诸州造作兵器，以及出纳之事（《宋会要•食货》52之30）。,,内军器库。北宋前期，内军器库则指军器库。南宋建炎四年二月十日之后，唯正称内军器库。《宋会要•食货》52之30：“军器五库，并在崇政殿东横门外。”《长编》卷242己酉：“内军器五库官物储积多在宫禁及收内降物，并自有提举、提点官，可不隶提举诸司库务。”,宋代官制辞典第333页,西汉有武库令，南朝梁卫尉卿下置武库令（《通考•职官》9《卫尉卿》）。北宋初置军器库。随着军器制造数量的不断增多，至仁宗天圣间已分为军器四库，熙宁间又增为五库。南宋建炎四年二月十日，并为内军器库一库《宋会要•食货》52之25、27、29、31）。,,,,
,管勾制置军器司,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,都大提点军器库所,,,,,,,,,,,,,,提点所。《宋会要•食货》52之26《军器库》：“其合行拆造名件画时结罪申提点所。……都大提点军器所。”,宋代官制辞典第333页,,,,,
,都大提举内军器库所,,,,,,,,,,,,,,提举内军器库所。《宋会要•食货》52之27：“（熙宁元年八月）诏减罢都大提举内军器库文臣一员。……令提举内军器库所别举官。”,宋代官制辞典第333页,,,,,
,都大提举内弓箭军器库,,,,,,,,,,,,,,,宋代官制辞典第333页,,,,,
,军器五库,,,,,,,,,,,,,,内军器五库。《长编》卷242己酉：“内军器五库官物储积多在宫禁及收内降物，兼自有提举、提点官。”《宋会要•食货》52之30：“军器五库：……以衣甲为一库，弓枪为一库，剑弩箭为一库。⋯⋯又有什物库⋯⋯。淳化二年又置拣选衣甲器械库。……都大提举内弓箭库、军器等库所张茂则。”,宋代官制辞典第333页,,,,,
,军器衣甲库,,,,,,,,,,,,,,①衣甲库。《宋会要•食货》52之30：“以衣甲为一库。”②甲。略称。《东京梦华录》卷1《内诸司》：“内弓、剑、枪、甲军器等库。《宋会要•职官》22之1《卫尉寺》：“储甲械则归内弓箭库南、外库，军器衣甲库，军器弓枪库、军器弩剑箭库。”,宋代官制辞典第333页，宋代官制辞典第334页,,,,,
,监军器衣甲库,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,军器弓枪库,,,,,,,,,,,,,,①枪。略称。《东京梦华录》卷1《内诸司》：“内弓、剑、枪、甲军器等库。”《宋会要•职官》22之1《卫尉寺》：“储甲械则归内弓箭库南、外库，军器衣甲库，军器弓枪库。”②弓枪库。《宋会要•食货》52之30：“弓以衣甲为一库，弓枪为一库，剑弩箭为一库。”,宋代官制辞典第334页,,,,,
,监军器弓枪库,,,,,,,,,,,,,,监内弓枪库。《宋会要•食货》52之27：“监内弓枪库、承制杨安道，入内供奉官李孝基。”同前书52之28：“都大提点内军器库元系军器衣甲库、弓枪、弩剑箭、南、外、内弓箭库并军器什物库共七库。”,宋代官制辞典第334页,,,,,
,军器弩剑箭库,,,,,,,,,,,,,,①剑弩箭库。《宋会要•食货》52之30：“剑弩箭为一库。”②剑。略称。《东京梦华录》卷1《内诸司》：“内弓、剑、枪、甲军器等库。”《宋会要•职官》22之1《卫尉寺》：“储甲械则归内弓箭库南、外库，军器衣甲库，军器弓枪库，军器弩剑箭库。”,宋代官制辞典第334页,,,,,
,监弩剑箭库,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,军器什物库,,,,,,,,,,,,,,什物库。《宋会要•食货》52之30：“又有什物库在清平坊。”《宋会要•食货》22之1：“贮什物则归军器什物库。”,宋代官制辞典第334页,,,,,
,监军器什物库,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,拣选衣甲器械库,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,监拣选衣甲器械库,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,军器库掾,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,军器七库,,,,,,,,,,,,,,,宋代官制辞典第334页,,,,,
,内军器库,,,,,,,,,设都大提点内军器库、监内军器库门（二员）官。人兵：绍兴十年为一百四十八人，内含指挥使、都头、十将、将虞候、节级五阶级之职名。人吏（公人、吏人）有：架子头、专知、副知、前行、手分、库子等（《宋会要•食货》52之27、28、，29）。,,,掌储藏禁兵器、供军什物及出纳之事。,,,宋代官制辞典第334页，宋代官制辞典第335页,北宋神宗熙宁间，或别称军器库为内军器库（《宋会要•职官》22之2《卫尉寺》）。南宋建炎四年二月十日，始并军器衣甲库、内弓箭南库、内弓箭外库、内弓箭内库四库为一库，以“内军器库”为名。绍兴三年五月十二日，军器什物库并入。在此以前，军器弓枪库、军器弩剑库已并入内军器库（《宋会要•食货》52之28）。,,,,
,都大提点内军器库所,,,,,,,,,,,,,,都大提点所。《宋会要•食货》52之27：“（绍兴五年）忠翊郎、监内军器库状：先蒙都大提点所踏逐指差充监门填阙。……都大提点内军器库言。”,宋代官制辞典第335页,,,,,
,监专,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,库子,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,架子头,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,内军器库营,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,管库兵五阶级,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,节级,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,将虞候,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,十将,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,副都头,,,,,,,,,,,,,,,宋代官制辞典第335页,,,,,
,指挥使,,,,,,,,,,,,,,指挥。《宋会要•食货》52之28《内军器库》：“本库省记条内，额管人兵共一百四十八人，内节级、将虞候、十将、副都头、指挥使五阶级职名……。其副都头乞候三年与转指挥。”,宋代官制辞典第335页,,,,,
,仪鸾司,,,,,,,,,北宋设勾当官五员（南宋改称干办官）。又有提举、点检官、监官、门司等官。真宗大中祥符九年，兵校及匠人二百九十一人，官小一百十四人。徽宗朝所管工匠七百人。南宋乾道时压缩为三百五十人。分作二营四都部辖，有都虞候、正副指挥使、员僚（都头、副都头）、十将、将虞候、节级等阶级职名。人吏有专知、副知、押司官等。本司辖有三库：一为金银器皿、帘幕什物之第一、第二等库，二为香烛、帘幕什物之第三、第四等库，三为毯、油、床、椅、铁器什物库。各库并置监库官、监秤（《宋会要•职官》22之5、6）。,,,掌供奉皇帝朝会、亲祠郊庙、巡幸、宴享及宫殿内供设幕帘幄帐等事（《宋会要•职官》22之5、《挥麈后录》卷9）。北宋崇宁二年二月，仪鸾司供御职事划归殿中省尚舍局，靖康元年罢殿中省六尚局后依旧（《宋会要•职官》19之6《殿中省》）。,,①仪鸾。《司马光奏议》卷9《论仪鸾失火札子》：“臣窃闻今月九日夜，大庆殿前仪鸾司房失火。”②仪司。《宋会要•职官》22之8《仪鸾司》：“大中祥符九年，分仪司库为三。”③帐设局。《东京梦华录》卷1《外诸司》：“仪鸾司帐设局也。”,宋代官制辞典第335页,北齐光禄寺有守宫署，掌宫中帐设之事。隋唐改属卫尉寺。隋已有供帐库之局，或谓有鸾集于其上，于是改名“仪鸾”。北宋供帐职事归仪鸾司。南宋沿置（《通考•职官》9《卫尉卿》、《侯鲭录》）。,,,,
,仪鸾司营,,,,,,,,,,,,,,,宋代官制辞典第335页，宋代官制辞典第336页,,,,,
,仪鸾司南北营都虞候,,,,,,,,,,,,,,都虞候。《宋会要•职官》22之8《仪鸾司》：“将南北两营分四都，均人员部辖。……勘会本司元额都虞候一人、正副指挥使一人。……都虞候更不添填，却添正指挥使一人。”,宋代官制辞典第336页,,,,,
,官小,,,,,,,,,,,,,,,宋代官制辞典第336页,,,,,
,押司官,,,,,,,,,,,,,,,宋代官制辞典第336页,,,,,
,左、右金吾街司,,,,,,,,,金吾街司总一司，其下又分为左、右金吾街司。宋初置左、右街使。太宗朝后，置判左、右金吾街司事官，或置勾当官（南宋称干办官）、知左右街司事等。人吏有孔目官、表奏官、兵士。北宋太宗朝，左、右街司各置兵士千人，分四营五都部辖。后减置八百人。南宋绍兴二年，左右金吾街仗司通共以二百人为额。淳熙十四年，将左、右金吾街、仗司，改分作左金吾街仗司、右金吾街仗司两司，一变以前以左右金吾街司、左右金吾引仗司为两司的分法。绍熙二年，立定左街仗司以一百三十一人为额，右街仗司以一百二十一人为额（《宋会要•职官》22之13、14、15）。,,,掌击街鼓（包括五更报点）、警场、清道、巡逻京师街道、传呼备盗、纠察违制犯法行为，请纳鼓契等事，并差街司人从赴宰执、侍从官等处役使（《宋会要•职官》22之13、《咸淳临安志》卷14）。,,①街司。《平园续稿》卷42《夜梦奏事》：“五更鼓角惊残梦，仿佛街司报点声。”自注：“每五更例是街司报点。“《长编》卷71辛丑：“诏金吾街司从人，自今无得假借。“②金吾司、金吾。《长编》卷173丙午：“诏开封府、皇城司、金吾司毋得以匿名文书上闻。”《长编》卷6庚午：“诏左右衔（街）使，京师肆事有非常者，即以闻。”《宋朝类苑》卷33《街鼓》：“二纪以来，不闻街鼓之声，金吾职废矣。”③左右街司、左右街。《宋会要•仪制》4之12《导从》：“御史台、左右街司觉察有不依条贯出节者，收领从人送开封府。”《宋会要•职官》22之13：“街司巡警先用禁军，非旧制。特命左右街各置千人。“《宋史•职官志》4《卫尉寺》：“左右金吾街司、左右金吾仗司。”,宋代官制辞典第336页,唐玄宗朝设左、右街使（《续事始》）。宋太祖乾德三年十一月八日，见置左、右街使。其时未冠以“金吾”之名。宋太宗淳化间，始见有“判左金吾”、“权判左右金吾街仗事”之称。大中祥符二年六月见有“金吾街司”之官署称。南宗沿置（《长编》卷6庚午、卷34壬申、卷36丁酉、卷71辛丑）。,,,,
,左金吾街司,,,,,,,,,,,,,,左街司。《宋会要•职官》22之14：“左、右街司各五百五十人，…即日左街司有七十三人。”,宋代官制辞典第336页,,,,,
,右金吾街司,,,,,,,,,,,,,,右街司。《宋会要•职官》22之14：“左、右街司各五百五十人，……即日左街司有七十三人，右街司有四十八人。”,宋代官制辞典第336页,,,,,
,左、右街使,,,,,,,,,,,,总掌本街司巡逻京师街道、肆市，纠治不法、传呼备盗及街鼓报昏晓事等。,,街使。《宋史•兵志》1：”（乾德三年）继勋纵之，（骁雄、雄武卒）白日掠人妻女，街使不能禁。帝闻大怒，捕斩者百人。”《长编》卷6乾德三年十一月庚午：“斩雄、武卒百余人。⋯⋯因诏左、右衔（街）使：京师街衐、肆，事有非常者，即以闻。”,宋代官制辞典第336页,唐玄宗朝始设左、右街使（《续事始》）。五代十国沿置（《旧五代史•职官志》、《十国•百官表》）。宋初沿置，太宗淳化后多改判、知或管勾左、右街司事等差遣（《宋史•兵志》1，《长编》卷34壬申、卷36丁酉，《宋会要•职官》22之14）。,,,,
,知右街司事,,,,,,,,,,,,,,,宋代官制辞典第336页，宋代官制辞典第337页,,,,,
,判左、右金吾街司事,,,,,,,,,,,,,,判街司官。《宋会要•职官》22之13：“判街、仗司官。各一人。”,宋代官制辞典第337页,,,,,
,左、右金吾引驾仗司,,,,,,,,,金吾引驾仗司又分左、右金吾引驾仗二司，所隶兵士，北宋初各五十三人，总为一百二十六人。元丰改制后，曾增为八百人。南宋绍兴三年立定一百五十人。孝宗淳熙十四年，街司、仗司混合编制，即立定左街仗司一百三十人，右街仗司一百二十一人。其属官、人吏，有左、右引驾仗，孔目官、勾押官、引驾官，都押衙、勾画都知、节级、四色、䂍矟官、知箭门仗官、探头等（《宋会要•职官》22之13、15）。,,,掌殿内宿卫及车驾巡幸勘箭、唱和、喝探等事（《宋会要•职官》22之13、《咸淳临安志》卷14）。,,①左、右金吾仗司。《宋史•兵志》3：“左、右金吾仗司，左、右街司，六军仪仗司，军器什物库，隶卫尉寺。”《宋会要•职官》22之13：“金吾街仗司，有左、右金吾引驾仗〔司〕，……又有左、右街司。”②左、右仗司。《宋会要•职官》22之14：“左、右街司各五百五十人，左、右仗司二百五十人。”③左、右金吾引驾仗，左、右金吾仗，金吾仗，左、右仗。《玉壶清话》卷13《仪注》：“凡勘箭，皆左、右金吾仗司主之。……左右金吾仗行勘：勘箭官称合不合，知箭门仗官皆称合。”《宋会要•职官》22之13：“金吾街仗司有左、右金吾引驾仗⋯⋯；又有左、右街司。”,宋代官制辞典第337页,汉有执金吾，意谓执金（进攻性兵器）革（防御性武器）以防御非常。隋为左右武候之职。唐改为左右金吾卫。北宋沿置左、右金吾卫之大将军等名目，但为环卫官，无职事，也不置司，别置左、右金吾引驾仗司。南宋沿置（《汉书•百官表》、《隋书•百官志》、《旧唐书•职官志》3、《宋史•职官志》6《环卫官》、《宋会要•职官》22之13）。,,,,
,左金吾引驾仗司,,,,,,,,,,,,,,①仗司。《宋会要•职官》22之14：“兵部录取到左右金吾街仗司状：‘逐司人兵原额：⋯⋯左街司有七十三人，仗司有三十人。’”②左仗、左金吾仗。《宋朝事实》卷13《仪注》：“凡勘箭，皆左右金吾使司主之。……凡宣德门出，左仗主之。《宋史•仪卫志》2《行幸仪卫》：“又左金吾引驾仗供牙门旗十四口。”,宋代官制辞典第337页,,,,,
,右金吾引驾仗司,,,,,,,,,,,,,,①仗司。《宋会要•职官》22之14：“兵部录取到左、右金吾街仗司状：‘逐司人兵原额：右街司有四十八人，仗司有二十九人。’”②右仗、右金吾仗。《宋朝事实》卷13《仪注》：“凡勘箭，皆左、右金吾仗主司主之。……凡宣德门出，左仗主之，景灵宫入；右仗主之，太庙入。”《宋史•仪卫志》2《行幸仪卫》：“又右金吾引驾仗供牙门旗十四口。”,宋代官制辞典第337页,,,,,
,判左、右金吾引驾仗司事,,,,,,,,,,,,,,判仗司官。《宋会要•职官》22之13：“判街、仗司官各一人。”,宋代官制辞典第337页,,,,,
,左金吾街仗司,,,,,,,,,,,,,,①左街仗司。《宋会要•职官》22之15：“左街仗司以一百三十一人。”②左司。同前书卷：“左司以一百三十一人为额。”,宋代官制辞典第337页,,,,,
,右金吾街仗司,,,,,,,,,,,,,,①右金吾街仗。《宋会要•职官》22之13：“右金吾街仗言。”②右街仗司、右司。《宋会要•职官》22之14：“（绍熙三年）兵部言：‘左、右金吾街仗司申：准淳熙十四年十月四日指挥，裁减左街仗司以一百三十一人、右街仗司以一百二十一人为额。……见管人兵立为定额：左司以一百三十一人为额，右司以一百二十一人为额。’”,宋代官制辞典第337页,,,,,
,左、右金吾街仗司,,,,,,,,,,,,,,,宋代官制辞典第337页，宋代官制辞典第338页,,,,,
,判左、右金吾街仗司,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,左、右金吾都监兼勾当街仗司事,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,勾当左右金吾街仗、六军仪仗司事,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,干办左、右金吾街仗司事,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,孔目官,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,勾押官,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,引驾官,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,都押衙,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,勾画都知,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,四色官,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,䂍矟官,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,知箭门仗官,,,,,,,,,,,,,,,宋代官制辞典第338页,,,,,
,探头,,,,,,,,,,,,,,,宋代官制辞典第338页，宋代官制辞典第339页,,,,,
,喝探,,,,,,,,,,,,,,,宋代官制辞典第340页,,,,,
,六军仪仗司,,,,,,,,,宋初设判司官，以判左右金吾街仗司官兼。六军之名为左、右羽林军，左、右神武军，左、右龙武军，各置统军、大将军、将军，无上将军之设。其属下人员有都头、排仗官、通直官、大将军仪仗押当官、催驱官、警场、喝探、节级、探头等。真宗咸平间曾置羽林军上将军，系有司之误，治平三年后不复除（《宋会要•职官》33之6、《分纪》卷35、《长编》卷36丁酉）。,,,掌郊祀、朝会排办六军仪仗，无领兵职事（《宋会要•职官》33之6《六军诸卫》）。,,,宋代官制辞典第339页,六军仪仗，源于唐六军（左右羽林军、左右龙武军、左右神武军）。唐贞元敕有“六军先有敕，各置统军一人”（《旧唐书•职官志》3）。六军仪仗司之名，始于北宋（《宋史•兵志》3、《宋史•职官志》8《建隆以后合班之制》）。,,,,
,左、右羽林军,,,,,,,,,,,,,,,宋代官制辞典第339页,,,,,
,左、右羽林军统军,,,,,,,,,,,,,,①统军。《长编》卷53，咸平五年十一月庚戌：“楚王元佐为右羽林卫（军）上将军。议者云：‘唐德宗朝六军置统军，秩从二品，左右羽林、龙武、神武是也。十六卫置上将军，与统军同，左右卫、骁卫、武卫、威卫、领军、金吾、监门、千牛卫是也。今楚王当为统军，而以上将军命之，……有司失于讨阅也。’”②左、右羽林。《宋史•职官志》8《建隆以后合班之制》：“六统军左、右龙武，左、右羽林，左、右神武。”《宋会要•舆服》2之11：“左、右羽林军统军二员。”,宋代官制辞典第339页,,,,,
,右羽林军上将军,,,,,,,,,,,,,,,宋代官制辞典第339页,,,,,
,左、右龙武军,,,,,,,,,,,,,,,宋代官制辞典第339页,,,,,
,左、右龙武统军,,,,,,,,,,,,,,①左、右龙武。《宋史•职官志》8《建隆以后合班之制》：“六统军左、右龙武，左、右羽林，左、右神武。”《宋会要•舆服》2之11：“左、右龙武军统军二员。”②统军。《长编》卷182丙辰：“统军、上将军、枢密都承旨。”同前书卷53庚戌：“六军置统军……。十六卫置上将军。”,宋代官制辞典第339页,,,,,
,左、右神武军,,,,,,,,,,,,,,,宋代官制辞典第339页,,,,,
,左、右神武军统军,,,,,,,,,,,,,,①左、右神武。《宋史•职官志》8《建隆以后合班之制》：“六统军左、右龙武，左、右羽林，左、右神武。”《宋会要•舆服》2之10：“六军仪仗：左、右神武军统军二员，分左、右；次都头二人。”②统军。《长编》卷84己丑：“上将军、统军、太常、宗正卿、御史中丞……内侍〔客〕省使子授右侍禁。“同前书卷53庚戌：“六军置统军……。十六卫置上将军。”,宋代官制辞典第339页，宋代官制辞典第340页,,,,,
,警场,,,,,,,,,,,,,,,宋代官制辞典第340页,,,,,
,六军,,,,,,,,,,,,,,,宋代官制辞典第340页,,,,,
,六统军,,,,,,,,,,,,,,,宋代官制辞典第340页,,,,,
