类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,内中高品班院,,,,,,,,,,,,,,,宋代官制辞典第52页，宋代官制辞典第53页,,,,,
,内中高品都知,,,,,,,,,,,,,,都知。《宋会要•职官》36之3：“雍熙三年，以内中高品都知王仁睿为洛苑副使，仍旧都知。”,宋代官制辞典第53页,,,,,
,里面内班小底都知,,,,,,,,,,,,,,入内小底都知。《宋史•王仁睿传》：“（太宗）即位，宣传指挥颇称旨。历入内小底都知、洛苑副使。⋯⋯国朝以来，内侍都知、押班不领他职。”《宋史•王继恩传》：“（开宝）九年春，改里面小底都知，赐金紫。”《宋会要•职官》36之3：“雍熙三年，以内中高品都知王仁睿为洛苑副使。”,宋代官制辞典第53页,,,,,
,内中高品押班,,,,,,,,,,,,,,①入内高品押班。《宋史•李神福传》：“太平兴国六年，擢入内高品押班。”按：太祖朝称“内中”，太宗朝多称“入内”，当为同一官名的不同称呼。②入内押班。《宋史•秦翰传》：“淳化四年，补入内押班。”,宋代官制辞典第53页,,,,,
,中黄门,,,,,,,,,,,,,,,宋代官制辞典第53页,,,,,
,入内内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内高班,,,,,,,,,,,,,,,宋代官制辞典第53页,,,,,
,内中高品,,,,,,,,,,,,,,,宋代官制辞典第53页,,,,,
,入内高品,,,,,,,,,,,,,,,宋代官制辞典第53页,,,,,
,入内殿头高班,,,,,,,,,,,,,,,宋代官制辞典第53页,,,,,
,入内殿头高品,,,,,,,,,,,,,,入内殿头。《宋史•张继能传》：“端拱初，迁入内殿头。“《宋史•秦翰传》：“迁入内殿头高品，镇定、高阳关三路排阵都监。”,宋代官制辞典第53页,,,,,
,入内殿头小底,,,,,,,,,,,,,,小底。《分纪》卷26：“太平兴国四年置入内殿头高班、高品、小底三等……（大中祥符二年）黑小底之门。”,宋代官制辞典第53页,,,,,
,内中黄门小底,,,,,,,,,,,,,,①小底。《丁晋公谈录》：“皇城使刘承规，在太祖朝为黄门小底，宫内呼为刘七。每令与小底数真珠，内夫人潜觇之，未尝窃一颗，余皆窃置衣带内。”②内中小底。《宋会要•职官》22之7《仪鸾司》：“内中小底数移换食品。”,宋代官制辞典第53页,,,,,
,入内西头供奉官,,,,,,,,,,,,,,,宋代官制辞典第53页,,,,,
,入内供奉官,,,,,,,,,,,,,,,宋代官制辞典第53页，宋代官制辞典第54页,,,,,
,入内高班内品,,,,,,,,,,,,,,,宋代官制辞典第54页,,,,,
,入内内侍省都都知,,,,,,,从五品，“内臣极品”，以延福宫使、景福殿使等诸司使充（《合璧后集》卷53）。,,一员（同上书卷）。,,,总领入内内侍省（《合璧后集》卷53《入内内侍省都知》）。,,①入内都都知、都都知。《长编》卷169癸亥：“景福殿使、武信留后、入内都知王守忠为延福宫使、入内都都知。”原注：“《实录》但云‘都知”，《本传》云‘都都知’。按：守忠庆元六年已为都知，此必迁都都知。《实录》偶脱尔。”《宋会要•仪制》13之2：“延福宫使、武信军节度观察留后、入内内侍省内侍都都知王守忠。”②内宰相。《合璧后集》卷53《入内内侍省都知》：“（都都知）止一员，其任至重，相传自号‘内宰相’。”,宋代官制辞典第54页,宋以前无。北宋景德三年二月始置（《分纪》卷26），元丰改制仍设，但不常除人。南宋时已不入杂压、不入《官品令》（《宋史•职官志》8《官品令》）。,,,,
,入内内侍省都知司,,,,,,,,,,,,,,①都知司。《宋会要•职官》36之5：“诏曰：‘入内内侍省都知李神祐等……并可守本官。……（先是）帝令都知司第其劳绩，亲阅之，以劳叙迁。”②入内都知司。《宋会要•职官》36之8：“赴入内都知司上籍。”,宋代官制辞典第54页,,,,,
,入内内侍省都知,,,,,,,①元丰改制时定为正六品（《宋会要•职官》36之3）。②元祐时从五品（《分纪》卷26）。③南宋时复为正六品（《宋史•职官志》8《官品令》）。位次都都知、高于副都知。视为内臣极品，首冠禁庭（《宋会要•职官》36之5）。,,熙宁中立定四员为额（《合璧后集》卷53）。,,,都都知不常除。入内省多以都知总辖省务，专职禁中供奉事，与副都知以下至内侍黄门轮番入直。此外，凡祭祀、朝会、皇帝外出、宴会时宦官分侍左右，或出使四方宣达上旨，或奉使督察中外军事、民事，都得管领；此外，与副都知及武臣二员主判皇城司事（《合璧后集》卷53、《通考•职官考》16《走马承受》、《宋史•关礼传》）。,,①入内都知。《宋史•任守忠传》：“加内侍副都知，累迁宣政使、洋州观察使，为入内都知。”（《合璧后集》卷53《入内内侍省都知》）②入内内侍都知。《宋史•韩守英传》：“进入内内侍都知。“《宋史•张去为传》：“累迁至入内内侍省都知。”③后殿都知。《宋会要•职官》36之8：“前、后殿都知，……亲戚不得差勾当御药院。”《长编》卷117癸丑：“入内都知……见任者，……亲戚毋得勾当御药院。“④都知。《宋会要•职官》36之5：“入内内侍省都知李神祐等，首冠禁庭……。其都知李神祐、石知颙。”⑤参内宰。都都知号称“内宰相”，都知为都都知佐贰，故有此称。《掖垣类稿》卷1《入内内侍省都知李绰，用随龙恩转景福殿使、遥郡承宣使》：“具官某……擢参内宰。”⑥侍省都知。《辣水记闻》卷6：“（蓝）元震先人为侍省都知。”《宋史•蓝继宗传附元震》：“为内侍省有班都知，迁人内都知。……养子元用、元震。”,宋代官制辞典第54页,由宋初内中高品都知演变而来。景德三年二月，改内侍省入内内班院都知为入内内侍省都知。崇宁二年（1103）五月八日改为知入内内侍省事，靖康元年复旧称（《宋会要•职官》36之21、25）。,,,,
,知入内内侍省事,,,,,,,,,,,,,,知入内内侍省。《宋史•杨戬传》：“自崇宁后，日有宠，知入内内侍省。”《宋史•冯世宁传》：“崇宁新官名，世宁首知入内内侍省事。“参“入内内侍省都知”条。,宋代官制辞典第54页,,,,,
,入内内侍省副都知,,,,,,,正六品（《分纪》卷26）。位次于都知、高于押班，由诸司正使或副使充。,,一员（《合璧后集》卷53）。,,,人内内侍省副贰。所辅掌职事与都知同。此外，与都都知（或都知）及武臣二员同主判皇城司数千名亲从官事，使殿前司不得干预皇城司事（《合璧后集》卷53）。,,①入内副都知。《长编》卷180戊辰：“入内副都知石全彬。”《宋史•张继能传》：“擢继能入内内侍省副都知。”②副都知。《宋史•韩守英传》：“以西头供奉官擢入内内侍押班，迁副都知。……进入内内侍都知。”③副知。《合璧后集》卷53《入内内侍省副都知•事类》：“五年除副知：（熙宁六年七月）诏自今两省押班五年无违缺除副都知。”,宋代官制辞典第54页，宋代官制辞典第55页,北宋景德三年（1006）始置。崇宁二年五月八日改称同知入内内侍省事。靖康元年复（《宋会要•职官》36之21、25）。,,,,
,同知入内内侍省事,,,,,,,,,,,,,,,宋代官制辞典第55页,,,,,
,入内内侍省押班,,,,,,,正六品（《宋会要•职官》36之13）。都知、押班上殿奏事，皇帝待之以礼，宣官引以荣。绍圣以后有所疏远。内殿崇班以上、年满五十岁以上待除授（《合璧后集》卷53）。,,二员（同上书卷）。,,,入内内侍省长官之一，都知的辅佐，签署省事。皇帝殿阁百官进见，常侍于左右（《合璧后集》卷53《入内内侍省押班》）。,,①入内押班。《龙川略志》卷9《议除张茂则换内侍旧人》：“以刘惟简随龙权入内押班。“《宋史•李宪传》：“为入内内侍省押班、干当皇城司。”②入内侍省押班。《宋会要•礼》58之102：“入内侍省押班、赠保信军节度使康请。”③后殿押班。《宋会要•职官》36之8：“（景祐二年）诏今后前、后殿都知、押班不勾当皇城司。”参“入内内侍省•后殿”条。,宋代官制辞典第55页,由宋初内中高品押班演变而来。景德三年二月，改内侍省入内内侍班院押班为入内内侍省押班。崇宁二年五月八日，改为签书入内内侍省事。靖康元年复旧称（《宋会要•职官》36之21、25）。,,,,
,签书入内内侍省事,,,,,,,,,,,,,,,宋代官制辞典第55页,,,,,
,内常侍,,,,,,,宋初因唐制，为正五品下（《唐六典》卷12），南宋时正八品（《宋史•职官志》8《官品令》）。,,,,,①为内侍省内侍班官以上加官。加官一般至内常侍止。如“今后前、后省内臣转至承制、崇班、内常待，许进一子”（《宋会要•职官》36之16）。此“内常侍”则为宦官加官，无职事。②亦“有特为内常侍”，即用作职事官安置（《宋会要•职官》36之1、《宋史•宣者传》1《张继能传》）。,,内常侍。全称应冠以“内侍省”省号。《长编》卷71庚寅：“守逊等初并改内常侍。”《宋会要•职官》36之5：“内供奉官范守逊⋯⋯可内侍省内常侍。”,宋代官制辞典第61页,秦始置中常侍（《后汉书•宦者列传》）。隋始改为内常侍（《隋书•百官志》下）。北宋沿置（《长编》卷26《内侍省》）。南宋绍兴三十年九月，罢内侍省，存其名，隶入内省（《庆元条法》卷4《官品令》）。,,,,
,入内内侍省内侍班,,,,,,,从八品（内东、西头供奉官）、正九品（内侍殿头、内侍高品）、从九品（内侍高班、内侍黄门）（《宋会要•职官》36之13）。入内省内侍班高于内侍省内侍班，次于领省官押班以上，又高于本省祗候班。,,无定员（同上书卷）。,,,自供奉官至黄门，轮流入值禁中供奉；或按资历，依条法，选赴中外百司需内侍治事之处，以供给使；或衔命出使传宣中旨，督察军机或民政事务；边奏及机速文字受而通进；宗室的婚嫁、京朝官丧葬赙赠，按品式给赐等等（《宋会要•职官》36之13）。,,内侍班。《长编》卷52，咸平五年五月己巳：“诏常时诸蕃进奉使至，……令具名送内侍班。”《宋史•职官志》9《入内内侍省内臣叙迁之制》：“内侍班内西头供奉官、内东头供奉官、内侍殿头、高品、高班、黄门。”,宋代官制辞典第55页，宋代官制辞典第56页,内侍之名始于隋（《隋书•百官志》下）。宋初，内侍为加官，不常置，位于内常侍之上（《宋会要•职官》36之1）。北宋咸平间已置内侍班（《长编》卷52）。大中祥符二年（1009）二月，改定入内内侍省内侍官为六等：内东头供奉官，内西头供奉官，内侍殿头，内侍高品，内侍高班，内侍黄门。总名为内侍班（《宋史•职官志》9《入内内侍省内臣叙迁之制》）。,,,,
,入内内侍省内东头供奉官,,,,,,,从八品（《宋会要•职官》36之13）。仅次于领省官押班，高于内西头供奉官、内侍殿头、内侍高品、内侍高班、内侍黄门，以及小黄门（《分纪》卷26《元丰八年诸两省内臣诸级》）。,,无定员（《宋会要•职官》36之13）。,,,与黄门以上内待官轮值服侍禁中，料理帝后日常起居生活；任使传宣中旨、受差遣监督众务于外；以及中外百司需用宦官办事处，按内供奉官以下资历选用，边疆奏报或机速文字受而通进于内等等（《宋会要•职官》36之13）。并参“入内内侍省•职掌”。,,①东头供奉官、内东头供奉官、入内内东头供奉官。《宋史•苏利涉传》：“（英宗）及即位，迁东头供奉官。”《分纪》卷26《入内内侍省都都知》：“（嘉祐八年四月），苏利涉为入内内东头供奉官。”《长编》卷456癸西：“入内内侍省内东头供奉官、管当御药院、寄供备库使陈衍。”②供奉官。入内内侍省东、西头供奉官通称。《宋史•双守恩传》：“（大中祥符七年）累迁入内高品、供奉官。”③入内东头供奉官。《宋史•蓝珪传》：“初皆为康王府都监、入内东头供奉官。《宋会要•职官》36之5：“（大中祥符二年）二月诏入内内待省供奉官改为入内内侍省内东、西头供奉官。”④内臣东头供奉官。即入内内侍省内东头供奉官或内侍省内东头供奉官，与武臣东头供奉官有别。《宋会要•职官》36之9：“内臣东头供奉官。“《宋史•职官志》9《武选》：“东头供奉官。”,宋代官制辞典第56页,内供奉官，五代已置（《十国春秋•百官表》）。宋初内中高品班院已置有入内供奉官。大中祥符二年二月三日改为内东头供奉官、内西头供奉宫（《长编》卷71）。南宋沿置。,,,,
,入内内侍省内西头供奉官,,,,,,,与“入内内侍省内东头供奉官”同。位次于入内东头供奉官。,,与“入内内侍省内东头供奉官”同。位次于入内东头供奉官。,,,与“入内内侍省内东头供奉官”同。位次于入内东头供奉官。,,①西头供奉官。《宋史•张茂则传》：“五迁至西头供奉官。”《长编》卷176至和元年八月癸巳：“入内供奉官、勾当御药院张茂则。”②入内西头供奉官。《分纪》卷26嘉祐八年五月：“以勾当皇子位、入内西头供奉官苏利涉为入内东头供奉官。”《宋会要•职官》36之5：“（大中祥符二年）二月，诏入内内侍省供奉官改为入内内侍省内东，西头供奉官。”③供奉官。《宋史•李宪传》：“补入内黄门，稍迁供奉官。”《长编》卷220辛未：“宪初以入内西头供奉官擢太原走马承受。”,宋代官制辞典第56页,内供奉官五代已置（《十国春秋•百官表》）。北宋雍熙二年（985）.见置入内西头供奉官，其时隶入内高品班院（《宋史•卫绍钦传》）。大中祥符二年二月三日，西头供奉官冠以“入内内侍省”号（《宋会要•职官》56之5）。,,,,
,入内内侍省内侍殿头,,,,,,,正九品。位次于内西头供奉官，高于入内内侍高品（《宋史•职官志》8《官品令》）。,,无常员。,,,与黄门以上内侍官轮值服侍禁中，料理帝后日常起居生活；任使传宣中旨、监督众务外；以及中外百司需用宦官办事处，按内供奉官以下资历选用，边疆秦报或机速文字受而通进于上等等（《宋会要•职官》36之13）。并参“入内内侍省•职掌”,,①人内殿头。《宋史•雷允荣传》：“初为黄门，颇慧黠，稍迁入内殿头。”②殿头。《宋史•高居简传》：“以父任为入内黄门。……超转殿头，领后苑事。”《长编》卷71，大中祥符二年二月己丑：“改入内内侍省……殿头高品为内侍殿头。”,宋代官制辞典第56页,大中祥符二年二月三日，改入内内侍省殿头高品为入内内侍省内侍殿头。元丰改制以后沿置（《长编》卷71己丑）。,,,,
,入内内侍省内侍高品,,,,,,,正九品（《庆元条法事类》卷4《官品令》）。位次于入内内侍殿头、高于入内内侍高班。,,无常员（《宋会要•职官》36之13）。,,,与黄门以上内侍官轮值服侍禁中，料理帝后日常起居生活；任使传宣中旨、监督众务于外；以及中外百司需用宦官办事处，按内供奉官以下资历选用，边疆奏报或机速文字受而通进于上等等（《宋会要•职官》36之13）。并参“入内内侍省•职掌”。,,①入内高品。《宋史•张惟吉传》：“养子若水，字益之，以惟吉奏补小黄门，给事章惠太后殿，转入内高品。”②高品。《宋史•蓝继宗传》：“元震以兄荫补入内黄门，转高班，给事明肃太后。……以功迁高品。”按：凡带有“入内”字样，皆为入内内侍省属官。《长编》卷71，大中祥符二年二月己丑：“改入内内侍省……高品为内侍高品。”,宋代官制辞典第56页，宋代官制辞典第57页,大中祥符二年二月三日，改入内内侍省高品为入内内侍省内侍高品。元丰改制以后沿置（《宋会要•职官》36之5、13）。,,,,
,入内内侍省内侍高班,,,,,,,从九品。位于入内内侍高品之下、入内内侍黄门之上（《庆元条法》卷4《官品令》）。,,无定员（《宋会要•职官》36之13）。,,,与黄门以上内侍轮值服侍禁中，料理帝后生活起居；任使传宣中旨、监督众务于外；以及中外百司需用宦官办事处，按入内东、西头供奉官以下资历选用，边疆或机速文字受而通进于上，等等（《宋会要•职官》36之13）。并参“入内内侍省•职掌”。,,①入内高班。《宋史•梁从吉传》：“补入内高班。王则反（按：时在1047年）奉命宣慰。”②高班。《宋史•蓝继宗传》：“元震以兄荫补入内黄门，转高班，给事明肃太后（1022年尊为太皇太后）。”《长编》卷71，大中祥符二年二月己丑：“改入内内侍省……高班内品内侍高班。”,宋代官制辞典第57页,大中祥符二年（1009）二月三日，由入内内侍省殿头高品、殿头高班改为入内内侍省内侍高班，元丰改制后沿置（《宋会要•职官》36之5、13）。,,,,
,入内内侍省内侍黄门,,,,,,,从九品。位于入内内侍省内侍班六等中最低等。其上为内侍高班，其下为不入等的小黄门（《庆元条法》卷4《官品令》、《宋会要•职官》36之5）。,,无定员（《宋会要•职官》36之13）。,,,与入内东、西头供奉官以下内侍轮值服侍禁中，料理帝后日常起居生活；任使传宣中旨、监督众务于外；以及中外百司需用富官办事之处，按内供奉官以下资历选用，边疆或机速文字受而通进于上，等等（《宋会要•职官》36之13）。并参“入内内侍省•职掌”）。,,①入内黄门。《宋史•蓝继宗传》：“元震以兄荫补入内黄门。”《长编》卷71，大中祥符二年二月己丑：“改入内内侍省……黄门为内侍黄门，凡六等，并冠本省之号。”②内侍黄门。大中祥符八年五月十二日废内侍省内侍黄门，此后“内侍黄门”均为“入内内侍省内侍黄门”简称。《宋史•石得一传》：“为内侍黄门，累官内殿承制。神宗时，带御器械、管干龙图天章宝文阁、皇城司，四迁入内副都知。”《长编》卷84，大中祥符八年五月壬辰：“废内侍省黄门。”③黄门。《宋史•雷允恭传》：“初为黄门，颇黠慧，稍迁入内殿头。”,宋代官制辞典第57页,北宋大中祥符二年（1009）二月三日，改入内内侍省黄门为入内内侍省内侍黄门。元丰改制后沿置（《宋会要•职官》36之5、13）。,,,,
,入内内侍省小黄门,,,,,,,,,,,,,,①入内小黄门。《宋史•石知颙传附全彬》：“以知颙奏补入内小黄门，累迁西头供奉官。”②小黄门。《宋会要•张茂则传》：“初补小黄门，五迁至西头供奉官。”《宋会要•职官》36之5：“（大中祥符二年）二月诏入内内侍省⋯⋯黄门为内侍黄门。小黄门如初补，且称小黄门，候请恩转迁方得补内侍黄门。”,宋代官制辞典第57页,,,,,
,入内内侍省供奉官,,,,,,,,,,,,,,供奉官。《宋史•童贯传》：“徽宗立，置明金局于杭，贯以供奉官主之，始与蔡京游。”《宋诏令》卷163《改武选官名诏》：“入内、内侍两省新官：供奉官。旧官：东头供奉官。”,宋代官制辞典第57页，宋代官制辞典第58页,,,,,
,入内内侍省左侍禁,,,,,,,,,,,,,,左侍禁。《宋史•职官志》9《国朝武选》：“旧官：内西头供奉官。新官：左侍禁。”《宋诏令》卷163《改武选官名诏》：“入内、内侍两省新官：左侍禁。旧官：西头供奉官。”,宋代官制辞典第58页,,,,,
,入内内侍省右侍禁,,,,,,,,,,,,,,右侍禁。《宋史•职官志》9《国朝武选》：“旧官：殿头。新官：右侍禁。”《宋诏令》卷163《改武选官名诏》：“入内、内侍两省新官：右侍禁。旧官：殿头。”,宋代官制辞典第58页,,,,,
,入内内侍省左班殿直,,,,,,,,,,,,,,左班殿直。《宋史•职官志》9《国朝武选》：“旧官：高品。新官：左班殿直。”《宋诏令》卷163《改武选官名诏》：“入内、内侍两省新官：左班殿直。旧官：高品。”,宋代官制辞典第58页,,,,,
,入内内侍省右班殿直,,,,,,,,,,,,,,右班殿直。《宋史•职官志》9《国朝武选》：“旧官：高班。新官：右班殿直。”,宋代官制辞典第58页,,,,,
,入内内侍省祗候班,,,,,,,元丰新制，定诸内品（祇候班）为从九品（《宋会要•职官》36之13）。祇候班位次于内侍班。,,无定员（《宋会要•职官》36之11、13）。,,,“掌与黄门以上同”（《宋会要•职官》36之2），即与内侍班黄门以上所掌职事同。轮宿于禁中，以供给役、使唤（《分纪》卷26《入内内侍省都都知》）。又用于安置责降官（《宋史•职官志》9）。,,①入内省祗候、祗候。《宋会要•职官》36之19：“绍圣元年，取内侍省张士和等为入内省祗候。”同前书36之27：“（乾道）七年七月十七日，诏入内内侍省今后本省祗候班使臣转至入内祗候殿头。”《宋史•职官志》9《入内内侍省内臣叙迁之制》：“祗候班：北班内品、后苑散内品、后苑勾当事内品、后苑内品、把门内品、入内内品、贴祇候内品、祗候小内品、祗候内品、祇候高班内品、祇候高品、祗候殿头。”②祗候使臣。《宋会要•职官》36之27：“（乾道七年）七月十七日，诏入内内待省，今后本省祇候班使臣转至人内祗候殿头⋯⋯。”③内品。因祗候班宦官，除祗候高品、祗候殿头外，无不有“内品”之名，如祗候内品、祗候高班内品、入内内品等等，故以“内品”作为祗候班典型称。《宋会要•职官》36之13：“《神宗正史职官志》：入内内侍省都知从五品……黄门、内品并从九品。无定员。“《宋会要•职官》36之10：“入内内侍省、内侍省供奉官以下至内品。”36之16：“诏入内内侍省供奉官以下至黄门并本省所管诸内品。”《事物纪原》卷5《内品》：“祥符二年，改定有祇候高班内品、祇候内品、小内品、云韶部内品、散内品等。神宗正官，止存内品（按：神宗新制入内内侍省祗候班内品有九等，此“内品”系总称，不是“止存”一内品）。”并参《分纪》卷26《入内内侍省》。,宋代官制辞典第58页,①北宋大中祥符二年（1009）改定祇候高班内品等祗候官九等，是为置祗候班之始（《事物纪原》卷5《内品》）。②熙宁时已增为十一等（《宋会要•礼》44之9）。③元丰新制减为九等（《分纪》卷26《入内内侍省都都知》）。④政和二年改内侍官名，祗候班仅存五等（《宋诏令》卷163《改武选官名》）。⑤靖康元年依《元丰法》复旧名（《宋会要•职官》36之23）。南宋沿置。,,,,
,入内祇候殿头,,,,,,,,,,,,,,,宋代官制辞典第58页,,,,,
,入内祇候侍禁,,,,,,,,,,,,,,,宋代官制辞典第58页,,,,,
,入内祇候高品,,,,,,,,,,,,,,高品。《宋会要•职官》36之9：“诏自今内品犯罪并勘罪，检刑名杖数闻奏，降所属处断遣。时高品陈崇祐抵罪赎金，今未得与差遣，因有是诏。”参“入内内侍省祗候班”条。,宋代官制辞典第58页，宋代官制辞典第59页,,,,,
,入内祗候殿直,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内祗候高班内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内祇候黄门内品,,,,,,,,,,,,,,黄门内品。全称冠以省号，即为入内内侍省祗候黄门内品。《宋会要•职官》36之22：“宣和元年五月二十三日，刑部奏：‘入内祇候黄门内品赵颁状，伏为旧系黄门，蒙刑部却叙充黄门内品名目，即不复元官。……乞改叙黄门。”,宋代官制辞典第59页,,,,,
,入内祗候内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内祗候小内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内贴祗候内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内把门内品,,,,,,,,,,,,,,掌门内品。《事物纪原》卷5《内品》：“入内内品、掌门内品。“《宋会要•礼》44之9：“（入内内侍省）入内内品、把门内品。”入内后苑内品宦官名。隶入内内侍省祇候班。大中祥符二年定置。从九品。位次于入内把门内品、高于入内后苑散内品，位视武阶下班殿侍（《分纪》卷26《元丰八年诸两省内臣诸级》）。参“入内内侍省祗候班”条。,宋代官制辞典第59页,,,,,
,入内后苑散内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内北班内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
,入内后苑勾当事内品,,,,,,,,,,,,,,,宋代官制辞典第59页,,,,,
