类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,同签署枢密院事,,,,,,,,,,,,,,,宋代官制辞典第114页，宋代官制辞典第115页,,,,,
,签书枢密院事,,,,,,,,,,,,,,①签书枢密院。《要录》卷161，癸未：“端明殿学士、签书枢密院余尧弼参知政事。”同上书卷158，丙辰：“御史中丞余尧弼为端明殿学士、签书枢密院事。”②签枢密院事。《长编》卷62，己亥：“签枢密院事陈尧叟为兵部侍郎。”《宋史•宰辅表》1：“陈尧叟自刑部侍郎、签书枢兵院事迁兵部侍郎。”③签书枢密、签书。《武林旧事》卷8《高宗幸张府节次略》：“签书枢密巫伋。”《要录》卷163，丙子：“端明殿学士、签书枢密院事巫伋罢。”《宋史•宰辅表》4：“绍兴二十二年四月，巫伋罢签书。”④签书院事。《宋史•王岩叟传》：“（元祐六年）拜枢密直学士、签书院事。”《十朝纲要》卷11：“哲宗朝签书枢密院事三人：赵瞻、王岩叟、刘奉世。”⑤签枢。《宋史•职官志》2《端明殿学士》：“拜签枢者多领焉。”《要录》卷161，癸未：“巫伋为端明殿学士、签书枢密院事。”⑥枢密。《云麓漫钞》卷1：“靖康初，张（叔夜）……拜枢密。”《宋史•高宗纪》1：“签书枢密院张叔夜尝援京城力战。”,宋代官制辞典第115页,,,,,
,同签书枢密院事,,,,,,,官品未详。位次签书枢密院事，居于枢密院副贰之末位。,,,,,为枢密院副贰，佐枢长治本院事（《宋史•职官志》2《枢密院》）。,,①同签书枢密院、同签书。《皇宋编年纲目备要》卷17：“治平三年夏四月，以郭逵同签书枢密院，同签书始此。”《合璧后集》卷66《同签》：“枢密院旧制无同签书枢密院事者，治平中，始以郭逵为之。”②同签书院事。《分纪》卷12《同签书院事》：“治平二年，令郭宣徽为同签书院事。”③同签枢。《玉海》卷132《咸平宣抚大使》：“同签枢郭逵陕西四路。”《宋史•职官志》7《宣抚使》：“治平末，命同签书枢密院郭逵宣抚陕西。”④枢密。《容斋三笔》卷4《枢密称呼》：“枢密使……副使、知院事、同知院事、签书、同签书⋯⋯，虽名秩有高下，然均称为‘枢密。’”,宋代官制辞典第115页,宋治平三年（1066）四月一日始置，次年九月即罢（《续资治通鉴》卷64，参《皇宋编年纲目备要》卷17）。元丰新制无此官，政和七年二月童贯曾除，三月便罢。南宋时广为除授（见《宋史•宰辅表》3、4、5）。,,,,
,领枢密院事,,,,,,,初，与签书枢密院事等，次于知枢密院事。宣和三年不设知院事后，即顶替知院事地位（《宋史•宰辅表》3）。,,,,,枢密院长官之任，握发兵之权。,,①领枢密院。《续资治通鉴》卷92，政和七年十二月庚午：“以童贯领枢密院。”《宋史•宰辅表》3：“政和七年十二月庚午，童贯领枢密院事。”②领院事、领院。《梁溪漫志》卷1《同知、签书虚位》：“政和间，童贯乃以宦寺为签书，然才三月，遽躐为领院矣。”《宋史•童贯传》：“俄开府仪同三司，……不三岁领院事。”,宋代官制辞典第115页,政和七年十二月十七日始置，靖康元年二月罢（《宋史•宰辅表》3）。,,,,
,权领枢密院事,,,,,,,与同签书枢密院事等（《宋史•职官志》2《枢密院》）。,,,,,为枢密院副贰，有参领兵权之职。,,权领枢密院。《宋史•徽宗纪》3：“（政和七年）三月乙未，以童贯权领枢密院。”《宋史•宰辅表》3：政和七年二月：“（童贯）带同签书枢密院事。三月乙未，改权领枢密院事。”,宋代官制辞典第115页,政和七年三月七日始有此称，由同签书枢密院事改名。宣和三年五月后不复置（《宋史•宰辅表》3）。,,,,
,权同发遣枢密院事,,,,,,,,,,,,,,,宋代官制辞典第115页,,,,,
,枢密院承旨司,,,,,,,,,承旨司官额，有枢密都承旨、副都承旨、枢密院承旨、枢密院副承旨，常置一、二员，不备置。吏人有：逐房（兵、吏、户、礼房）副承旨五人，除兵房两人外，余房各一人。主事八人，令史二十五人，书令史三十四人。给使有：左、右押衙，左、右副知客各一人，承引官六人（内含行首、副行首各一人），军将十人，大程官一百人（内又有都头、十将、副将）。东、西二厨食手二十八人（同上书）。,,,掌理枢密院诸房公事（《宋会要•职官》6之1）。,,承旨司。《宋会要•职官》6之18：“进星承旨司中拍试兵将官礼数。“同上书6之1：“枢密院承旨司，有枢密都承旨、副都承旨⋯⋯。”,宋代官制辞典第115页，宋代官制辞典第116页,初称枢密院承旨院。熙宁二年八月十二日始见铸“枢密承旨司记”（《宋会要•职官》6之1、5）。,,,,
,枢密院承旨,,,,,,,①据《元祐令》为从五品（《分纪》卷12）。②南宋时降为正六品（《宋史•职官志》8《官品》）。,,,,,为承旨司（院）长官，通署本院诸房公事（《宋会要•职官》2之6）。,,枢密承旨。《宋史•李处耘传》：“太祖嘉之，授客省使兼枢密承旨、右卫将军。”《长编》卷19，太平兴国三年三月戊申：“陈从信为左卫将军，充枢密院承旨。”,宋代官制辞典第116页,五代已有（《职源撮要》）。宋初沿置，至太平兴国七年四月，枢密院承旨加“都”字（《长编》卷23）。,,,,
,枢密院都承旨,,,,,,,从五品（《分纪》卷12、《庆元条法》卷4）。,,一员，除徽宗朝专用武臣为外，多用文臣充任（同上书卷）。,,,枢密院属官之首。掌承接、传宣机要密命，通领枢密院事务。皇帝御便殿、及外国使者入见，在旁侍立。检阅、考试禁卫兵校技艺，负责向皇上汇报、取旨。考核本院主事以下吏人及其升、免之事（《合璧后集》卷17《都副承旨》）。,,①枢密都承旨、都承旨。《石林燕语》卷9：“枢密都承旨与副承旨，祖宗皆用士人。⋯⋯熙宁初，始用李评为都承旨。《宋会要•职官》6之5：“（熙宁二年）枢密院都承旨李评。”②都承。《咸淳临安志》卷49《秩官》5：“（赵）与峕除都承，免兼。”《合璧后集》卷17《都副承旨》：“元丰三年，用张诚一为客省使、都承旨，自是都承复用武臣。”,宋代官制辞典第116页,太平兴国七年（982）四月三日始以枢密承旨加“都”字（《长编》卷23）。,,,,
,权枢密院都承旨,,,,,,,,,,,,,,,宋代官制辞典第116页,,,,,
,枢密院副都承旨,,,,,,,正六品。,,都承旨、副都承旨或并置，或止置一员（《宋会要•职官》6之11）。,,,佐都承旨理院务事，如都承旨缺，则代掌本院事。,,①枢密副都承旨、副都承旨。《要录》卷136，庚午：“枢密院副都承旨、沿淮制置使刘锜。”《却扫编》卷下：“李绶充副都承旨。”《宋会要•职官》6之12：“荣州刺史、知阁门事兼枢密院副都承旨张说。”②枢密院副承旨。《分纪》卷12《编修条例》：“（熙宁三年）以枢密院副承旨李绶管勾。”《宋会要•职官》6之4：“（熙宁二年）李绶充枢密副都承旨。”,宋代官制辞典第116页,真宗咸平元年（998）十月始设（《宋会要•职官）6之2）。,,,,
,枢密院副承旨,,,,,,,,,,,,,,密院副承旨。《长编》卷82，四月：“至如密院副承旨，出为诸司副使。”,宋代官制辞典第116页,,,,,
,枢密院诸房副承旨,,,,,,,,,,,,,,,宋代官制辞典第116页,,,,,
,枢密院五房,,,,,,,,,,,,,,,宋代官制辞典第116页,,,,,
,枢密院兵房,,,,,,,,,,,,,,,宋代官制辞典第116页,,,,,
,枢密院吏房,,,,,,,,,,,,,,,宋代官制辞典第116页，宋代官制辞典第117页,,,,,
,枢密院户房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院礼房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院刑房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院十二房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院北面房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院河西房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院支差房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院在京房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院教阅房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院广西房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院兵籍房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院民兵房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院知杂房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院支马房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院小吏房,,,,,,,,,,,,,,,宋代官制辞典第117页,,,,,
,枢密院二十五房,,,,,,,,,,,,,,,宋代官制辞典第117页，宋代官制辞典第118页,,,,,
,枢密院机速房,,,,,,,,,官额有枢密院干办官四员（后改计议官）。人吏：有主管文字、书写文字等三十一（《宋会要•职官》3之41、42）。,,,不分日夜专一收发边防军机文书（包括国书），间牒的派遣与管理，抓获的敌国奸细与投奔宋朝的归正人的审讯与处理，禁止走私贸易等等（《要录》卷68、85，《宋会要•职官》6之16）。,,,宋代官制辞典第118页,①建炎四年（1130）六月辛末朔，御营使司并入枢密院为机速房（《要录》卷34甲戍）。②绍兴二十九年（1159）九月十四日，罢机速房（《宋会要•职官》3之42）。③绍兴三十一年（1161）复置，但称“三省枢密院机速房”（《朝野杂记》甲集卷10《三省枢密院赏功司》）。乾道八年（1172）复罢（同上书卷）。,,,,
,枢密院写宣房,,,,,,,,,,,,,,,宋代官制辞典第118页,,,,,
,枢密院编修时政记房,,,,,,,,,吏额七人（《宋会要•职官》6之32）。,,,收受、分类、保管三省、枢密院所修时政记及经进讫的三省宣谕圣语，以备编修国史之用（《宋会要•职官》6之32、1之29）。,,政记房、正记房。《宋会要•职官》6之31：“自今诸房所得圣旨，并当日送院知杂司置簿抄录，月关时政记房。”《宋会要•职官》1之29：“受圣旨并御批手诏，……本月内送正记房。”同上书6之32：“枢密院言：‘编修时政记房，吏额见管七人。’”,宋代官制辞典第118页,唐时已有时政记之名，何时置房不明，北宋元丰六年二月二十八日已见置（《宋会要•职官》6之31）。,,,,
,枢密院干办官,,,,,,,正八品，序位在太常博士之下（参《宋会要•仪制》10之19）。,,四员（《中兴圣政》卷7）。,,,御营使司并入枢密院为机速房之后，设干办官以掌边防机速之事（参《要录》卷85，戊寅）。,,干办官。《宋史•职官志》2《计议官》：“置干办官四员。”《米会要•仪制》10之19：“绍兴元年七月十五日，枢密院计议官颜为言：‘先系枢密院干办官，蒙改作计议官。’”,宋代官制辞典第118页,建炎四年（1130）六月二十四日始置（《要录》卷34）。同年十一月十六日，改为计议官。,,,,
,枢密院计议官,,,,,,,与“枢密院干办官”同。,,,,,与“枢密院干办官”同。,,①计议官。《宋史•职官志》2《计议官》。《要录》卷41，绍兴元年正月癸卯：“起复、朝散大夫、枢密院计议官王佾。”②枢密院干办官。凡建炎四年十一月十六日之后，均属追称。《要录》卷85，绍兴五年二月庚寅：“诏枢密院干办官，除扈从赏外，更转一官。”,宋代官制辞典第118页,①建炎四年（1130）十一月十六日，由枢密院干办官改名。②于绍兴十一年（1141）四月二十二日罢置（《要录》卷34、卷140）。,,,,
,枢密院检详所,,,,,,,位在尚书省左、右司之下（《职源》）。,,官额有枢密院检详诸房文字。吏人有令史。给使有亲事官、厨子、看管兵士、白直兵士等（参《宋会要•职官》6之19、29）。,,,检用、审核枢密院诸房条例及行遣文字，并领外路兵官有关功赏、恩例、差遣、投牒文字及由本院相应处理后所付宣、札、告命等（参《合璧后集》卷17《检详》、《宋会要•职官》4之25、26）。,,检详所。《宋会要•职官》6之19：“诏检详所减主管文字一人。”同上书4之26：“将四川诸军告命照应江上诸军并枢密院检详所体例除。”,宋代官制辞典第118页,以北宋熙宁四年十月五日始置枢密院检详官推论，检详所之设不会早于是年（1071）（参《长编》卷227，丙辰）。,,,,
,枢密院检详诸房文字,,,,,,,位遇视检正中书诸房公事（《长编》卷227）。南宋时官品定为从六品（《庆元条法》卷4）。,,熙宁时定制三员，分房并置。南宋时二员，不分房（《通考•职官》12《检详》）。,,,掌检阅、审核枢密院诸房条例与行遣文字，及起草机要文书，并按月将诸房所管外路兵官赏罚事送进奏院等（《文献通考•职官考》12、《长编》卷228）。,,①枢密院检详。《宋史•杨万里传》：“历枢密院检详，守右司郎中、迁左司郎中。”②枢密院检详文字。《宋史•职官志》6《带御器械》：“立班枢密院检详文字之上。”《庆元条法》卷4《杂压》：“带御器械、尚书左右司员外郎、枢密院检详诸房文字。”③检详、检详官。《通考•职官》I2《检》：“检详之职，古无之。熙宁四年，诏……检详枢密院诸房文字礼遇视中书检正官。”《要录》卷24，建炎三年六月癸酉：“依祖宗朝置检详官两员。”④检详枢密院诸房文字。北宋检详官称谓，有检详枢密院兵房文字、检详枢密院吏房文字等。《长编》卷227，熙宁四年十月丙辰：“（王存、陈侗、刘奉世、苏液）并检详枢密院诸房文字，存兵房、侗礼房、户房，奉世吏房，液权兵房。”《宋史•梁焘传》：“（元丰）检详枢密五房文字。”,宋代官制辞典第118页，宋代官制辞典第119页,①北宋熙宁四年（1071）十月五日始置。②元丰五年（1082）二月二十四日罢（《长编》卷323）。③南宋建炎三年（1129）六月二十六日复置（《要录》卷24癸酉，《群书考索•后集》卷5。）,,,,
,枢密院编修,,,,,,,正八品。位次于枢密院检详诸房文字（同上书，《庆元条法事类》卷4《官品》）。,,初，随事而设无定员。元祐时以四员为额（《群书考索•后集》卷5）。南宋时以二员为额（《咸淳临安志》卷4《行在所录•朝省》）。,,,枢密院条令、用例，历年所积繁多，须常加修正，删除矛盾抵牾不可用者，汇编润饰成可供检用的枢密院诸房条例。此即为编修官之职。,,编修。《鹤林玉露》丙编卷5《胡忠简上书》：“编修此书，外间已籍籍传诵。”《平园续稿》卷7《跋胡忠简公论和议稿》：“绍兴戊午，胡忠简公三十七，以枢密院编修官上书论和议。”,宋代官制辞典第119页,庆历四年（1044）二月五日始有“编修”之名。元祐四年（1089）十一月十六日，正式设枢密院编修官（《长编》卷435）。,,,,
,枢密院编修司,,,,,,,,,官额有枢密院编修，二至四员。吏额有三名：枢密院供检文字一名，嘉定五年改为令史；枢密院编修文字二名，嘉定五年改头名编修文字为书令史，第二名编修文字为守当官。给使有白直兵士等（《宋会要•职官》6之29）参“枢密院编修”条。,,,,,,宋代官制辞典第119页,,,,,
