类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,修国史,,,,,,,,,,,,,,,宋代官制辞典第281页,,,,,
,同修国史,,,,,,,,,,,,,,同修。《宋史•胡铨传》：“权中书舍人、同修国史。“《宋会要•职官》18之58：“胡铨仕起居郎兼权中书舍人日，尝升同修。”,宋代官制辞典第281页,,,,,
,国史院编修,,,,,,,,,,,,,,①编修。《宋会要•职官》18之58：“李焘言：‘臣备员编修，亦二年有余。’”李焘《进（续资治通鉴长编）表》：“乾道四年四月日，左朝散郎、尚书礼部员外郎、兼国史院编修官臣李焘上。”②国史编修。《宋史•刘汉弼传》：“寻为考功员外郎、兼崇政殿说书、编修国史、检讨实录。”《宋史•蔡抗传》：“兼国史院编修官、实录院检讨官。”,宋代官制辞典第281页，宋代官制辞典第282页,,,,,
,国史院检讨官,,,,,,,,,,,,,,国史检讨。《合璧后集》卷42《史馆史官•因史检讨》：“国史院检讨官。”,宋代官制辞典第282页,,,,,
,实录院,,,,,,,,,官额有提举实录院（宰臣兼），实录院修撰，实录院同修撰，实录院检讨，以及都大提举诸司、承受、主管诸司等。吏额有：供检文字，点检文字，楷书，书库官，进奏官，守门亲事官，库子，装界作，投送文字大程官，亲事官，厨子，仪鸾司、翰林司人员，快行亲从，都大提举诸司下背印、承受下背印，主管诸司下背印，投送文字亲事官、兵士，潜火兵级等（《宋会要•职官》18之61、63，《麟台残本》卷1）。,,,掌实录的编修。实录是介于正史与起居注之间的一种史体。它以某一朝皇帝言动为中心，旁及天地日月的祥瑞，山川地域的划分，帝王宗室昭穆继世之序，礼、乐、刑、政、师旅之事；本于起居注，兼取编年体与记传体的编写方法而编撰成的当代史稿，供撰写国史采择（《玉海》卷48《艺文•实录》、《国朝奏议》卷60张佖《上太宗乞复左右史撰日历》）。,,,宋代官制辞典第282页,实录院编修，始于南朝人周兴嗣所修《梁皇帝实录》。实录的本义是：其文直、其事核、不虚美、不隐恶的信史。至唐宋时已演变为一种史体（《玉海》卷48《艺文•实录》）。北宋太平兴国三年正月始于史馆开修《太祖宗录》（《宋会要•运历》1之29）。实录院之名，始见于咸平元年正月（《长编》卷34壬申、乙未）。元丰改制前，实录院于崇文院内临时设局。元丰改制后，修史机构有国史案、史院，遇修实录，即开实录院。至南宋初，于史馆开实录院。绍兴十年二月罢史馆后，秘书省掌修日历（设有国史日历所）、会要，遇修实录，则另设实录院，由宰相提举。嘉定元年开实录院，二年开国史院，此后，国史院与实录院并置（《宋会要•运历》1之22、《宋史•职官志》4《国史、实录院》）。,,,,
,专切提举监修实录,,,,,,,,,,,,,,,宋代官制辞典第282页,,,,,
,提举修实录,,,,,,,,,,,,,,,宋代官制辞典第282页,,,,,
,提举史馆实录院,,,,,,,,,,,,,,提举官。《宋会要•职官》18之62《实录院》：“（绍兴）九年二月二十二日，诏史馆见修《徽宗实录》，以实录院名，置提举官一员。”《要录》卷127，绍兴九年三月壬寅：“尚书右仆射、监修国史秦桧兼提举史馆实录院，以史馆见修《徽宗实录》故也。”,宋代官制辞典第282页,,,,,
,提举实录院,,,,,,,,,,,,,,提举。《玉海》卷48《绍兴徽宗实录》：“（绍兴十一年七月）丁未，提举秦桧迁少保、封冀国公。”《要录》卷141，绍兴十一年七月丁未：“特进、尚书左仆射、同中书门下平章事、提举实录院、庆国公秦桧，以进书恩泽，迁少保、封冀国公。”,宋代官制辞典第282页,,,,,
,提领实录院,,,,,,,,,,,,,,,宋代官制辞典第282页,,,,,
,修实录,,,,,,,,,,,,,,,宋代官制辞典第282页,,,,,
,权提举实录院,,,,,,,,,,,,,,,宋代官制辞典第282页，宋代官制辞典第283页,,,,,
,实录院修撰,,,,,,,,,,,,,,修撰。《麟台残本》卷1：“实录院提举官如国史，从官为修撰。”《南宋馆阁录》卷8：“实录院修撰绍兴以后九人。”,宋代官制辞典第283页,,,,,
,实录院同修撰,,,,,,,,,,,,,,①同修撰。《宋史•刘颖传》：“迁起居郎、兼实录院检讨官，权户部侍郎，升同修撰。”《宋会要•职官》18之63：“中书舍人周麟芝兼实录院同修撰，始除同修撰也。”②实录同修撰。《宋史•范钟传》：“权兵部侍郎兼同修国史、实录同修撰。”《宋史•游似传》：“权礼部侍郎，⋯⋯兼同修国史、实录院同修撰。”,宋代官制辞典第283页,,,,,
,权实录院同修撰,,,,,,,,,,,,,,,宋代官制辞典第283页,,,,,
,实录院检讨官,,,,,,,,,,,,,,①实录检讨。《宋史•乔行简传》：“迁起居郎、兼国子司业、兼国史编修、实录检讨。”《宋史•蔡抗传》：“兼国史院编修官、实录院检讨官。”②检讨实录。《宋史•刘汉弼传》：“寻为考功员外郎、兼崇政殿说书、编修国史、检讨实录。”《宋史•蒋重珍传》：“兼国史院编修官、实录院检讨官。”③史讨。《朝野杂记》乙集卷13《权同修国史》：“曾君锡自起居郎兼检讨官，除权侍郎，当升带修撰，而员数已溢。乃降旨权以检讨官系衔，候有阙日升带。从官为史讨，自此始。”（据《合璧后集》卷42所引）,宋代官制辞典第283页,,,,,
,国史实录院编修检讨官,,,,,,,,,,,,,,修门。（南宋）楼钥《攻媿集》卷32《辞免权吏部尚书状》：“旧臣一登仕路，三入修门。“同前书卷《辞免兼修国史、实录院修撰状》：“奉圣旨：兼修国史、兼修实录院修撰者，臣再入修门，屡膺宠渥。”,宋代官制辞典第283页,,,,,
,日历所,,,,,,,,,修日历，无专官，多以史馆官与秘书省著作官兼，宰臣提举。史馆官有史馆修撰、直史馆、史馆检讨及宋初的判史馆事等。元丰改制后，为著作郎、佐郎专管修纂日历，无定员。南宋绍兴初，复置史馆修撰、史馆检讨等，与著作官同为日历修书官。事务官有都大提举诸司、承受、主管诸司，均由内侍充。吏额有书库官、手分、楷书等，至于供检文字、点检文字、亲事官、进奏官、院子、专知官、仪鸾司、翰林司、御厨工匠、看管兵士等等，因事而设，不一而足（《宋会要•运历》1之17、18、20、22，《合璧后集》卷42《监修国史》）。南宋国史日历所吏额曾有定编，点检文字一人，供检文字一人，书库官九人（《南宋馆阁录》卷10《职掌》）。,,,主修日历。日历为一种准史体。它根据时政记、起居注、圣语、及诸司录送的各种指挥文字，将所颁诏令谟训、所行赏罚行政，及官员拜罢降授等军国事，“以事系日，以日系月”，铨次成一朝编年。日历比实录更为详瞻，送史馆（或国史院）以备修实录之用（《国朝奏议》卷60张佖《上太宗乞复左右史职》，《宋会要•运历》1之27，《宋会要•职官》18之61、107）。,,历日所。即日历所倒文。《宋会要•职官》18之88：“诏历日所合书天文等事，令太史局依旧每月实封供申。”《南宋馆阁录》卷4《修纂》下：“凡修日历，……风云气候，太史局实封具报，至月终又总而申焉。”,宋代官制辞典第283页，宋代官制辞典第284页,唐顺宗永贞元年（805）九月六日，令史官修撰日历，是为修日历之始（《资治通鉴》卷236）。北宋初，修日历归史馆，监修国史提举，史馆修撰、直史馆、判史馆及史馆检讨等分纂（《麟台故事》卷4《官联》）。仁宗朝，于编修院修日历，始见有“编修院日历所”之称（《宋会要•运历》1之15《修日历》、《宋史•职官志》4《日历所》）。元丰改制后，修日历事归秘书省国史案，绍圣二年后改秘书省日历案，或称“秘书省日历所”（《宋会要•运历》1之18），宣和二年八月二十三日罢。南宋绍兴元年四月八日，设“修日历所”。绍兴四年五月二十四日，改名史馆。绍兴十年二月二十二日，史馆罢，由秘书省国史案主修日历；四月二十八日，改名“国史日历所”，终南宋之世不变（《宋会要•运历》1之19、21、22）。,,,,
,国史日历所,,,,,,,,,,,,,,日历所。《宋会要•职官》18之54：“乾道二年五月七日，国史院、日历所、编类圣政都大提举司状：昨国史院都大提举诸司依先降指挥差点检文字一名⋯⋯，自后节次准旨差国史日历所并编类圣政都大提举诸司，系应办三局事务，委是人力不胜。”,宋代官制辞典第284页,,,,,
,提举修日历官,,,,,,,,,,,,,,,宋代官制辞典第284页,,,,,
,日历所检讨官,,,,,,,,,,,,,,,宋代官制辞典第284页,,,,,
,日历修书官,,,,,,,,,,,,,,,宋代官制辞典第284页,,,,,
,日历所编类圣政检讨官,,,,,,,,,,,,,,编类圣政检讨官。《宋会要•运历》1之26：“编类圣政检讨官王街、施师点。”《南宋馆阁录》卷8：“日历所编类圣政检讨官隆兴以后二人：王东里、程千里。乾道以后二人：王衜、施师点。”,宋代官制辞典第284页,,,,,
,编修国朝会要所,,,,,,,,,修会要，例由宰执官提举大纲或“看详修纂”（《麟台故事》卷2《修纂》）。其下有详定官（从官充）、参详官（庶官充），修书官称编修和检阅文字。办事官有都大提举诸司、承受、主管诸司，由内侍充。吏额或差国史院诸司人吏充。南宋时，供检文字一人，杂务二人，书库官二人，总窠二人（《麟台故事》卷2、《宋会要•职官》18之33、《南宋馆阁录》卷10、《馆阁续录》卷10）。,,,修本朝会要，代代相续。会要也是史体之一种。它汇总一代典章制度，但不失于散漫简约。其编写，按事分门别类，每叙一事，又必自建隆元年以来至当时，因革利害、分合源流详加记载。于是，国有大典，或朝中讨论军国事有疑难之处，则下会要所询问，“一开卷而尽见”。“会要之书，典故尽在，所以弥缝律令之阙，相为表里”（《玉海》卷51《嘉定国朝会要》、《麟台故事》卷2）。,,会要所。熙宁时“编修会要所”、崇宁后“编修国朝会要所”，均省称会要所。《宋史•职官志》4《会要所》：“以省官（秘书省官）通任其事。”《麟台故事》卷2：“崇宁以后，置编修国朝会要所。⋯⋯朝廷每有讨论，不下国史院，而常下会要所。”《长编》卷271熙宁八年十二月丙申：“昨编修会要所辄举德刍检讨。”,宋代官制辞典第284页，宋代官制辞典第285页,唐德宗贞元间，苏冕修《唐会要》，“会要”之名始于此（《合璧后集》卷43《会要所》）。北宋前期无定所。天圣末于修史院修纂会要，庆历间于编修院、熙宁间于崇文院置局修会要，元丰改制后，在秘书省著作局置所（《麟台故事》卷2、《玉海》卷51《庆历国朝会要》）。熙宁间称“编修会要所”（《长编》卷271，熙宁八年十二月丙申），崇宁后称“编修国朝会要所”（《麟台故事》卷2、《玉海》卷51《庆历国朝会要》）。南宋时或称“编纂会要所”（《咸淳临安志》卷7《秘书省》）。,,,,
,提举编修国朝会要,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,编修会要所编修,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,编修会要所参详,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,编修会要所检阅文字,,,,,,,,,,,,,,检阅文字。《麟台故事》卷2：“祖宗时，会要已有检阅文字官。”《元丰九域志•表》：“删定、宣义郎、中书详定官制所检讨文字、编修会要所检阅文字、轻车都尉臣李德刍。”,宋代官制辞典第285页,,,,,
,定《九域图志》所,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,定《九域图志》所详定,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,定《九域图志》所参详,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,定《九域图志》所编修,,,,,,,,,,,,,,,宋代官制辞典第285页,,,,,
,都大提举诸司官,,,,,,,,,,,,,,①提举诸司。《宋会要•职官》18之70：“（实录院）提举诸司、承受、主管诸司官亦就差国史院提举诸司、承受、主管诸司。”同前书18之71：“已降圣旨指挥，修高宗皇帝实录，……（国史院）都大提举诸司、承受、主管诸司亦改差充实录院都大提举诸司、承受、主管诸司官。”②都大提举。《宋会要•职官》18之33：“委编修会要都大提举、承受、诸司官施行。”,宋代官制辞典第285页,,,,,
,承受官,,,,,,,,,,,,,,承受。《宋会要•职官》18之65：“承受并诸司下使臣人吏六人。”同前书18之63：“本所提举诸司官、并承受官、主管诸司官往来照管。”同前书18之56：“国史院承受官。”,宋代官制辞典第285页，宋代官制辞典第286页,,,,,
,主管诸司官,,,,,,,,,,,,,,诸司官、诸司。《宋会要•职官》18之54：“都大提举诸司官、承受官、诸司官各一员。”同前书18之65：“承受并诸司下使臣人吏六人。”,宋代官制辞典第286页,,,,,
,楷书,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,供检楷书,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,书库官,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,私名,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,库子,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,背印,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,投送文字大程官,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,投送文字亲事官,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,快行亲从,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,史局,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,书局,,,,,,,,,,,,,,,宋代官制辞典第286页,,,,,
,史官,,,,,,,,,,,,,,珥笔。古代史官，把笔插在帽子上，以便上朝侍立时随时记录。故后世以珥笔别称史官。（宋）周紫芝《诗谳》引苏轼《送李清臣》：“珥笔西归近紫宸。”周注：“李清臣差修国史，赋诗送之。”,宋代官制辞典第286页，宋代官制辞典第287页,,,,,
