类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,作坊副使,,,,,,,,,,,,,,,宋代官制辞典第404页,,,,,
,南、北作坊,,,,,,,,,官额有监官。南作坊兵校及匠三千七百四十一人，北作坊兵校及匠四千一百九十人。总五十一作（《宋会要•方域》3之51）。,,,掌制造兵器及军用什物（《长编》卷24癸酉）。,,①作坊。《长编》卷91天禧二年三月庚戌：“诏诸班直、诸军妻坐好者决讫，即放，不须隶作坊针工，其见役者百五十七人皆释之。”《宋会要•方域》3之51：“太祖开宝九年九月诏分作坊为南、北作坊。“②南坊、北坊。《宋会要•方域》3之51：“旧名南北作坊，并在兴国坊。南坊兵校及匠三千七百四十一人，北〔坊〕兵校及匠四千一百九十人。”,宋代官制辞典第404页,北宋开宝九年九月由作坊分为南作坊、北作坊（《宋会要•方域》3之50）。熙宁三年十二月十二日改称东、西作坊（《长编》卷218戊辰）。,,,,
,东、西作坊,,,,,,,,,设监官二，由京朝官、诸司使副、内侍差充；监门官二，由内侍充。总领五十一作。又领有杂役广备四指挥、工匠指挥三指挥（《宋会要•职官》30之7。,,,掌制造兵器、旗帜、戎帐、油衣、藤、漆什器之物，输送武库储藏，以供邦国之用（《宋史•职官志》5《军器监》）。,,①两作坊。《长编》卷258辛卯：“上批：‘东西作坊，祖宗以来置之皇城之侧。昨军器监官求为廨舍，已迁西作坊于凋敝故营安置。近司农寺复起迁东作坊……未知今来两作坊都当何处安置？’”②作坊。《长编》卷506辛巳：“权知邢州王岘言：‘尝丞军器，见作坊所造神臂弓施于军事，实有奇功。’”,宋代官制辞典第404页,宋初为作坊，开宝九年改南、北作坊，熙宁三年十二月十二日改称为东、西作坊（《宋会要•方域》3之50《东、西作坊》）。南宋绍兴三年四月九日并入军器所（《十朝纲要》卷22）。,,,,
,东、西作坊五十一作,,,,,,,,,,,,,,,宋代官制辞典第404页,,,,,
,作坊物料库,,,,,,,,,监官三人。由京朝官、内侍差充（《宋会要•食货》52之4）。,,,掌收纳、采购铁、木、铅、锡、羽、箭杆、油、蜡、苇、石、矢镟（镞）、麻木、毛、漆、朱等料，以供作坊（后改南、北作坊，东、西作坊）及弓弩院制造军器及什物之用（《宋会要•方域》3之52）。,,物料库。《宋会要•方域》3之52《作坊物料库》：“自今三司不得收闲散杂破损不系军器物，于物料库送纳。……权三司使范雍言：‘作坊物料库所受纳翎毛经年虫蛙。’”,宋代官制辞典第404页,宋初分三库，真宗景德元年合而为一库（《宋会要•食货》52之4《物料库》）。,,,,
,皮角场库,,,,,,,,,设监官二人。,,,掌收纳、采购牛、虎、豹、鹿等动物皮、角、筋、骨，及脂、硝，以供军器监所隶作坊制造军器、鞍辔、毡毯之用（《宋会要•食货》52之9、《长编》卷288癸丑）。,,皮角场、皮角库。《长编》卷288癸丑：“军器监言：‘皮角库所管牛、虎、豹、鹿等皮角累万。’”《宋史•职官志》5《军器监》：“皮角场掌收受皮革、筋角，以供作坊之用。《宋会要•皮货》52之9《皮角场库》：“皮角场库，旧在显仁坊。掌受天下皮革、筋角、脂、硝，给造军器、鞍辔、毡毯。”,宋代官制辞典第404页，宋代官制辞典第405页,宋初已置，原为皮角一场三库，景德三年并皮角场库。元祐时仍为一场三库，合称“皮角四场库”（《宋会要•食货》52之9《皮角场库》、《长编》卷364辛丑）。,,,,
,监在京皮角四场库务,,,,,,,,,,,,,,监皮角场。《长编》卷413辛丑：”（曾）公亮陈乞监皮角场。“同前书卷364辛丑：“朝请大夫、监在京皮角四场库务孙路。”,宋代官制辞典第405页,,,,,
,斩马刀局,,,,,,,,,设管勾官。“人匠不少”。诸作有作头。轮值看守禁军一百人（《长编》卷262戊午）。,,,专造大刀，其刀刃长三尺余，镡长尺余，握柄下有大环，供实战，颁赐边防将士（同上书卷）。,,,宋代官制辞典第405页,始设于北宋神宗熙宁五年五月一日（《长编》卷233庚辰）。,,,,
,管勾作坊造斩马刀,,,,,,,,,,,,,,,宋代官制辞典第405页,,,,,
,东、西广备指挥,,,,,,,,,,,,,,广备指挥、东西广备。《宋会要•职官》30之7《东、西作坊》：“又有广备指挥，主城之事，总二十一作。”《塵史》卷上《朝制》：“今东、西广备隶军器监。”,宋代官制辞典第405页,,,,,
,广备攻城作,,,,,,,,,,,,,,,宋代官制辞典第405页,,,,,
,弓弩院,,,,,,,,,,,,,,,宋代官制辞典第405页,,,,,
