类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,外都水监使者,,,,,,,,,,,,,,使者。《宋会要•方域》15之11《治河》：“（元祐元年四月四日）欲乞添置使者。诏添置外都水使者、勾当公事各一员。”,宋代官制辞典第412页,,,,,
,外都水监丞司,,,,,,,,,,,,,,①外监。《宋史•职官志》5《都水监》：“（嘉祐三年）轮遣丞一人出外治河埽之事⋯⋯置局于澶州，号‘外丞’。”《宋会要•方域》14之25：“（熙宁）欲乞下外监丞司相度。……乞差珍与监丞王令图同会外都水监丞司就计其事。”②都水监丞司。《宋会要•方域》14之25：“（熙宁九年）同管勾外都水监丞司公事范子渊言：‘北京第六埽许村港连二股河⋯⋯。’四月十八日都水监丞司言：‘本监已相度至于许村港⋯⋯。’”③外都水监、外监丞司。《宋史•河渠志》5：”（熙宁七年六月）诏外都水监相度而已。”《长编》卷254熙宁七年六月：“是月，都水监：‘乞下外监丞司相度。’”《长编》卷245熙宁六年五月戊子：“委外都水监丞司与当职官吏躬诣河埽议立法。”,宋代官制辞典第412页,,,,,
,外都水监丞,,,,,,,,,,,,,,①外监丞。《宋会要•方域》14之23、24：“（熙宁七年）命监丞刘珍、王令图、程昉参议。……因外监丞王令图等各为大河行流清水镇下。“同前书15之2：“外都水监王令图权同提举修护。”《宋史•职官志》5《都水监》：“（嘉祐三年）轮遣丞一人出外治河埽之事⋯⋯号曰外监。”《宋会要•方域》14之21：“（熙宁二年）尚书司勋员外郎、知都水监丞李立之乘驿赴阙多言二股河生提不足筑。”②外都水丞、都水丞。《宋史•宦者》3《程昉传》：“（熙宁）兼外都水丞，诏相度兴修水利。”《宋史•河渠志》5：”（熙宁三年）程昉愤恚，遂请休退，朝廷令以都水丞领淤田于河上。”《宋会要•方域》15之4：“（元丰二年六月）本埽见阙正官，外都水监丞可速秦举，差出埽。……知都水监丞范子渊言。”,宋代官制辞典第412页,,,,,
,管勾外都水监丞司公事,,,,,,,,,,,,,,,宋代官制辞典第412页,,,,,
,勾当外都水监丞司公事,,,,,,,,,,,,,,,宋代官制辞典第412页,,,,,
,外都水监丞南司,,,,,,,,,都水监丞与内、外监丞共三员，抽二员为外都水监丞，一员分管外南司。辖有四都大提举司（怀卫、西京河明、酸枣、白马），及官吏、军卒等（同上书卷）。,,,掌黄河南岸上自西京河清县堤岸下至白马县迎阳堤岸、北岸上自河阳北岸埽下至卫州苏村埽西岸共三十六埽地分修河公事（《长编》卷307壬子）。,,,宋代官制辞典第412页，宋代官制辞典第413页,北宋元丰三年八月二十二日，分外都水监丞司为南司、北司二司（《长编》卷307壬子），同年九月二十八日改为南外都水监丞司（同前书卷308丁亥）。,,,,
,知外都水监丞南司公事,,,,,,,,,,,,,,①南外丞司。《宋会要•方域》15之20：“诏祠部给空名度煤一千道与北外丞司，五百道与南外丞司。”同上书15之8：“赐南外都水监丞司度牒六十。”②南外都水丞司、南丞司。《宋会要•方域》15之31：“令出备地理脚钱赴南丞司并诸埽内送纳已讫，今来梢草一百万束，价钱欲令南外都水丞司依已降指挥。”,宋代官制辞典第413页,,,,,
,知南外都水监丞司公事,,,,,,,,,,,,,,知南外都水丞、知南外丞、南丞、南外都水丞、南外都水监丞。《长编》卷517甲子注文：《曾孝广传》云：哲宗即位，复知南外都水监丞，迁都水监丞。”《宋史•职官志》5《都水监》：“南、北外都水丞各一人。“《宋史•河渠志》3：“南丞管下三十五埽。”《宋会要•方域》15之26、28：“知南外都水丞公事张克懋。……南外都水监丞张瑁。”,宋代官制辞典第413页,,,,,
,外都水监丞北司,,,,,,,,,都水监丞共三员，一员知外北司。并辖有匹都大提举司（澶濮、金堤、东流南、北两岸），及官更、军卒等（同上书卷）。,,,管勾黄河北岸上至澶州大吴埽、下至沧州盐山埽，南岸上自澶州灵平上埽、下至沧州无埭埽岸共三十三埽；及御河上、中、下三节，漳河两埽，滹沱河上、下节等三河河防水利事（《长编》卷308丁亥）。,,,宋代官制辞典第413页,北宋元丰三年八月二十二日，分外都水监丞司为外都水监北司、南司二司（《长编》卷307壬子）。同年九月二十八日，改为北外都水监丞司（同前书308丁亥）。,,,,
,知外都水监丞北司公事,,,,,,,,,,,,,,,宋代官制辞典第413页,,,,,
,北外都水监丞司,,,,,,,,,,,,,,北外监丞司、北外司、北丞司、北外都水丞司。《宋史•河渠志》3：“北外监丞司自阚村而下直至海口，逐一相视。”《宋会要•方域》15之20：“诏祠部给空名度牒一千道与北外丞司。”《长编》卷517甲子：“北丞司相度。”《宋会要•方域》15之7：“其梢草令北外都水丞司量应付。”,宋代官制辞典第413页,,,,,
,知北外都水监丞司公事,,,,,,,,,,,,,,北外都水丞、北都水监丞、北外监丞、外监丞、北外丞、北丞。《宋史•职官志》5《都水监》：“南、北外都水丞各一人。“《宋史•河渠志》2：“北都水监丞李伟。”《长编》卷449癸巳：“李伟权发遣北外监丞、提举东流。……外监丞伟既侥幸如此，唯恐一旦罢任。”《长编》卷517甲子：“外丞李伟。”《宋会要•方域》15之19：“北外丞李举之。”《宋史•职官志》5《都水监》：“（绍兴九年）北丞于东京置司。“《长编》卷308丁亥：“诏改知外都水丞南、北司公事为知南、北外都水丞［公事］。”,宋代官制辞典第413页,,,,,
,南、北外两丞司,,,,,,,,,,,,,,①南北两丞司。《宋史•河渠志》3：“（大观元年）南北两丞司合开直河者，凡为里八十有七。”《长编》卷472戊午：“诏南北外两丞司管下河埽，今后令河北、京西转运使、副、判官各分认地界至，内河北于衔内带兼管勾南、北外都水公事。”②外都水监丞司。南、北外都水监丞司通称。,宋代官制辞典第413页，宋代官制辞典第414页,,,,,
,都大提举修河司,,,,,,,,,,,,,,①都大司。《长编》卷307壬子：“外都水监丞南司治河阴县，旧都大司为治所。分怀、卫，西京河阴，酸枣，白马四都大河事隶之。”《宋会要•方域》14之13：“诏内殿崇班、阁门祇候戴潜、高继密分充澶、滑、安利军、天雄军、濮、郓、齐州界都大提举修护黄河堤岸。”②修河司。《长编》卷421元祐四年正月辛卯：“见今修河司官吏几百余人，诸州催促物料使臣四、五十员。”同上书卷406元祐二年十月丁亥：“旧例，须是已有兴修去处，始立提举修河司，总领其事。……诏依所奏，候议河事兴工，即复为都大提举修河司。”同上书卷449癸巳：“诏罢都提举修河司。”,宋代官制辞典第414页,,,,,
,都大提举河事官,,,,,,,,,,,,,,①都提举官、都大提举。《宋史职官志》5《都水监》：“南、北外都水丞各一人，都提举官八人，监埽官百三十有五人。“《宋会要•方域》15之6：“黄河见管大小使臣一百六十余员，并委监丞以上奏举……欲乞今后河埽罢举官之制，……其都大提举即乞且如旧。”《宋史•河渠志》1：”（熙宁元年）六月戊申，命司马光都大提举修二股工役。”②都大官、都大。《宋会要•方域》15之4：“黄、汴等河榆柳……委都大官提举。”同前书14之24：“德、博州都大李襄。”同前书15之29：“黄河北、南两外丞司管下文武都大官所属河防职务事体非轻。……比来所差都大官往往不经河缓急，难以倚办。“《宋史•河渠志》2：“（熙宁四年）虞部员外郎、都大提举大名府界金堤范子渊。”,宋代官制辞典第414页,,,,,
,都大提举大名府界金堤,,,,,,,,,,,,,,都提举大名府界金堤、金堤都大。《宋会要•方域》14之23、24：“都提举大名府界金堤范子渊。……金堤都大范子渊。”《宋史•河渠志》2：“虞部员外郎、都大提举大名府界金堤范子渊。”,宋代官制辞典第414页,,,,,
,都大提举导洛通汴司,,,,,,,,,设都大提举官一员，其余官吏有差。修河兵有修城拣中崇胜兵五指挥、京东路厢军一千、壮役兵二千共七千兵卒，以及役夫工匠若干（总计劳动日为九十万七千余）（《宋史•河渠志》3、《宋会要•方域》16之10）。,,,主管自任村沙谷口至汴口开运河五十一里，引伊洛水入汴河工程（同上书16之12、13）。,,提举导洛通汴司、都大提举导洛通汴、导洛通汴司、导洛司。《宋会要•方域》16之13：“赐导洛通汴司开河筑堤役兵特支钱。十七日，提举导洛通汴司言：‘清汴成。’”同上书16之15：“都大提举导洛通汴司言：……诏非导洛司船辄载商人私物人汴者。”《长编》卷304甲申：“诏改都大提举导洛通汴司为都提举汴河堤岸司。”《宋会要•职官》27之12《太府寺》：“诏改都大提举导洛通汴为汴河堤岸司。”,宋代官制辞典第414页,北宋元丰二年二月二十一日始置（《长编》卷304甲申）。元丰三年五月二十二日改称都提举汴河堤岸司（《宋会要•方域》16之16）。,,,,
,都大提举导洛通汴,,,,,,,,,,,,,,,宋代官制辞典第414页,,,,,
,都大提举汴河堤岸司,,,,,,,,,,,,主管人汴运河航运、征收课利及堤岸保护等一应公事（《宋会要•方域》16之16、18，《长编》卷356乙未）。,,①提举汴河堤岸司。《宋会要•方域》16之18：“元符元年四月二十二日，工部言：‘请复置提举汴河堤岸司⋯⋯。”从之。”《长编》卷497元符元年辛丑：“工部言请复置都提举汴河堤岸司……。从之。”②都提举司。《宋史•河渠志》4《汴河》下：”（元丰六年）十月，都提举司言：‘汴水增长……。今近京惟孔固斗门可以泄水下人黄河。’”③都提举汴河堤岸司、汴河堤岸司、堤岸司。《长编》卷497庚子：“工部言请复置都提举汴河堤岸司。”原注：“元丰八年五月二日止罢堤岸司所收课利。”同前书卷375元丰八年五月辛未注文：“五月乙未，并罢都大提举汴河堤岸司。”《宋会要•职官》27之12：“（元丰三年）五月二十二日，诏改都大提举导洛通汴为汴河堤岸司。”,宋代官制辞典第414页，宋代官制辞典第415页,导洛通汴运河，自元丰二年四月甲子（二十六日）兴工，至六月戍申（十一日）毕工，历时四十五日（《宋史•河渠志》4）。都大提举导洛通汴司使命已完成。为观察新运河畅通与否，诏导洛通汴司主管运河一年。元丰三年五月二十二日，遂改都大提举导洛通汴司为都大提举汴河堤岸司。徽宗朝沿置。,,,,
,都大提举汴河堤岸,,,,,,,,,,,,,,都提举汴河堤岸、提举汴河堤岸。《宋会要•方域》16之16：“提举汴河堤岸宋用臣。”《宋史•河渠志》4：“都提举汴河堤岸贾种民言：‘元丰改汴口为洛口，名汴河为清汴者，凡以取水于洛也。’”《宋会要•方域》16之17：“都大提举汴河堤岸贾种民。”,宋代官制辞典第415页,,,,,
,河埽司,,,,,,,,,河埽司设管勾官或监官。其下又有铺，如“阳武上埽第五铺开修直河至第十五铺”（《宋史•河渠志》3、《宋会要•方域》15之30）。,,,掌监本司公事，即备埽料（梢芟、薪柴、楗橛、竹石、茭索、竹索）、制埽（用巨竹索卷束铺梢、泥土、碎石成高数丈、长加倍的埽）与埽岸（指挥丁夫数百人或上千人一齐扛拾巨埽、唱着号子投放到河中筑成堤岸），以加固河堤或堵塞决口，其间计工采料、合调夫役、并巡视河堤等，都须勾当（《长编》卷245戊子、《宋史•河渠志》13）。,,,宋代官制辞典第415页,北宋太宗淳化间沿黄河已有河埽之建置，与主埽使臣之差（《宋史•河渠志》1）。河埽司正称见于元祐四年（《长编》卷450成子）。,,,,
,水官,,,,,,,,,,,,,,,宋代官制辞典第415页,,,,,
,街道司,,,,,,,,,设勾当官二人。辖有街道指挥使五百兵士（《宋会要•职官》30之18《街道司》）。,,,修治京师道路。如乘舆出入，则前期整修路面，疏导积水（《宋史•职官志》5《都水监》）。,,,宋代官制辞典第415页,北宋景德四年（1007）六月，街道司与东、西八作司合为一司。仁宗天圣元年（1023）五月又分出独立置司（《长编》卷65）。宝元元年（1038）六月二十日罢（《长编》卷123乙酉）。仁宗嘉祐后又置（《宋史•兵志》3《建隆以来之制》）。南宋不置。,,,,
,管勾街道司公事,,,,,,,,,,,,,,,宋代官制辞典第415页,,,,,
