类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,国用司,,,,,,,,,官额有参计官、同参计官。吏额有承受兼提点文字二人，点检文字一名，主管文字九名，开拆发放文字二名，攒算二名，进奏官一名，承应铺兵二名。用印二：一为国用司印，以堂印（丞相印）代；一为“国用参计之印”，用于常程文字处理（《宋会要•职官》6之25、26）。,,,总会内外官司帐目文字，量入为出，予以审核，使宰执大臣心中有数，以防欺隐侵吞（同上书卷，并参“三省户房国用司”条）。,,,宋代官制辞典第204页，宋代官制辞典第205页,乾道三年正月十一日，三省户房设国用司。开禧元年（1205）正月十七日单置（《宋会要•职官》6之25）。开禧二年正月十九日改为国用参计所（《两朝备要》卷9）。,,,,
,国用司参计官,,,,,,,,,,,,,,国用参计官。《宋会要•职官》6之24：“薛叔似兼国用参计官。”《宋史•薛叔似传》：“兼国用司参议（计）官。”,宋代官制辞典第205页,,,,,
,国用司同参计官,,,,,,,,,,,,与参计官同（《宋史•职官志》2《制国用使》）（《朝野杂记》乙集卷13《国用参计官》）。,,,宋代官制辞典第205页,,,,,
,国用参计所,,,,,,,,,,,,,,,宋代官制辞典第205页,,,,,
,榷货务都茶场,,,,,,,,,①北宋宣和、政和间，置提领榷货务都茶场官（《朝野杂记》乙集卷13《四提辖》）。②南宋时，有三榷货务都茶场：行在榷货务都茶场、镇江、建康府榷货务都茶场，统归尚书省都司提领。每务设提辖榷货务都茶场官一员；监榷货务都茶场官二员，乾道七年增置干办榷货务都茶场公事一员。吏人：榷货务都茶场押号簿官十二员，专知官、副知、使臣若干（《朝野杂记》乙集卷13《四提辖》、《宋史•职官志》1《榷货务都茶场》（并参《宋会要•食货》55之26、27《榷货务》）。,,,统管茶叶为主的山泽之产（包括盐、香药、矾）官买官卖及印卖茶引等钞引以吸引商贾贩卖，确保政府的重要财政来源。孝宗乾道后，小年历也由榷货务雕印出卖（《宋史•职官志》1《榷货务都茶场》、《宋会要•职官》18之31《秘书省》）。,,①务场。《合璧后集》卷49《榷货务都茶场》：“寻徙越州一务场于建康。”《宋会要•食货》55之26：“绍兴二年国四月九日，诏绍兴府榷货务都茶场移于建康府置局。“②榷货务场。《中兴圣政》卷8：“自分榷货务场于临安，而商人不复至行在（按：指越州行在所）。”《朝野杂记》甲集卷17《榷货务都茶场》：“（绍兴五年）行在务场随移临安。”《咸淳临安志》卷8《榷货务都茶场》：“在通江桥东监场。”,宋代官制辞典第205页,唐已有榷务之名（《白居易集》卷53《裴弘泰可太府少卿、知左藏库出纳制》）。榷货务与都茶场为两司。为便于统一管理，北宋徽宗朝置提领监官，南宋时又有提辖官、监官通衔管领。北宋称“在京榷货务都茶场”，南宋称“行在所榷货务都茶场”（《宋会要•食货》55之25《榷货务》、《朝野杂记》甲集卷17《榷货务都茶场》）。,,,,
,三务场,,,,,,,,,,,,,,,宋代官制辞典第205页,,,,,
,榷货三务,,,,,,,,,,,,,,,宋代官制辞典第205页,,,,,
,提领三榷货务都茶场所,,,,,,,,,,,,,,"提领三务场。提领行在榷货务都茶场所、提领建康府榷货务都茶场所、提领镇江府榷货务都茶场所。《宋会要•食货》55之27：“绍兴二十四年，行在、建康、镇江三务场共收二千零六十六万七千四百九十一贯二百六十文。”同前书27之30：""（乾道七年）提领三务场管茶盐，课额浩大。”",宋代官制辞典第205页,,,,,
,提辖榷货务兼都茶场,,,,,,,,,,,,,,①提辖官。《咸淳临安志》卷8《榷货务都茶场》：“吕宗孟记提辖官题名。”②提辖。《朝野杂记》乙集卷13《四提辖》：“四提辖，谓榷货务都茶场、杂买务杂卖场、文思院、左藏东西库是也。”《宋会要•职官》73之45《黜降官》：“提辖行在杂卖场吕启宗、提辖建康府榷货务都茶场许兴裔并与祠禄。”③提辖榷货务。全称应为提辖榷货务兼都茶场。《宋会要•职官》73之45：“提辖榷货务赵希闵并与祠禄。”《合璧后集》卷49《榷货务都茶场》：“都茶场仍令提辖榷货务官兼行提辖。”④榷货。《朝野杂记》乙集卷13《四提辖》：“先是四辖官外补则为州⋯⋯。乾道八年十二月，榷货王禋除福建市舶。”⑤榷务。《宋史•职官志》1《榷货务都茶场》：“榷务王禋除市舶。”,宋代官制辞典第205页，宋代官制辞典第206页,,,,,
,提辖榷货务都茶场司,,,,,,,,,,,,,,①提辖司。《宋会要职官》27之50《榷货务》：“其都茶场仍令提辖司货务官并行提辖。”《合璧后集》卷49《四辖》：“榷货务都茶场。建炎四年，诏榷货务都茶场依旧隶左右司，其提领、措置并罢，其都茶场仍令提辖榷货务官兼行提辖。”②榷辖司。《宋会要•职官》41之44《总领所》：“国家置四总领所，以董军饷⋯⋯，又于建康、镇江各有榷务一司，干茶盐之利。……总所坐享其逸，朝廷实任其劳，无乃体统倒置邪。……榷辖一司官吏皆可省罢，欲乞将镇江、建康两处场务日下结局，仍旧付之总领。”,宋代官制辞典第206页,,,,,
,监榷货务都茶场,,,,,,,,,,,,,,①榷货务监官。正式官衔应为“监榷货务都茶场”。《周文忠公全集》卷151《不旷差遭回奏》：“前日，本人欲榷货务监官，缘在法须关升亲民人，所以难行。“《宋会要•食货》55之27：“诏榷货务都茶场监官通行管干，仍以“监榷货务都茶场’系衔。”②监场官。《宋史•职官志》1《榷货务都茶场》：“监场官二员。”《合璧后集》卷49《榷货务都茶场•事类》：“都堂条弊陈从古，字希颜，监行在榷货务都茶场。”,宋代官制辞典第206页,,,,,
,提领榷货务都茶场所干办公事,,,,,,,,,,,,,,,宋代官制辞典第206页,,,,,
,在京榷货务,,,,,,,,,,,,①收受商人现钱，换给钞引，让商人到指定的地点支取茶、盐（《宋史食货志》下5《茶》、下4《盐》，《宋会要•食货》55之22）。②香药、象牙、绢帛等宝货的出卖（《宋会要•食货》55之22《榷货务》）。,,①榷货务。全称应为在京榷货务（地方尚有六榷货务）。《宋会要•食货》55之22《榷货务》：“淳化五年三月，诏在京榷货务入博绢帛⋯⋯。天禧四年四月，以弓弩院榷货务，远火患也。”②京师榷务。《宋史•食货志》下5《茶》：“若行商，则铺贾为保任，诣京师榷务给钱，南州给茶。”③京城务。《宋史•食货志》下5《茶》：“京城务虽存，但会给交钞往还。”,宋代官制辞典第206页,①榷务之名，唐已有称之，但非正式司名，为榷易使职任之意（《白居易集》卷53《裴弘泰可太府少卿、知左藏库出纳制》）。北宋太祖朝已见置榷货务（《长编》卷11丁亥）。熙宁五年（1072）七月，改市易西务下界。元丰七年四月十二日复榷货务。徽宗朝，与都茶场归趋统管，至南宋，易为行在榷货务（《宋会要•食货》55之33《榷货务》、《宋会要•职官》27之14）。,,,,
,榷货务,,,,,,,,,,,,北宋时，江南交通要冲会府，设榷货务，独擅茶叶的买卖权，即由榷货务从园户手中包买茶叶，转手又由榷货务包卖给商人，就在这一买、一卖之间，赚取巨额茶息。江南地区设榷货务六：江陵府、真州、海州、汉阳军、无为军、蕲州之蕲口（《宋史•食货志》下5《茶》）。,,榷务。《宋史•食货志》下5《茶》：“总为岁课江南千二十七万余斤，……悉送六榷务。”《长编》卷100壬午：“（江南）曰江陵府、曰真州、曰海州、曰汉阳军、曰无为军、曰蕲州蕲口为榷货务。”,宋代官制辞典第206页，宋代官制辞典第207页,,,,,
,山场,,,,,,,,,,,,,,,宋代官制辞典第207页,,,,,
,买钞所,,,,,,,,,差榷货务监官二员，使臣（或选人）一员，共三员为管勾官。其官印为“榷货务买钞所朱记”（《宋会要•职官》27之18）。,,,募商人入纳粮草，换给盐钞，或乳香、茶钞、度牒、官告及其它杂物。崇宁四年六月二十三日后，扩大兑换钱引业务（《宋会要•职官》27之18、《宋史•食货志》下4）。,,,宋代官制辞典第207页,北宋熙宁间，市易司置买钞场，给盐钞于指定盐场支盐。崇宁二年十二月四日，置买钞所；四年六月二十三日，在京交子务并入（《长编》卷263乙巳、《宋会要•职官》27之18）。,,,,
,博买都茶场,,,,,,,,,,,,卖茶买马，即以官卖专利所得钱，至边地产马区换马（《宋史•食货志》下6《茶》）。“（元丰五年）陆师闵建言：‘……于成都府路置博卖都茶场。’事皆施行。……至是，师闵以买马司兼领茶场。”,,都茶场。《净德集》卷3《奏为缴连先知彭州且三次论奏榷买川茶不便条述今来利害事状》：“陆师闵置都茶场以博茶名，尽买诸货，一如市易。”《宋史•食货志》下6《茶》：“于成都府路置博买都茶场。”,宋代官制辞典第207页,元丰五年（1082）始置于成都府路。,,,,
,茶场司,,,,,,,,,,,,垄断所隶茶民茶叶的包买，并就本司立即转卖，转手之间，从中攫取茶息十之三（《栾城集》卷36《论蜀茶五害状》）。,,①茶司。《净德集》卷3《论奏榷买川茶不便并条述今来利害事状》：“递铺运送茶司文字，运限之法太重。“《宋史•食货志》下6《茶》：“知彭州吕陶言：‘今茶场司务重立法。'”②茶场。《宋史•食货志》下6《茶法》：“自熙宁七年至元丰八年，蜀道茶场四十一。”,宋代官制辞典第207页,宋初陕蜀与广南无禁茶之制，神宗熙宁七年（1074），于成都府路诸州创置茶场司（《宋史•食货志》下6《茶》）。,,,,
,行在会子务,,,,,,,,,提领官由都司兼领。工匠二百零四人（《咸淳临安志》卷9《会子库》）。,,,以左藏库拨款七十万贯为本钱，印行会子（纸币），分一千、二千、三千三等，流通于东南诸路，凡上供、军需均许以会子代现钱（《要录》卷188丙辰）。,,会子所。《梦粱录》卷只《省所》：“会子所……在三省大门内。职以都司官兼领。”,宋代官制辞典第207页,绍兴三十一年二月十三日始置于临安府（《要录》卷188丙辰）。,,,,
,会子库,,,,,,,,,,,,,,,宋代官制辞典第207页,,,,,
,左藏封桩库,,,,,,,,,隶尚书省左、右司。提领左藏封桩库一员，另设监左藏封桩库、监左藏封桩库门官各一员。吏人：逐库各置副知、手分、书手、库子各一名（《宋会要•食货》51之9《左藏库》）。,,,储藏金、银、钱币，以供奉皇帝亲属（太上皇、皇后及后宫之类）与军事急需开支（《朝野杂记》甲集卷17《左藏封桩库》）。,,封桩库。《宋会要•职官》51之19《左藏库》：“（开禧元年）臣闻孝宗创立封桩库。”《朝野杂记》甲集卷17《左藏封桩库》：“左藏封桩库，孝宗所创也。”,宋代官制辞典第207页,南宋孝宗淳熙二年（1175）十一月十一日创置，实由左藏南上库与封桩库合并而成（《宋会要•食货》51之7《左藏库》）。,,,,
,提领左藏封桩库,,,,,,,,,,,,,,,宋代官制辞典第207页，宋代官制辞典第208页,,,,,
,提领左藏封桩库所,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,监左藏封桩库,,,,,,,,,,,,,,监封桩库。《合璧后集》卷50《监封桩库》：“渡江后，有左藏封桩库者，孝宗所创也。”,宋代官制辞典第208页,,,,,
,监左藏封桩门,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,左藏封桩库副知,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,左藏封桩库手分,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,左藏封桩库书手,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,左藏封桩库库子,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,尚书省讲议司,,,,,,,,,提举讲议司一人，宰相兼。讲议司详定官三人。讲议司参详官四人。讲议司检讨文字二十人（每一事，由三检讨官主之）。又有议司检阅文字（《宋会要•职官》之13、15）。,,,以禁元祐法、复熙丰法“兴利补弊”为名，擅议宗窒、国用、商旅、盐泽、赋调、冗官、尹牧七大事，并随事委派讲议司官出外执行相度措置使命（如措置两浙盐事）。其职能近于制置三司条例司，颇侵夺三省之权（《长编拾补》卷20，《续通鉴纲目》卷9）。,,①讲议司。《长编本末》卷132，崇宁元年十一月壬子：“讲议司言。”②都省讲议司。《十朝纲要》卷16，崇宁元年：“七月甲午，诏都省置讲议司。”《宋史•职官志》2《讲议司》：“崇宁元年，以尚书省讲义武备房归枢密院置。”,宋代官制辞典第208页,崇宁元年（1102）七月一日置，三年四月结局（《宋会要•职官》之13、15）。,,,,
,提举尚书省讲议司,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,讲议司详定官,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,讲议司参详官,,,,,,,,,,,,,,,宋代官制辞典第208页,,,,,
,讲议司检讨文字,,,,,,,,,,,,,,检讨官。《宋史•沈铢传》：“锡，崇宁初为讲议司检讨官。”《长编纪事本末》卷132，崇宁元年八月丁巳：“每事委官三员讨论，并乞差充检讨文字。”,宋代官制辞典第208页,,,,,
,讲议司宗室检讨文字,,,,,,,,,,,,,,宗室检讨官。全称应为尚书省讲议司宗室检讨文字。,宋代官制辞典第208页,,,,,
,讲议司冗官检讨文字,,,,,,,,,,,,,,冗官检讨官。,宋代官制辞典第208页,,,,,
,讲议司国用检讨文字,,,,,,,,,,,,,,国用检讨官。,宋代官制辞典第208页,,,,,
,讲议司赋调检讨文字,,,,,,,,,,,,,,赋调检讨官。,宋代官制辞典第208页，宋代官制辞典第209页,,,,,
,讲议司商旅检讨文字,,,,,,,,,,,,,,商旅检讨官。,宋代官制辞典第209页,,,,,
,讲议司盐泽检讨文字,,,,,,,,,,,,,,盐泽检讨。《长编纪事本末》卷132，崇宁二年九月壬午条注：“冯谌……为盐泽检讨。”,宋代官制辞典第209页,,,,,
,讲议司尹牧检讨文字,,,,,,,,,,,,,,尹牧检讨官。,宋代官制辞典第209页,,,,,
,尚书省讲议司检阅文字,,,,,,,,,,,,,,,宋代官制辞典第209页,,,,,
,尚书省讲议财利司,,,,,,,,,提举官四人。详议官二人。详定官二人。参详官四人（《长编本末》卷132、《宋会要•职官》5之15、16）。,,,讨论挽救宋廷财政危机的对策，所谓“省冗员、节浮费、重爵赏，以裁抑侥滥”（《宋会要•职官》之18）。,,①讲议司。《十朝纲要》卷18：“宣和六年十一月丙戌，置讲议司。”《长编拾补》卷48，宣和六年十一月丙戌：“手诏：……差蔡攸、白时中、李邦彦就尚书省置讲议财利司。”②尚书省讲议司。《宋史•职官志》1《提举讲议司》：“宣和六年，又于尚书省置讲议司。”,宋代官制辞典第209页,北宋宣和六年十一月十三日（丙戌）置，次年徽宗禅位，不了了之（《长编拾补》卷48）。,,,,
,提举尚书省讲议财利司,,,,,,,,,,,,,,,宋代官制辞典第209页,,,,,
,尚书省详议司,,,,,,,,,,,,,,,宋代官制辞典第209页,,,,,
,议礼局,,,,,,,,,,,,,,,宋代官制辞典第209页,,,,,
,礼制局,,,,,,,,,,,,,,,宋代官制辞典第209页,,,,,
