类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,宗正寺伴读,,,,,,,,,,,,,,,宋代官制辞典第316页,,,,,
,主行编修属籍案,,,,,,,,,,,,,,属籍案。《宋史•职官志》4《宗正寺》：“分案二：曰属籍，曰知杂。“《宋会要•职官》20之12：“欲于主行编修属籍案内，置手分。”,宋代官制辞典第316页,,,,,
,知杂案,,,,,,,,,,,,,,,宋代官制辞典第316页,,,,,
,宗正寺职掌,,,,,,,,,,,,,,宗正史。“吏”与“史”通。《长编》卷119戊寅：“赵良规等领宗正丞事，坐宗正史薛诰盗太庙夹室册匣所饰金。”胥长吏名。隶宗正寺，符史中位次最高者，由胥佐、胥史等递迁。如胥长任满五年，通及入仕二十年，可依条出职补将仕郎（迪功郎）（《宋会要•职官》20之14）。,宋代官制辞典第316页,,,,,
,府吏,,,,,,,,,,,,,,,宋代官制辞典第316页,,,,,
,太庙令,,,,,,,与太社令、籍田令同，为正九品（同前书卷）。,,,,,掌宗庙荐新、七祀及功臣从享之礼（《通考•职官》9《宗正卿》）。,,,宋代官制辞典第316页,东汉有太常太庙令（《宋书•百官志》上）。北齐有太常寺太庙署令，掌郊祀、太庙、社稷等事（《隋书•百官志》中）。北宋沿置（《宋会要•职官》22之34）。,,,,
,西京诸陵所,,,,,,,,,陵所均设有陵使、副陵使、都监、巡检、勾当香火内品。奉先、奉园等指挥七千余官兵，分守各陵；巡检下又各统士兵百人（同前书卷）。,,,掌看守皇陵、岁时荐献、修补陵寝及园庙、祠坟。,,,宋代官制辞典第316页,,,,,
,三陵使、副使,,,,,,,,,,,,,,,宋代官制辞典第316页,,,,,
,三陵都监,,,,,,,,,,,,,,,宋代官制辞典第316页,,,,,
,陵使、副陵使,,,,,,,,,,,,,,,宋代官制辞典第316页,,,,,
,陵都监,,,,,,,,,,,,,,都监。《宋会要•礼》37之40：“依诸陵故例，隶属都监。”,宋代官制辞典第316页，宋代官制辞典第317页,,,,,
,陵巡检,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,诸陵勾当香火内品,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,陵台令司,,,,,,,,,陵台令司，北宋止置于永安县（南宋升为军）一处。设陵台令，由永安知县（南宋升为知永安军）兼（《宋会要•礼》37之41、《长编》卷66庚午）。,,,掌供奉陵寝、园庙、会圣宫取索事。,,,宋代官制辞典第317页,庙寝令之置，始于西汉（《汉书•百官公卿表》上）。唐每陵置丞、令各一，隶宗正寺（《通考•职官》9《宗正卿》）。北宋创置陵台令，置令司（《宋会要•职官》37之41）。,,,,
,陵台令,,,,,,,从七品（《庆元条法》卷4《官品令》）。带衔“兼陵台令”知县“量加优异”，归堂除阙，许借绯服（《宋会要•职官》37之42）。,,宋代设陵台令之县，前后共三处：太宗朝巩县，真宗朝及以后永安县（军）。南宋会稽县（同前书37之27、29、45）。,,,北宋西京七帝八陵，南宋会稽县七陵（南宋六帝陵加北宋徽宗永祐陵）及相应的皇后园陵供奉祭祀、修葺等取索物事、土地、人力等，分别由北宋知永安县兼陵台令，与南宋知会稽县兼陵台令应付。,,陵令。《宋会要•礼》37之29：“仍就陵令公宇增修县廨。”《长编》卷275丁巳：“太常礼院遍至诸陵点阅祠事，……仍以陵台令陪位。”,宋代官制辞典第317页,汉设有陵令，隶太常（《后汉书•百官志》2）。唐天宝十载（751）始有陵台令之名（《事物纪原》卷6《陵台令》）。宋代沿设，但无专官，皆为陵寝所在县县令或知县兼（《宋会要•礼》37之27、29、42、45）。,,,,
,巩县令兼陵台令事,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,知陵台令兼永安县事,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,知会稽县事兼主管攒宫事务,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,知会稽县事兼陵台令,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,攒宫司,,,,,,,,,攒宫司置都监、提辖守卫军兵使臣（高宗朝称巡检）；看守兵士不定，或三百人，或百人，七十八人（《宋会要•礼》37之43、44，《宋史•礼》26《哲宗皇后孟氏》）。,,,掌攒宫（即陵寝或园陵）之看守，朔望祭祀、修治等事。,,,宋代官制辞典第317页,,,,,
,攒宫都监,,,,,,,,,,,,,,,宋代官制辞典第317页,,,,,
,检察宫陵所,,,,,,,,,,,,掌检察诸攒宫司公事及承受有关皇陵诏旨、省札及所辖有司申奏文字（《宋会要•礼》37之42、43、45）。,,,宋代官制辞典第317页，宋代官制辞典第318页,南宋绍兴二十七年（1157）六月九日始置（《宋会要•礼》37之42）。,,,,
,山陵使,,,,,,,,,,,,,,,宋代官制辞典第318页,,,,,
,园陵使,,,,,,,,,,,,,,,宋代官制辞典第318页,,,,,
,陵官,,,,,,,,,,,,,,,宋代官制辞典第318页,,,,,
,园令,,,,,,,,,,,,亲王坟域称园，园令掌出纳神主等事（同前书卷）。,,,宋代官制辞典第318页,西汉太常官下有园令、丞（《汉书•百官表》）。北宋英宗治平三年见置（《宋史•礼志》26《濮安懿王园庙》）。,,,,
,知园令,,,,,,,,,,,,,,,宋代官制辞典第318页,,,,,
,大宗正司,,,,,,,,,官额有：知大宗正司、同知大宗正司事各一人（或置判大宗正司、同判大宗正司官），知大宗正丞事二人，讲书、教授十二人。记室参军一人（熙宁三年二月置丞后罢）（《宋会要•职官》20之16）。设案六：士案、户案、仪案、兵案、刑案、工案。吏额：主押官一、押司官一、前行一、后行十二、正名贴司十、守阙正名贴司四、私名贴司十一人（徽宗朝以后时有变化）（《宋会要•职官》20之20）。,,,自太祖至仁宗朝，宗室繁衍，达数千人，宗正寺难以统管，建本司专以统掌皇族的教育、训谕、政令，纠察违失，并裁决宗室中的纠纷、词诉，法例有疑、难以处理者，即同上殿奏闻以取裁。皇族及其子弟，凡奏事，必经宗司而后闻，不得直接上殿。合教法与治法于一，使大宗正司成为统率皇族宗室之权威机构（《玉海》卷130《景祐大宗正司》、《咸淳临安志》卷8《大宗正司》）。,,"①宗正司。《宋会要•职官》20之25：“宗室训名，系宗正司报宗正寺。”《东斋纪事》卷1：“景祐三年始置大宗正司。⋯⋯有所奏请，不得专达，必经宗正司详酌而后以闻。”②大宗正。《玉海》卷130《景祐大宗正司》：“嘉定，以嗣秀王兼总大宗正。”③宗司。《宋会要•职官》20之6：“宗正寺长贰不专差国姓官，盖自有宗司以统皇族也。”《玉海》卷130《咸平宗正寺》：“大宗正司统皇族。”④大宗司。《宋会要•崇儒》1之5：“祖宗朝凡宗室事，大宗司治之；玉牒之类，宗正寺掌之。""⑤大宗正寺司。大宗正司繁称，其间“寺”字为多余。《长编》卷327辛亥：“自今宗室防御使转观察使以上听大宗正寺司磨勘。”",宋代官制辞典第318页,北齐有大宗正寺之名（《隋书•百官志》中）。北宋景祐三年（1036）七月十九日始置（《长编》卷119乙未）。南宋建炎、绍兴初，大宗正司屡经迁徙，由建康至广州、又至绍兴，称大宗正行司。绍兴元年十月九日，又于行在所置行在大宗正司。及至孝宗乾道七年十月十六日，绍兴府大宗正行司并归临安行在大宗正司，合二为（《宋会要•职官》20之22、32《大宗正司》）。,,,,
,判大宗正司事,,,,,,,以皇帝近属而官尊者为“判”。元丰改制后官司带“判”者悉除去，唯判大宗正司事官保留（《燕冀诒谋录》卷4、《宋史•职官志》4《大宗正司》）。如赵允让以郡王判，郡王则为从一品官。,,一员（《宋会要•职官》22之20）。,,,与知大宗正司事同，总领大宗正司事。,,①判大宗正司。《长编》卷175己亥：“判大宗正司允让。“②判大宗正事。《长编》卷192庚午：“同判大宗正事、北海郡王允弼为武宁节度使、兼侍中、判大宗正事。”③判。《玉海》卷130《景祐大宗正司》：“以知大宗正濮王为判。”《宋史•宗室》2《濮安懿王传》：“庆历四年，封汝南郡王、同平章事，改判大宗正司。”,宋代官制辞典第318页,庆历四年，以知大宗正司事、汝南郡玉赵允让为判大宗正司事，是为置判之始（《宋史•宗室》2《濮安懿王》）。南宋沿置。,,,,
,同判大宗正司事,,,,,,,,,,,,,,①同判宗、同判大宗正事。《金佗稡编》卷9《同判宗士㒟等前去祈谒陵寝省札》：“右勘会已降指挥差同判大宗正事士偯、兵部侍郎张焘前去祗谒陵寝。”②同判大宗正司。《宋会要•职官》20之19：“同判大宗正司宗景家法甚严。”③同判。略称。《玉海》卷130《景祐大宗正司》：“以知大宗正濮王为判，同知允弼为同判。”《长编》卷192庚午：“宁国节度使、同平章事、北海郡王允弼为武宁节度使兼侍中、判大宗正事。”,宋代官制辞典第318页，宋代官制辞典第319页,,,,,
,知大宗正司事,,,,,,,以宗室团练使（从五品）以上、并选行谊堪为表率者充（《宋会要•职官》20之16、《合璧后集》卷47《大宗正司》）。,,一人。,,,领大宗正司事。诸如训导诸王子孙，纠其违失，及有关皇族宗室之政令，统掌之。参“大宗正司”条。,,"①知宗。《宋会要•职官》20之22：”（建炎三年）知宗仲琮契勘。”同前书20之21：""（建炎三年）知大宗正事仲琮言。”②知大宗正。《玉海》卷130《景祐大宗正司》：“以知大宗正濮王为判。”《宋史•职官志》4《大宗正司》：“濮王知大宗正事。”③知宗正司事。《分纪》卷32《大宗正司》：“知宗正司事今知大宗正司，每岁有减磨勘恩例。”④知大宗正司。《长编》卷264丙寅：“诏知大宗正司官及十年取旨。“⑤知大宗正寺。宋大宗正司不称“寺”，北齐有“大宗正寺”之称。《宋史•宗室》2《濮安懿王传》：“上建睦亲宅，命知大宗正寺。”《隋书•百官志》中：“（后齐）大宗正寺，掌宗室属籍。”",宋代官制辞典第319页,北宋景祐三年（1036）七月十九日始置。南宋沿置。,,,,
,同知大宗正司事,,,,,,,,,,,,,,①同知宗正司事、同知大宗正事。《分纪》卷32《大宗正司》：“同知宗正司事。”②同知宗。《宋会要•崇儒》1之1《宗学》：“崇宁以知宗、同知宗兼领学事。”③同知。《玉海》卷130《景祐大宗正司》：“以知大宗正濮王为判，同知允弼为同判。”“（宝元二年）允弼同知大宗正事。”,宋代官制辞典第319页,,,,,
,记室参军,,,,,,,王府记室参军为从八品（《宋史•职官志》8《官品》）。,,一人。,,,掌撰写笺、奏（同前书卷）。,,记室。《宋会要•职官》20之17：“（大宗正司）记室一人，典笺奏。”20之18：“同知大宗正丞事宋靖国、诸王宫记室参军王慥皆坐累夺官一秩。”,宋代官制辞典第319页,记室参军之官，始置于晋朝（《事物纪原》卷5《记室》）。大宗正司记室参军，始置于北宋仁宗朝建大宗正司时，神宗熙宁三年二月十二日罢置，其职事为知大宗正司丞事所代（《宋会要•职官》20之17）。,,,,
,知大宗正司丞事,,,,,,,由文臣升朝官以上充。如熙宁三年以都官员外郎差充知丞事，都官员外郎其时因唐制为从六品上，至元丰后为正七品。元丰改制后，升朝官以上，即通直郎（正八品）以上。,,①北宋置二人。②南宋置一员（《宋史•职官志》4《大宗正司》）。,,,参领本司事兼掌撰写笺奏（《宋会要•职官》20之17）。,,①大宗正丞。《齐东野语》卷7《洪君畴》：“大宗正丞赵崇璠上时相谢方叔国书。”《宋会要•职官》20之20：“知大宗正丞事、同知大宗正丞事各一员。”②知宗正丞、知丞事。《宋会要•职官》20之17：“《神宗正史职官志》大宗正司……丞二人，以文臣升朝官以上充。……自熙宁初置丞。……（熙宁三年二月）命都官员外郎张稚圭知丞事，继以光禄寺丞李德刍同知丞事。”“知宗正丞张稚圭。”③知大宗正丞、宗丞。《宋史•职官志》4《大宗正司》：“中兴后，又置知大宗正丞一员，以文臣充。”《合璧后集》卷47《宗丞》：“诏大宗正丞，中书省奏差。”《宋会要•职官》20之24：”（绍兴五年）诏知大宗正丞事依宗正寺丞作职事官支破请给。”④大宗正寺丞。《宋史•谢方叔传》：“大宗正寺丞赵崇璠。”《玉海》卷130《景祐大宗正司》：“（熙宁三年）诏大宗正司置丞二人，以张稚圭、李德刍为之。”《宋史•职官志》4《大宗正司》：“中兴后，……又置知大宗正丞一员。”,宋代官制辞典第319页，宋代官制辞典第320页,北宋熙宁三年二月十二日始置（《玉海》卷130《景祐大宗正司》）。南宋沿置。,,,,
,同知大宗正司丞事,,,,,,,以文臣朝官（通直郎）以上充。位次于知大宗丞事。,,,,,与“知大宗正司丞事”同。,,同知丞事。《宋会要•职官》20之17：“熙宁三年二月中书门下言：‘大宗正司请置丞二员于睦亲、广亲宅。’从之。命都官员外郎张稚圭知丞事，继以光禄寺丞李德刍同知丞事。”同前书20之20：“知大宗正丞事、同知大宗正丞事各一员。”,宋代官制辞典第320页,北宋熙宁三年二月十二日始置。南宋未置（《宋会要•职官》20之17，参《玉海》卷130《景祐宗正司》）。,,,,
,讲书,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,教授,,,,,,,,,,,,,,宫教。《宋会要•职官》20之40：“绍兴府宗正行司教授、绍兴主管财用、宗丞各减一员。……判大宗正事、恩平郡王璩言：‘绍兴府大宗正行司昨差宗丞一员、财用一员、宫教二员，近裁减宗丞、宫教各一员。’”,宋代官制辞典第321页,,,,,
,士案,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,户案,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,仪案,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,兵案,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,刑案,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,工案,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,主押官,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,押司官,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,前行,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,后行,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,正名贴司,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,守阙正名贴司,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,私名贴司,,,,,,,,,,,,,,,宋代官制辞典第320页,,,,,
,行在大宗正司,,,,,,,,,,,,,,大宗正司。乾道七年十月十六日前，均行在大宗正司简称，有别于绍兴府大宗正行司。《宋会要•职官》20之28：“（绍兴二十二年）十二月十一日，诏大宗正司并绍兴府行司知宗，权通以两员为额。”,宋代官制辞典第320页，宋代官制辞典第321页,,,,,
,绍兴府大宗正行司,,,,,,,,,,,,,,①绍兴府行司。《宋会要•职官》20之26：“见阙员数于绍兴府行司南班宗室内选择。”同前书20之32：“依绍兴府大宗正行司例更存留大方脉一员。”②绍兴府宗司。《宋会要•职官》20之33《外宗正司》：“乾道七年，省绍兴府宗司，隶行在。”《宋史•孝宗纪》2：“（乾道七年）冬十月丁未，罢绍兴宗正行司。”③绍兴府大宗正司。《宋会要•职官》20之26：“绍兴府大宗正司正任并发赴行在。”④绍兴府宗正司。《宋会要•职官》20之40：“（隆兴元年）诏行在、绍兴府宗正司教授，绍兴府主管财用，宗丞，各减一员。”,宋代官制辞典第321页,,,,,
,主管宗室财用,,,,,,,,,,,,,,主管财用。《宋会要•职官》20之37：“西外宗正司……官属：知宗士持，主管财用官二员。”,宋代官制辞典第322页，宋代官制辞典第323页,,,,,
,南京外宗正司,,,,,,,,,官额：知南外宗正司事一人，南外宗正丞（由所在州通判兼）一人，南外宗正司主簿（由所在州幕职官兼）一人，教授一人。人吏：书吏一，副书吏一，贴司一。所辖官司、库，有财用司、南外敦宗院、亲睦仓库（《宋会要•职官》20之37、39，《玉海》卷130《崇宁外宗正司》）。,,,掌南外敦宗院居住的袒免亲以下两世无官、孤遗宗子、宗女、宗妇等聚集、教导，及纠察违失事（《宋会要•职官》20之30）。,,①南外。《周文忠公全集》卷142《奏议》卷9《论宗室》：“却依南外、西外体例，择文臣老成通练者一员为同知大宗正事。”《朱子语类》卷111《论财》：“太祖位下子孙出居南京，谓之‘南外’。”《宋史•职官志》4《大宗正司》：“崇宁三年（元年之误）置南外宗正司于南京。”②南外司。《宋会要•职官》20之40：“双月送西外司，只月送南外司。”“依已降指挥分送西、南两外宗正司。”③南外宗正司。北宋时正称南京外宗正司，南宋时已不用，而便称南外宗正司。《宋史•职官志》4《大宗正司》：“置南外宗正司于南京。”《宋会要•职官》20之36：“（政和四年）南京外宗正司奏。”,宋代官制辞典第321页,北宋徽宗崇宁元年（1102）十一月十二日，始置于南京应天府（今河南商丘）。南宋初，经镇江向南流亡。建炎三年十二月移司泉州（《玉海》卷130《崇宁外宗正司》、《宋会要•职官》20之37）。,,,,
