类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,群牧行司,,,,,,,,,以权发遣群牧判官公事总领其事（《长编》卷383甲申）。,,,在秦州、凤翔府等地往来应接督办买马公事，并兼领同州沙苑监（《长编》卷283辛亥、卷383甲申）。,,行司。《长编》卷383甲申：“沙苑监……寻因置群牧行司，拨入行司管系。其行司后改为提举监牧司。”《宋史•兵志》12《市马之官》：“置群牧行司，以往来督市马者。元丰三年，复罢为提举买马监牧司。”,宋代官制辞典第145页,北宋熙宁十年七月三日始置，元丰三年四月二十一日罢，改为提举买马监牧司（《长编》卷283辛亥、卷383甲申，《宋会要•职官》23之12）。,,,,
,提点左厢诸监司,,,,,,,,,,,,,,左厢、左厢提点。《宋会要•职官》23之8：“治平四年六月十七日，诏同州沙苑监令隶陕西提举监牧司，……更不属左厢提点。”《长编》卷383甲申：“（元祐元年）沙苑监拨入右厢提点司。”《宋史•兵志》12《保马》：”（绍圣四年）罢提点所及左、右厢，惟存东平、沙苑二监。”,宋代官制辞典第145页,,,,,
,提点左厢诸监公事,,,,,,,,,,,,,,左厢提点。《宋史•兵志》12《牧监》：“（明道元年）诏遣左厢提点王舜臣往度利害。”《长编》卷490庚子：“礼宾使、提点左厢诸监公事林豫，为河北沿边安抚使，仍权兼提点左厢诸监公事。”,宋代官制辞典第145页,,,,,
,提点右厢诸监司,,,,,,,,,,,,,,①右厢提点司。《长编》卷383甲申：“诏沙苑监拨入右厢提点司。”②右厢提点。《宋史•职官志》4《群牧司》：“又有左、右厢提点，隶本司。”③右厢。《宋会要•兵》21之6：“今点记下三岁大马三千一百四十匹，乞令便拨左、右厢大马监牧管。”,宋代官制辞典第145页,,,,,
,提点右厢诸监公事,,,,,,,,,,,,,,右厢提点。《宋史•兵志》12：“诸监各置勾当官二员。又置左、右厢提点。”参“提点左厢诸监公事”条。,宋代官制辞典第145页,,,,,
,在京估马司,,,,,,,,,设勾当官一人，及兽医、典吏等。,,,掌收纳诸州买马司（务）押送进京纲马，审度肥瘦、尺寸，定其等第价值，自三十五贯一匹至八贯一匹，分二十三等；如蕃部径直进纳者，分七十五贯至二十七贯三等；献上乘马者，自一百十贯至六十贯三等。经定等验记后，又按良、驽、中三等，分送左、右骐骥院牧养。并审验臣僚献马，如无病、堪支使者，亦分送骐骥院，有病者退还（《宋会要•兵》21之18、《长编》卷43戊辰）。,,估马。《宋史•宦者•阎承翰传》：“有西京左藏库副使赵守伦，久典厩牧，至是又掌估马。”《宋会要•兵》24之7：“沿边诸州差殿侍押蕃部省马到京估马司验瘦者，等第责之。”,宋代官制辞典第145页，宋代官制辞典第146页,北宋咸平元年（998）十一月三日始置（《长编》卷43戊午）。仁宗嘉祐三年（1058）闰十二月二十五日罢，归群牧司兼领（《长编》卷188辛卯）。,,,,
,勾当估马司公事,,,,,,,,,,,,,,估马。《宋史•宦者•阎承翰传》：“勾当骐骥院杨保用、估马杨继凝皆释之。”《长编》卷76甲申：“群牧副使阎承翰与勾当估马司赵守伦。”,宋代官制辞典第146页,,,,,
,陕西估马司,,,,,,,,,,,,,,,宋代官制辞典第146页,,,,,
,典吏,,,,,,,,,,,,,,,宋代官制辞典第146页,,,,,
,马官,,,,,,,,,,,,,,,宋代官制辞典第146页,,,,,
,在外坊监,,,,,,,,,,,,,,,宋代官制辞典第146页,,,,,
,牧龙坊,,,,,,,,,,,,,,,宋代官制辞典第146页,,,,,
,监,,,,,,,,,"监有一定数额的马、牧地。如沙苑二监，每监牧马四千五百匹、牧地一万一千四百六十余顷（《宋会要•兵》21之6、7）。每监有照管养马厢兵，自指挥使副、员僚、十将、节级、槽头、刷刨至兵士。北宋京城、诸州饲养马兵校总数为一万六千三十八人。监官有提点使臣，并配有兽医等（《宋会要•兵》21之4、6、7,24之1、15）。",,,蓄养、放牧国马之所。,,①马监。南宋时或正称马监。《宋史•兵志》3《厢兵•建隆以来之制》：“马监北京大名、相安阳、洺广平、卫淇水、郓东平、许单镇、西京洛阳、同沙苑、郑原武。”《通考•兵》12《畜马》：“在外有十四监：大名（大名），广平（洺州），淇水（卫州）并分第一、第二，洛阳（河南），原武（郑州），沙苑（同州）、安阳（相州），镇宁（澶州），安国（邢州），泽（中牟），单镇（许州）。”《两备要》卷8，开禧元年庚午：“复和州马监。”②牧监。《宋史•兵志》12：“凡牧监之在河南北。天禧后，灵昌监为河决断。”③牧马监。《宋会要•兵》21之8：“系牧马监县令、逐县主簿乞兼，令本监主簿同管帐籍官物。”,宋代官制辞典第146页,唐代太仆寺下设上、中、下牧监，为蓄马之所，并有径直称“监”者，如“沙苑监”（《六典》卷17《太仆寺》）。北宋初牧马之所有沿称监者，如同州沙苑二监。至真宗景德二年七月四日，依唐制，诸州军“牧龙坊”，一律改称“监”，仍冠以所在州县名，如中牟县淳泽监、相州安阳监等（《通考•兵》12）。,,,,
,监牧指挥使,,,,,,,,,,,,,,,宋代官制辞典第146页，宋代官制辞典第147页,,,,,
,勾当监公事,,,,,,,,,,,,,,①勾当、监官。《宋会要•兵》21之5：“同州病马务⋯⋯以沙苑监官兼主之，别养本监及诸处病马。天圣二年，别差使臣勾当。”《宋史•兵志》12《官司之规》：“诸监各置勾当官二员。”②马官、监使臣。《宋会要•兵》21之1、2：“诸坊监马官，自今并以三年为满。”《宋史•兵志》12《官司之规》：“诸坊监官，并以三年为满。”《宋会要•兵》24之15：“本监使臣。”同前书21之2：“坊监自今病患马数，令兽医人逐匹当监官使臣前看验。”,宋代官制辞典第147页,,,,,
,监主簿,,,,,,,,,,,,,,,宋代官制辞典第147页,,,,,
,群,,,,,,,,,,,,,,,宋代官制辞典第147页,,,,,
,孳生监,,,,,,,,,孳生监每监牧马五百匹，多择良马为种、牝牡为群。南宋时，每牝马一百、牡马二十三匹为一群。每群差兽医、军兵（包括节级、槽头、士卒等）七十人。置监官二员。,,,以孳生繁息马驹为主的牧监。,,①孳生马监。孳生监，亦称孳生马监。《宋会要•兵》21之12：”（隆兴二年）契勘扬州孳生马监有名无实。”②马监。孳生马监省称。《宋会要•兵》21之12：“传旨令置孳生马监。……支钱五百贯与向子固措置马监使用。”,宋代官制辞典第147页,大中祥符二年，以同州沙苑监为孳生监，是之始。熙宁元年九月，以河南、诸监为孳生监。南宋沿置（《宋会要•兵》21之6、7、8、《通考•兵》12）。,,,,
,京畿孳生马监,,,,,,,,,,,,,,①孳生监。《宋会要•职官》23之18：“（元丰八年八月二十六日）朝延用（温）从吉法，置孳生马监，得驹少，而死损多。”同前书23之18：“（绍圣元年七月二十七日）依元丰指挥于府界置孳生监。”《宋史•职官志》4《太仆寺》：“绍圣元年，依元丰法置孳生监。”②府界孳生监。《宋会要•职官》18之23：”（绍圣元年七月二十七日）依元丰指挥，于府界置孳生监。“《宋史•兵志》12：“（绍圣初）复畿内孳生十监。”,宋代官制辞典第147页,,,,,
,畿内牧马监,,,,,,,,,,,,,,①府界牧马监。《宋会要•职官》23之17：“（元丰）八年八月二十六日，罢府界新置牧马监。”《宋史•职官志》4《太仆寺》：“元丰末，废畿内牧马监。”②畿内十监。《宋会要•职官》18之23：“太仆寺言：‘先朝元丰六年于畿内置十监。缘初置监日，马多地少，又功力不足，故难孳畜，首尾方及二年废罢。⋯⋯乞依元丰指挥，于府界置孳生监。’从之。”“（大观三年）京畿孳生马监司。”,宋代官制辞典第147页,,,,,
,河南、北监牧使司,,,,,,,,,两司各置监牧使一人，以朝官充。都监各一员。勾当公事官四人，以文臣京官以上二人、武臣供奉官以上二人充（《宋会要•职官》23之14）。,,,河南、河北两监牧使司统领京师外诸州牧监事，诸州外监不隶群牧司（《宋会要•兵》21之20）。,,①南、北两监牧。《长编》卷241己丑：“后卒废南、北两监牧，罢使者。”《宋会要•职官》23之15：“（熙宁八年）河南、北两监牧司并废。”②河南、北监牧。《宋会要•职官》23之16：“诏罢太原等监，依罢河南、北监牧指挥。”③监牧司。正称应为河南、北监牧使司。《宋会要•兵》24之19：“所阙额令监牧司或本路买马司补填。”24之18：“并送监牧使司。”,宋代官制辞典第147页，宋代官制辞典第148页,北宋熙宁元年九月十六日始置河南监牧使、河北监牧使，河南于河中府（后徙西京）、河北于大名府各置监牧使司。熙宁八年四月二十九日罢（《宋会要•职官》23之8、9、15）。,,,,
,河南、北监牧使,,,,,,,以朝官充。如以比部员外郎崔台符为河北监牧使、司封郎中刘航为河南监牧使。不隶群牧司，而隶枢密院（《宋会要•职官》23之8、9）。,,河南、河北两监牧司各置监牧使一员（《宋会要•职官》23之9）。,,,分领外州诸马监厩牧之政，包括奏举、按劾诸监官吏（《宋会要•职官》23之9）。,,①监牧使。全称应冠以所在地名，即河南监牧使、河北监牧使。《长编》卷213，熙宁三年七月癸丑：“监牧使周革。”同前书卷214，熙宁三年八月甲戌：“权河北监牧使周草革。”②使者。《长编》卷241乙丑：“先是河南、北置监牧使。……后卒废南、北两监牧，罢使者。”《宋会要•职官》23之8：“司封郎中刘航为河南监牧使，比部员外郎崔台符为河北监牧使。”,宋代官制辞典第148页,唐仪凤三年（678）始置检校陇右诸牧监使，后又有楼烦监牧使（《分纪》卷19《群牧司》）。北宋熙宁元年九月十六日始置河南监牧使、河北监牧使。熙宁八年四月二十九日罢（《宋会要•职官》23之8、15）。,,,,
,提举陕西等路买马监牧司,,,,,,,,,初以陕西转运使兼，后专设提举官、勾当公事官。监牧司与买马司分局治事。提举司下，于原州、渭州、德顺军置买马司并直辖同州沙苑监及凤翔府牧地（《长编》卷402己亥、《宋史•兵志》12、《宋会要•兵》22之4）。,,,广采良马，并厩牧蕃息，以供补逐路诸军及递马之需（《宋会要•兵》22之3、10）。,,①陕西监牧司。《宋会要•兵》21之7：“（治平四年十一月十四日）同州沙苑监近割属陕西监牧司。“《长编》卷516壬辰：“（元符二年闰九月）诏沙苑监依旧拨属提举陕西等路买马，仍以提举陕西等路买马监牧司为名。”②监牧司。《长编》卷337壬申：“量减监牧司年额马数。”《宋史•兵志》12：“（熙宁）十年，又置群牧行司，以往来督市马者；元丰三年，复罢为提举买马监牧司。”③提举陕西买马司、陕西买马司。元祐元年七月二十九日后，去“监牧”二字，为正称。《宋会要•兵》22之10：“（元丰三年八月二十七日）陕西买马司岁获马数无宽剩”“提举陕西买马司言”。《长编》卷383甲申：“提举陕西等路买马监牧司名合除去“监牧’二字。”,宋代官制辞典第148页,嘉祐五年（1060）八月，始以权陕西转运副使薛向专领本路监牧及买马公事，设局置官，是为之始。元祐元年七月二十九日去“监牧”二字（《宋会要•兵》22之4、《宋史，兵志》12、《宋会要•职官》23之16、《长编》卷516壬辰）。,,,,
,提举陕西等路监牧及买马公事,,,,,,,,,,,,,,,宋代官制辞典第148页,,,,,
,提举陕西等路买马监牧司勾当公事,,,,,,,,,,,,,,①陕西买马监牧司勾当公事。全称应为提举陕西等路买马监牧司勾当公事。《长编》卷402己亥：“宣德郎、陕西买马监牧司勾当公事高士英差充太仆寺丞。”同前书卷367戊子：“提举陕西买马监牧司准备差使、勾当公事。”②提勾。《长编》卷367戊子：“顷年添差勾当公事，……隶提举司者，曰提勾。”,宋代官制辞典第148页,,,,,
,提举秦凤等路买马监牧司,,,,,,,,,,,,,,,宋代官制辞典第148页,,,,,
,监牧指挥,,,,,,,,,,,,,,,宋代官制辞典第148页,,,,,
