类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,赐紫待诏,,,,,,,,,,,,,,,宋代官制辞典第79页,,,,,
,庙令差遣待诏,,,,,,,,,,,,,,,宋代官制辞典第79页,,,,,
,翰林御书院书学生,,,,,,,,,,,,,,书学生。《宋会要•职官》36之97：“近降指挥，内书学待诏至书学生试法。”,宋代官制辞典第79页,,,,,
,翰林御书院专知官,,,,,,,,,,,,,,,宋代官制辞典第79页,,,,,
,翰林御书院副知官,,,,,,,,,,,,,,,宋代官制辞典第79页,,,,,
,翰林御书院押宿官,,,,,,,,,,,,,,押宿官。《宋会要•职官》36之96：“御书院近降指挥，于皇城宫门里、资善堂后修盖置司去处，今欲了毕。本院应押宿官并诸色祗应人等，合分番本院止宿。”,宋代官制辞典第79页,,,,,
,弹琴,,,,,,,,,一人（《宋会要•职官》36之96）。,,,,,,宋代官制辞典第79页,,,,,
,着棋,,,,,,,,,,,,,,,宋代官制辞典第79页,,,,,
,擘阮,,,,,,,,,,,,,,,宋代官制辞典第79页,,,,,
,点笔班,,,,,,,,,,,,,,,宋代官制辞典第79页，宋代官制辞典第80页,,,,,
,翰林医官院,,,,,,,翰林医官院有犯罪事，按七品论，许赎刑（《长编》卷159庚午）。医官院属亲近宫中的机构，地位远比太医局（医学院）为高。,,①北宋前期，设提举官（内侍充）。医官额有翰林医官使二人，副使二人，直院四人，尚药奉御六员，翰林医官三十人，翰林医学四十人，祗候医人十三人，此为仁宗宝元二年之制（《长编》卷123甲子）。②政和三年（1113）八月二十五日，按新改医职名，立定医官局编制：和安、成和、成安、成全、保和、保安大夫、翰林良医，和安、成和、成安、成全、保和、保安郎、翰林医官共十四阶（即旧翰林医官使、副使阶）；大夫定以二十员，正郎定以三十员。翰林医效至翰林祗候（即旧直局至祇候医人）八阶，通额为三百人，其中：翰林医效七人，翰林医痊十人，翰林医愈、医证、医诊、医候、医学、祗候通作二百八十三人（医学、祗候只作一阶计）（《宋会要•职官》22之39《太医局》）。其差遣职事有医师、御医、驻泊医官等等。③南宋绍兴二年压缩编制：和安大夫至翰林良医为五员，和安郎至翰林医官为四员，翰林医效二员，翰林医痊一员。翰林医愈至翰林祇候，充大方脉兼风科十五员，小方脉科四员，针科二员，疮肿科兼折伤科二员，金镞科兼书禁科三员，口齿科兼咽喉科一员。主管医官局（入内省内侍充）一员（《宋会要•职官》36之103）。,,,以供奉皇帝、后宫、宗室医疗、用药主，承诏为大臣、百官及众人诊治为辅（《宋会要•职官》36之97），并掌国家医药的政令（《历代职官表》卷36《太医院》）。,,医官院。《长编》卷105天圣五年三月壬辰：“上乃命医官院校定《黄帝内经》。”《宋会要•职官》36之97：“翰林医官院在宣祐门内之东廊。”,宋代官制辞典第80页,北宋翰林医官院之称，最早见于景德元年八月（《长编》卷57），但，医官院以翰林医官使为长官，翰林医官使之名，太宗雍熙二年（985）三月已见置（《宋会要•职官》36之97）。元丰五年六月十四改称翰林医官局（《长编》卷327癸亥）。政和间改医职名。南宋沿置。,,,,
,提举翰林医官院,,,,,,,,,,,,,,,宋代官制辞典第80页,,,,,
,翰林医官局,,,,,,,,,,,,,,医官局。《宋会要•职官》22之40：“（绍兴十二年）设医官局生员额，并依旧制。”,宋代官制辞典第80页,,,,,
,主管翰林医官局,,,,,,,,,,,,,,本局使臣。内侍差遣通称使臣，在某局公干，则称某局使臣（勾当使臣、主管使臣等）。《宋会要•职官》36之101：“欲乞今后本局使臣常留一员。”,宋代官制辞典第80页,,,,,
,翰林医官使,,,,,,,七品（改翰林良医时为正七品）。“本院使居医官之首”（《长编》卷57庚申）。,,二人（《长编》卷123甲子）。,,,领医官院医药等公事（《宋会要•职官》36之97）。,,①医官使。《长编》卷128丁卯：“香药库使兼医官使姚可久，权落医官使，赴陕西体量藩部公事。”②院使。全称应为翰林医官院医官使。”《长编》卷57庚申：“医官领郡，非朝廷典制，不可行也。况自化今为本院使，居医官之首。“同前书卷123甲子：“翰林医官院医官使二人。”③正使。略称。《长编》卷265甲午：“翰林医官使副并五年一磨勘，医官副使以上旧无磨勘法，副使遇推恩即改正使。至是立法，……其副使迁至军器库副使乃迁医官使。,宋代官制辞典第80页,唐元和中（806—820年）始置（《册府元龟》卷669《内臣部•谴责》）。北宋雍熙二年（985）三月已见翰林医官使之记载（《宋会要•职官》36之97）。政和二年九月二十五日改医职名，易为翰林良医（《宋诏令》卷163《新定三公辅弼御笔手诏附医职》）。,,,,
,翰林医官副使,,,,,,,七品（改翰林医正时为从七品）。位次于正使，在直院（直局）之上。以尚药奉御充。,,宝元二年初定时为二员，元丰之制未变（《长编》卷123、《宋会要•职官》36之102）。,,,翰林医官院医官使的副贰，佐领院事（《宋会要•职官》36之97）。,,医官副使、副使。《长编》卷137庚寅：“比来医官多侥幸求实俸，至有尚药奉御而其人多于医官副使者。”《长编》卷265甲午：“诏翰林医官使、副使并五年一磨勘。医官副使以上，旧无磨勘法。副使遇推恩即改正使。”,宋代官制辞典第80页，宋代官制辞典第81页,仁宗宝元二年（1039）二月三日始定置（《长编》123）。政和二年九月二十五日改称翰林医正（《宋诏令》卷163）。,,,,
,直翰林医官院,,,,,,,位次于翰林医官副使、高于尚药奉御（《长编》卷123甲子）。,,①宝元二年以前七人。②宝元二年后至熙丰间定为四人（同前书卷、《宋会要•职官》卷22之39）。,,,仁宗宝元二年前已置（《长编》卷123宝元二年二月甲子）。元丰五年六月十四日改称直翰林医官局。政和三年后改称翰林医效（《宋会要•职官》22之39）。在医官院供奉医药事。,,直院。《长编》卷118辛未：“诏翰林医官，自今非迁尽同正官，毋得迁尚药奉御及直院。”,宋代官制辞典第81页,仁宗宝元二年前已置（《长编》卷123宝元二年二月甲子）。元丰五年六月十四日改称直翰林医官局。政和三年后改称翰林医效（《宋会要•职官》22之39）。,,,,
,尚药奉御,,,,,,,位次于直翰林医官院、高于翰林医官（《长编》卷123甲子）。医官中地位较高，可充任翰林医官使、副或判太医局。,,仁宗宝元二年前七人，宝元二年至熙丰间定编六人（《宋会要•职官》22之39、《长编》卷123甲子）。,,,在医官院供奉医药，或充兼判太医局等院外差遣（《长编》卷507庚申）。,,尚药奉御为习称，其全称应为翰林医官院尚药奉御，与殿中省尚药奉御有别。《长编》卷137壬辰：“比来医官多侥幸求实俸，至有尚药奉御而其入多于医官副使。”同前书卷123甲子：“翰林医官院医官使二人，直院七人，尚药奉御七人。”《长编》卷14，开宝五年十二月甲寅：“翰林医官、鸿胪寺丞刘翰为殿中省尚药奉御。”,宋代官制辞典第81页,唐殿中省尚药局置奉御官，省称尚药奉御（《大唐六典》卷11《殿中省》）。北宋初沿置殿中省尚药奉御（《长编》卷13，开宝五年十二月甲寅），盖太宗朝建翰林医官院后，即置此官（参《长编》卷123甲子）。政和三年，改称翰林医痊（《宋会要•职官》22之39）。,,,,
,翰林医官,,,,,,,①政和改医职名之前，位次于尚药奉御、高于翰林医学。②政和三年之后，为医职二十二阶之一，从七品（《宋史•职官志》8《官品》）。,,①北宋未改制前为三十人（《长编》卷123甲子）。②政和立新法后，则与和安郎等诸正郎混同编制，共以三十员额（《宋会要•职官》22之39）。,,,在翰林医官院供奉医药或外任差遣。参“翰林医官院•职掌”条。,,医官。《长编》卷123甲子：“医官三十人、医学四十人、祗候医人十三人。”同前书卷4乾德元年闰十二月己酉：“命太常寺考翰林医官艺术，黜其不精者凡二十二人。”,宋代官制辞典第81页,唐贞元八年（792）八月始置（《事物纪原》卷6《横行武列部》）。北宋太祖乾德元年（963）已见置（《长编》卷4甲申）。政和三年医官立额之后，翰林医官、翰林医学、祗候医人为翰林医候、翰林医学、翰林祗候所代替。其后，翰林医官成了与翰林医正通用的官称（《宋会要•职官》36之102）。,,,,
,翰林医学,,,,,,,政和后为从九品（《宋史•职官志》8《官品》）。①政和前，位于翰林医官之下、祗候医人之上。②政和后，位于翰林医候之下、翰林祇候之上（《长编》卷123甲子、《宋会要•职官》22之39）。,,北宋宝元二年前定编四十人，政和立新法，自翰林医效以下至翰林医学、翰林祇候混同编制共二百八十三人（同上书卷）。,,,在翰林医官院供奉医学或外任差遣（参《长编》卷115壬子）。,,医学。《宋史•方技》上《赵自化传》：“表为医学，再加尚药奉御。”《长编》卷22癸酉：“张成象以献医书补翰林医学。”,宋代官制辞典第81页，宋代官制辞典第82页,北宋太平兴国六年（981）十二月已见置（《长编》卷22癸酉）。政和三年立新法，翰林医学之名不变，但称医工，不列入医职（《宋会要•职官》36之102）。,,,,
,翰林祗候医人,,,,,,,北宋政和前，为诸医职中最末一等。政和三年改翰林祗候之后，未入品。,,北宋前期十三人（《长编》卷123甲于）。,,,在翰林医官院供奉医药或外任差遣。参“翰林医官院•职掌”条。,,祇候医人。《长编》卷123甲子：“医学四十人，祗候医人十三人。”《宋会要•职官》36之100：“（政和二年十一月）医官副使以下至翰林祗候医人各取脚色一本。”,宋代官制辞典第82页,北宋仁宗宝元二年前已置（《长编》卷123甲子）。政和三年立新法，改称翰林祇候，但称医工，不列入医职（《宋会要•职官》36之102）。,,,,
,内宿医官,,,,,,,,,,,,,,,宋代官制辞典第82页,,,,,
,医师,,,,,,,官品视所带医阶。序位在御医之上（《宋会要•职官》36之102）。,,,,,在宫内宿直、侍候御前医药。,,医师。在宋代，医师也用作从医人员的泛称。《长编》卷52乙酉：“诏医师疗疾当按方论。若辄用邪法伤人肤体者，以故杀伤论。时泾州民毛密，以禁术疗民妻，绳缚手足，桃仗击之，自初夕至三鼓死。”,宋代官制辞典第82页,医师之名始见于《周礼•天官》。隋太医署始有医师之设（《隋书•百官志》下）。北宋翰林医官院无医师职名，但选补入内内宿医官差遣，其医术高明专为皇帝、皇后等看病者，有医师之称。《元丰法》：“选保试补医师，听御笔差填。”（《宋会要•职官》36之105）,,,,
,御医,,,,,,,视所带医官阶定官品。如翰林医效、御医杨师道（《宋会要•职官》36之104），御医杨师道官品为从七品（翰林医效）。序位在医师之下。,,①绍兴十二年四月十人（《宋会要•职官》36之104）。②绍兴三十年增置二十八人，其中大方脉五员，小方脉三员，风科、口齿科、眼科、针科、疮肿科、产科共二十员（同前书36之105）。,,,值宿宫内，分科祗应医药事。,,,宋代官制辞典第82页,晋朝已有御医之名（《晋书•齐王攸传》）。北宋设御医之职，系翰林医官院（局）医官的差遣。南宋沿置（《宋会要•职官》36之103、105）。,,,,
,诊御脉,,,,,,,视所带医官阶而定。如额内和安郎、诊御笔汤公材，其官品为从七品（和安郎）（《宋会要•职官》36之105）。,,①南宋绍兴十二年四月时为十人（《宋会要•职官》36之104）。②绍兴三十年四人（同前书36之105）。,,,专事祇应御前诊候脉搏，随时了解皇帝健康状况；诊察病情、开药方疗治。及应付宫中诊治（《长编》卷199八月条、《宋会要•职官》36之104）。,,国医。《长编》卷66己丑：“诏遣国医驰往疗之。”《朝野类要》卷2《国医》：“此名医中选差充诊御脉内宿祗应。此是翰林金紫医官。”,宋代官制辞典第82页,北宋始见置，南宋沿设（《长编》卷198仁宗嘉祐一年三月甲辰）。,,,,
,入内看医,,,,,,,,,,,,,,,宋代官制辞典第82页,,,,,
,驻泊医官,,,,,,,,,,,,,,,宋代官制辞典第82页,,,,,
,医职,,,,,,,,,,,,,,,宋代官制辞典第82页,,,,,
,医工,,,,,,,,,,,,,,,宋代官制辞典第82页,,,,,
,太医,,,,,,,,,,,,,,,宋代官制辞典第82页,,,,,
