类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,司簿,,,,,,,正七品。在尚宫所属四司中，位次于司言（《宋会要•后妃》4之2）。,,二人。下有僚佐典簿、掌簿各二人，女史六人。,,,掌宫人名簿、禄赐等事。,,,宋代官制辞典第16页,隋炀帝时始设二十四司，内有司簿，掌宫人名册及财务（《北史•后妃传》上）。宋朝太祖时沿置（《宋会要•后妃》4之1）。,,,,
,典簿,,,,,,,具体官品失载，盖介于司簿（正七品）与掌簿（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司簿、典簿、掌簿》）。,,二人。,,,为司簿官之佐贰。,,,宋代官制辞典第16页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见（《宋会要•后妃》4之2）。,,,,
,掌簿,,,,,,,正八品。位在典簿之下（《宋会要•后妃》4之2）。,,二人。,,,与典簿同为司簿之佐贰。,,,宋代官制辞典第16页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司闱,,,,,,,正七品。在尚宫四司中居于末位（《宋会要•后妃》4之2）。,,六人。下设僚佐典闱、掌闱各六人，女史四人。,,,掌后宫门闱钥匙。,,,宋代官制辞典第16页,隋炀帝时始置，掌后宫门閤、钥匙（《北史•后妃传》上）。宋朝于真宗时始见置。,,,,
,典闱,,,,,,,不明。盖介于司闱（正七品）与掌闱（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司闱、典闱、掌闱》）。,,六人。,,,为司闱官之佐贰。,,,宋代官制辞典第16页，宋代官制辞典第17页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌闱,,,,,,,正八品。位次于典闱（《宋会要•后妃》4之2）。,,六人。,,,与典闱同为司闱官之佐贰。,,,宋代官制辞典第17页,隋帝时始置（《北史•后妃传》）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,尚仪,,,,,,,正五品，位于尚宫之下、尚服之上。,,二人。,,,掌后宫礼仪、起居。管辖本尚四司：司籍、司乐、司宾、司赞事（《宋会要•后妃》4之2）。,,尚书。六尚号称六尚书（见《宋会要•后妃》4之2）。,宋代官制辞典第17页,隋文帝时已置，掌后宫礼仪教学（《北史•后妃传》上）。宋朝真宗时始置。,,,,
,司籍,,,,,,,正七品。在尚仪四司中位居首司（《宋会要•后妃》4之2）。,,二人。下有僚佐典籍、掌籍各二人，女史十人。,,,掌经籍、教学，纸笔、几案。,,,宋代官制辞典第17页,隋炀帝时已置（《北史•后妃传》上）。宋朝于真宗时设置。,,,,
,典籍,,,,,,,具体官品失载，盖在司籍（正七品）与掌籍（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司籍、典籍、掌籍》）。,,二人。,,,为司籍官之佐贰。,,,宋代官制辞典第17页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见（《宋会要•后妃》4之2）。,,,,
,掌籍,,,,,,,正八品。位次于典籍（《宋会要•后妃》4之2）。,,二人。,,,与典籍同为司籍官之佐贰。,,,宋代官制辞典第17页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司乐,,,,,,,"正七品。在尚仪四司中，位次司籍（《宋会要•后妃》4之1,2）。",,四人。下设僚佐典乐、掌乐各四人，女史二人。,,,掌音律。,,,宋代官制辞典第17页,隋文帝时始置（《北史•后妃传》上）。宋朝于真宗时设置。,,,,
,典乐,,,,,,,具体官品失载，盖在司乐（正七品）与掌乐（正八品）之间无疑（《宋会要•后妃》4之2，并参《六典》卷12《司乐、典乐、掌乐》）。,,四人。,,,为司乐官之佐贰。,,,宋代官制辞典第17页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见（《宋会要•后妃》4之2）。,,,,
,掌乐,,,,,,,正八品。位次于典乐（《宋会要•后妃》4之2）。,,四人。,,,与典乐同为司乐官之佐贰。,,,宋代官制辞典第17页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司宾,,,,,,,正七品。在尚仪四司中，位次于司乐（《宋会要•后妃）4之2）。,,二人。下有僚佐典宾、掌宾、女史各二人。,,,掌女宾客参见及朝会引导之事。,,,宋代官制辞典第17页,隋炀帝时始置（《北史•后妃传》上）。宋朝于太祖朝始置。“太祖置司簿、司宾。”（《宋会要•后妃》4之1）,,,,
,典宾,,,,,,,具体官品失载，盖介于司宾（正七品）与掌宾（正八品）之间无疑（《宋会要•后妃》4之2，并参《六典》卷12《司籍、典籍、掌籍》）。,,二人。,,,为司宾官之佐贰。,,,宋代官制辞典第17页，宋代官制辞典第18页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见（《宋会要•后妃》4之2）。,,,,
,掌宾,,,,,,,正八品。位次于典宾（《宋会要•后妃》4之2）。,,二人。,,,与典宾同为司宾之佐贰。,,,宋代官制辞典第18页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司赞,,,,,,,正七品。在尚仪所属四司中居于末位（《宋会要•后妃》4之2）。,,二人。下有僚佐典赞、掌赞、女史、彤史各二人。,,,掌礼仪、班序、设版位、赞拜之事。,,,宋代官制辞典第18页,隋炀帝始置，掌礼仪赞相导引（《北史•后妃传》上）。宋朝于真宗朝设置。,,,,
,彤史,,,,,,,正七品，位高于女史（《宋会要•后妃》4之2《内职》）。,,二人。,,,掌司赞所领职事的文书记录。,,,宋代官制辞典第18页,唐朝内官尚仪局所属司赞，设有彤史，为正六品官（《六典》卷12《内官》）。彤史称谓之起，可溯至《诗经•邶风•静女》：“静女其娈，贻我彤管。”据《毛传》云：“古者后、夫人，必有女史彤管之法：……事无大小，记以成法；彤管以赤心正人也。”宋朝始见置于仁宗天圣《内命妇品职令》。,,,,
,典赞,,,,,,,具体官品名失载，盖介于司赞（正七品）与掌赞（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司赞、典赞、掌赞》）。,,二人。,,,为司赞官之佐贰。,,,宋代官制辞典第18页,隋文帝时始置（《北史•后妃传》上）。宋朝于真宗始见置（《宋会要•后妃》4之1）。,,,,
,掌赞,,,,,,,正八品。位次于典赞（《宋会要•后妃》4之2）。,,二人。,,,与典赞同为司赞官之佐贰。,,,宋代官制辞典第18页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,尚服,,,,,,,正五品，位于尚仪之下、尚食之上（《宋会要•后妃》4之3）。,,二人。,,,总掌珍宝、符契、图籍、御衣服、首饰、梳洗、仗卫兵器等事。管辖本尚四司：司宝、司衣、司饰、司仗。,,尚书，六尚通称尚书。,宋代官制辞典第18页,隋文帝时已置，掌服章、宝藏（《北史•后妃传》上）。宋朝真宗时始见置。,,,,
,司宝,,,,,,,正七品。在尚服四司中，位居首司（《宋会要•后妃》4之2）。,,二人。下有僚佐典宝、掌宝各二人，女史四人。,,,掌宝印、符节、图籍、珍宝等事。,,,宋代官制辞典第18页,隋炀帝时称司玺，唐朝改称司宝。宋朝于太宗朝设置（《六典》卷12《内官》及《宋会要•后妃》4之1《内职》）。,,,,
,典宝,,,,,,,具体官品失载，盖介于司宝（正七品）与掌宝（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司宝、典宝、掌宝》）。,,二人。,,,为司宝官之佐贰。,,,宋代官制辞典第18页,隋炀帝时有典玺，唐时改称典宝（《新唐书•百官志》2）。宋朝于真宗时始见置（《宋会要•后妃》4之1）。,,,,
,掌宝,,,,,,,正八品。位次于典宝（《宋会要•后妃》4之5）。,,二人。,,,与典宝同为司宝官之佐贰。,,,宋代官制辞典第18页，宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于太宗时已置，由司簿兼（《宋会要•后妃》4之1）。,,,,
,司衣,,,,,,,正七品。在尚服四司中，位次司宝（《宋会要•后妃》4之2）。,,二人。下有僚佐典衣、掌衣各二人，女史四人。,,,掌皇后穿戴衣服、首饰之事。,,,宋代官制辞典第19页,隋炀帝时始置，掌衣服（《北史•后妃传》上）。宋朝初称“衣服”，太宗时改为司衣（《宋会要•后妃》4之1）。,,,,
,典衣,,,,,,,具体官品失载，盖介于司衣（正七品）与掌衣（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司衣、典衣、掌衣》）。,,二人。,,,为司衣官之佐贰。,,,宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌衣,,,,,,,正八品，位次于典衣（《宋会要•后妃》4之2）。,,二人。,,,与典衣同为司衣官之佐贰。,,,宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司饰,,,,,,,正七品。在尚服四司中，司饰位居司衣之下、司使之上（《宋会要•后妃》4之2）。,,二人。其僚佐典饰、掌饰及女史各二人。,,,掌膏沐、巾栉、服玩等事。,,,宋代官制辞典第19页,隋炀帝时始置。掌梳洗、玩弄之事。宋初称“梳篦”，太宗时改称司饰（《宋会要•后妃》41）。,,,,
,典饰,,,,,,,具体官品失载，盖介于司饰（正七品）与掌饰（正八品）之间无疑（《宋会要•后妃》4之2、《六典》卷12《司饰、典饰、掌饰》）。,,二人。,,,为司饰官之佐贰。,,,宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置（《宋会要•后妃》4之2）。,,,,
,掌饰,,,,,,,正八品，位次于典饰（《宋会要•后妃》4之2）。,,二人。,,,与典饰同为司饰官之佐贰。,,,宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司仗,,,,,,,正七品。在尚服四司中，居于末位《宋会要•后妃》4之2）。,,二人。其下僚佐典仗、掌仗、女史各二人。,,,掌后宫仗卫兵器事。,,,宋代官制辞典第19页,隋炀帝时始置，掌后宫仗卫武器。宋朝于真宗时设置（《北史•后妃传》上、《宋会要•后妃》4之1）。,,,,
,典仗,,,,,,,具体官品失载，盖介于司仗（正七品）与掌仗（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司仗、典仗、掌仗》）。,,二人。,,,为司仗官之佐贰。,,,宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗朝天圣《内命妇品职令》中始见置（《宋会要•后妃》4之3）。,,,,
,掌仗,,,,,,,正八品，位次于典仗（《宋会要•后妃》4之3）。,,二人。,,,与典仗同为司仗官之佐贰。,,,宋代官制辞典第19页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,尚食,,,,,,,正五品。位于尚服之下、尚寝之上（《宋会要•后妃》4之3）。,,二人。,,,掌进御膳先尝。并管本尚所属四司：司膳、司酝、司药、司饎。,,尚书，六尚通称尚书。,宋代官制辞典第19页，宋代官制辞典第20页,或谓秦已置六尚，尚食为其一，但未见其例（《职官分纪》卷24《殿中省》）。西汉惠帝时已见置，为五尚之一（《汉书•惠帝纪》、《汉书•周亚夫传》引《汉仪注》）。隋文帝时始设六尚，尚食为六尚之一（《隋书•后妃传•序》）。宋朝，真宗时始设。,,,,
,司膳,,,,,,,正七品。在尚食四司中，位居首司（《宋会要•后妃》4之3）。,,二人。其下僚佐有典膳、掌膳、女史各四人。,,,掌膳食、菜肴、器皿等事。,,,宋代官制辞典第20页,隋炀帝时始置，掌膳食美味。宋朝于真宗时设置（《北史•后妃传》上、《宋会要•后妃》4之1）。,,,,
,典膳,,,,,,,具体官品失载，盖介于司膳（正七品）与掌膳（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司膳、典膳、掌膳》）。,,四人。,,,为司膳官之佐贰。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗朝天圣《内命妇品职令》中始见置（《宋会要•后妃》4之2）。,,,,
,掌膳,,,,,,,正八品，位次于典膳之下（《宋会要•后妃》4之3）。,,四人。,,,与典膳同为司膳官之佐贰。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司酝,,,,,,,正七品。在尚食四司中，位次于司膳（《宋会要•后妃》4之3）。,,二人。其下有僚佐典酝、掌酝、女史各二人。,,,掌酒醴。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃》4之1）。,,,,
,典酝,,,,,,,具体官品不明，盖介于司酝（正七品）与掌配（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司酝、典酝、掌酝》）。,,二人。,,,为司酝官之佐贰。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置（《宋会要•后妃》4之3）。,,,,
,掌酝,,,,,,,正八品，位次于典酝（《宋会要•后妃》4之3）。,,二人。,,,与典酝同为司酝官之佐贰。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司药,,,,,,,正七品。在尚食四司中，位次于司酝、高于司饎（《宋会要•后妃》4之3）。,,二人。其僚佐有典药、掌药各二人，女史四人。,,,掌医药事。,,,宋代官制辞典第20页,隋炀帝时始置，掌医巫、药剂（《北史•后妃传》上）。宋朝于太宗时设置（《宋会要•后妃》4之1）。,,,,
,典药,,,,,,,具体官品不明，盖介于司药（正七品）与掌药（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司药、典药、掌药》）。,,二人。,,,为司药官之佐贰。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置（《宋会要•后妃》4之3）。,,,,
,掌药,,,,,,,正八品，位次于司药（《宋会要•后妃》4之3）。,,二人。,,,与典药同为司药官之佐贰。,,,宋代官制辞典第20页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司饎,,,,,,,正七品。在尚食四司中，居于末位（《宋会要•后妃》4之3）。,,二人。其僚佐有典饎、掌饎各二人，女史四人。,,,掌宫人膳食及柴火、木炭事。,,,宋代官制辞典第20页，宋代官制辞典第21页,隋炀帝时始置，掌宫入伙食、柴炭（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃》4之1）。,,,,
,典饎,,,,,,,具体官品失载，盖介于司饎（正七品）与掌饎（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司饎、典饎、掌饎》）。,,二人。,,,为司饎官之佐贰。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置（《宋会要•后妃》4之3）。,,,,
,掌饎,,,,,,,正八品，位次于典饎（《宋会要•后妃》4之3）。,,二人。,,,与典饎同为司饎官之佐贰。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,尚寝,,,,,,,正五品。位于尚食之下，尚功之上（见《宋会要•后妃》4之3）。,,二人。,,,总掌帷帐床褥、洒扫铺设，舆、伞、扇、羽仪，园苑种植蔬菜、水果，灯油火烛等事。下辖本尚四司：司设、司舆、司苑、司灯。,,尚书，为六尚之通称。,宋代官制辞典第21页,隋文帝时置六尚，尚寝为其一（《隋书•后妃传•序》）。宋朝真宗时始设。,,,,
,司设,,,,,,,正七品。在尚寝所属四司中，司设为首司（《宋会要•后妃》4之3）。,,二人。其佐僚有典设、掌设各二人，女史四人。,,,掌帷帐、床褥、枕席，洒扫铺设之事。,,,宋代官制辞典第21页,隋炀帝时始置，掌床席帷帐、铺设洒扫（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃》4之1）。,,,,
,典设,,,,,,,具体官品失载。盖介于司设（正七品）与掌设（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司设、典设、掌设》）。,,二人。,,,为司设官之佐贰。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌设,,,,,,,正八品，位次于典设（《宋会要•后妃》4之3）。,,二人。,,,与典设同为司设官之佐贰。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,司舆,,,,,,,正七品。位次于司设、高于司苑（《宋会要•后妃》4之3）。,,二人。其僚佐有典舆、掌舆、女史各二人。,,,掌舆辇、伞扇，执持羽仪。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃》4之1）。,,,,
,典舆,,,,,,,具体官品失载，盖介于司舆（正七品）与掌舆（正八品）之间无疑（《宋会要•后妃》4之3），并参《六典》卷12《司舆、典舆、掌舆》）。,,二人。,,,为司舆官之佐贰。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌舆,,,,,,,正八品，位次于典舆（《宋会要•后妃》4之3《内职》）。,,二人。,,,与典舆同为司舆官之佐贰。,,,宋代官制辞典第21页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司苑,,,,,,,正七品。在尚寝所属四司中，次于司與高于司灯（《宋会要•后妃》4之3）。,,二人。其僚佐有典苑、掌苑、女史各二人。,,,掌园苑种植、蔬菜瓜果之事。,,,宋代官制辞典第21页，宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃》4之1）。,,,,
,典苑,,,,,,,具体官品失载，盖介于司苑（正七品）与掌苑（正八品）之间（《宋会要•后妃》4之3，并参《大唐六典》卷12《司苑、典苑、掌苑》）。,,二人。,,,为司苑官之佐贰。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌苑,,,,,,,正八品，位次于典苑（《宋会要•后妃》4之3）。,,二人。,,,与典苑同为司苑官之佐贰。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,司灯,,,,,,,正七品。在尚寝所属四司中，居于末位（《宋会要•后妃》4之3）。,,二人。其僚佐有典灯、掌灯、女史各二人。,,,掌灯油、火烛之事。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗时见置（《宋会要•后妃》4之3）。,,,,
,典灯,,,,,,,具体官品失载，盖介于司灯（正七品）与掌灯（正八品）之间无疑（《宋会要•后妃》4之3，并参《大唐六典》卷12《司灯、典灯、掌灯》）。,,二人。,,,为司灯官之佐贰。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌灯,,,,,,,正八品，位次于典灯（《宋会要•后妃》4之3《内职》）。,,二人。,,,与典灯同为司灯官之佐贰。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,尚功,,,,,,,正五品。位居六尚之末（《宋会要•后妃》4之3）。,,二人。,,,掌女工之事。下辖本尚四司：司制、司珍、司彩、司计。,,尚书，为六尚之通称。,宋代官制辞典第22页,隋文帝时置尚工，唐时改称尚功。宋真宗时沿唐之制，设尚功，为六尚之一（《六典》卷12《内官》）。,,,,
,司制,,,,,,,正七品。在尚功四司中，位居四司之首（《宋会要•后妃》4之3）。,,二人。其僚佐有典制、掌制各二人，女史四人。,,,掌裁缝衣服及编织之事。,,,宋代官制辞典第22页,隋文帝时始置（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃》4之1）。,,,,
,典制,,,,,,,具体官品失载，盖介于司制（正七品）与掌制（正八品）之间无疑（《宋会要•后妃》4之3、《六典》卷12《司制、典制、掌制》）。,,二人。,,,为司制官之佐贰。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌制,,,,,,,正八品，位次于典制（《宋会要•后妃》4之3）。,,二人。,,,与典制同为司制官之佐贰。,,,宋代官制辞典第22页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,司珍,,,,,,,正七品。在尚功所属四司中，次于司制、高于司彩（《宋会要•后妃》4之3）。,,二人。其僚佐有典珍、掌珍各二人，女史共六人。,,,掌金玉珠宝财货之事。,,,宋代官制辞典第22页，宋代官制辞典第23页,隋炀帝时称司宝，唐朝改为司珍，掌金玉珠宝（《北史•后妃传》上、《六典》卷12《内官》）。宋朝于真宗时沿置（《宋会要•后妃》4之1）。,,,,
,典珍,,,,,,,具体官品失载，盖介于司珍（正七品）与掌珍（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司珍、典珍、掌珍》）。,,二人。,,,为司珍官之佐贰。,,,宋代官制辞典第23页,隋炀帝时称典宝，唐朝时改为典珍（《六典》卷12《内官》）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌珍,,,,,,,正八品，位次于典珍（《宋会要•后妃》4之3《内职》）。,,二人。,,,与典珍同为司珍官之佐贰。,,,宋代官制辞典第23页,隋炀帝时称掌宝，唐朝时改为掌珍（《北史•后妃传》上、《六典》卷12《内官》）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,司彩,,,,,,,正七品。在尚功所属四司中，位次司珍、高于司记（《宋会要•后妃》4之3）。,,二人。其僚佐有典彩、掌彩各二人，女史六人。,,,掌锦缎、绸、丝、苎布等。,,,宋代官制辞典第23页,隋炀帝时始置（《北史•后妃传》上）。宋朝于真宗时设置（《宋会要•后妃传》上）。,,,,
,典彩,,,,,,,具体官品失载，盖介于司彩（正七品）与掌彩（正八品）之间无疑（《宋会要•后妃》4之3，并参《六典》卷12《司彩、典彩、掌彩》）。,,二人。,,,为司珍官之佐贰。,,,宋代官制辞典第23页,隋炀帝时始置（《北史•后妃传》上）。宋朝于仁宗天圣《内命妇品职令》中始见置。,,,,
,掌彩,,,,,,,正八品，位次于典彩（《宋会要•后妃》4之3《内职》）。,,二人。,,,与典彩同为司彩官之佐贰。,,,宋代官制辞典第23页,隋场帝时始置（《北史•后妃传》上）。宋朝见于仁宗天圣《内命妇品职令》。,,,,
,司计,,,,,,,正七品。在尚功所属四司中，居于末位（《宋会要•后妃》4之3）。,,二人。其僚佐有典计、掌计各二人，女史四人。,,,掌计划、准备衣服饮食、柴炭、什物之事。,,,宋代官制辞典第23页,唐朝始置（《六典》卷12《内官》）。宋朝于太宗时设置。,,,,
