类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,尚舍局,,,,,,,,,官额：本局管勾官一人，典御二人，奉御四人，监门二人。吏人与工匠：幕士一百人，正供五十人，次供五十人，掌库十人，库典六人，局史二人，书吏二人（同前书卷）。,,,①宋前期，空存其名，其职事归仪鸾司（同前书卷）。②崇宁二年二月后，掌供御帷幕、幄帟张设之事（同前书19之6）。,,尚舍。《宋会要•职官》19之4：“中书省修立到殿中监尚食、尚药、尚酝、尚衣、尚舍、尚辇官制等。”《宋东京考》卷3《诸司•殿中省》：“六局：尚食、尚药、尚酝、尚衣、尚舍、尚辇。”,宋代官制辞典第290页,《周礼》有掌舍、掌行，尚舍局职事之始。隋殿内省置尚舍局，唐武德元年改为殿中省尚舍局，为官名设置之始（《隋书•百官志》下、《新唐书•百官志》2）。北宋沿置，靖康元年罢（《宋会要•职官》19之2、3）。,,,,
,尚辇局,,,,,,,,,,,,①宋前期空存其名，其职事归御辇院（《宋会要•职官》19之3）。②崇宁二年二月后，掌供御用辇舆事（同前书19之6）。,,尚辇。《宋会要•职官》19之4：“中书省修立到殿中监尚食、尚药、尚酝、尚衣、尚舍、尚辇官制等。”《宋史•职官志》4《殿中省》：“凡总六局：……曰尚辇，掌舆辇之事。”,宋代官制辞典第290页,秦汉车府令为其职事之始。隋殿内省尚辇局，唐武德元年改名殿中省尚辇局，是官名创置之始（《分纪》卷24《殿中省》）。北宋沿存其名，崇宁二年二月始举其职事，靖康元年罢。,,,,
,尚乘局,,,,,,,,,,,,空存其名，职事归隶骐骥院、内鞍辔库（《宋会要•职官》19之3）。,,,宋代官制辞典第290页，宋代官制辞典第291页,秦汉太仆，为职事之始；隋大业三年置殿内省尚乘局，唐武德元年改为殿中省尚乘局，是官名创置之始（《六典》卷11《殿中省》）。北宋初沿存其名，元丰新制时罢去（《宋史•职官志》8《建隆以后合班之制》、《元丰以后合班之制》），而另新增尚酝局（《分纪》卷24）。,,,,
,管勾殿中省某局,,,,,,,,,,,,,,①管勾。《宋会要•职官》19之8：“提举四十贯，管勾三十五贯。”同前书19之7：“诏六尚局各添置管勾官一员。”②管干。系南宋史家追称。《宋史•职官志》8《元丰以后合班之制》：“管干殿中省尚舍、尚药、尚酝、尚辇、尚衣、尚食局崇宁二年增置。”,宋代官制辞典第291页,,,,,
,典御,,,,,,,因系崇宁二年二月增置，故未入《元祐官品令》，又因于靖康元年罢，《宋史•职官志》所载南宋绍兴后《官品》也无典御官品。其杂压在左、右正言与符宝郎以下、枢密副承旨之上；本局官序位在管勾官之下、奉御之上（《宋史•职官志》8《元丰以后合班之制》）。元祐《官品令》定从七品（《分纪》卷24《殿中省》）。序位在典御与殿中丞下，七寺丞与殿中省主簿之上（《宋史•职官志》8《元丰以后合班之制》）。,,六尚局典御共十二人，各局置典御二人（《宋会要•职官》19之4、5、6）。除殿中省尚食局奉御置六人外，其余五局各置四人（《宋会要•职官》19之4、5、6）。,,,尚食、尚药、尚衣、尚酝、尚舍、尚辇各置典御，各守其职，佐本局官领供奉事。①前期沿置尚食、尚药、尚衣、尚舍、尚乘、尚辇奉御，罕以除人。②崇宁二年二月后，尚食、尚药、尚酝、尚衣、尚舍、尚辇局各置奉御，各守其职，专掌监督本局供奉事，如尚食局奉御，进食时须先尝，以防有毒等等。实为监官（参《宋会要•职官》19之4、5、6）。,,殿中省尚食、尚药、尚酝、尚辇、尚衣、尚舍典御（《宋史•职官志》8《元丰以后合班之制》）。奉御职事官名。分隶殿中省六尚局各局，由内侍充。①宋初为殿中省尚食、尚药、尚衣、尚舍、尚乘、尚辇奉御（《宋史•职官志》8《建隆以后合班之制》）。②元丰以后为殿中省尚食、尚药、尚衣、尚舍、尚酝、尚辇奉御（《分纪》卷24《殿中省》）。典奉御殿中省六尚局典御、奉御连称。《宋会要•职官》19之10《殿中省》：“本省官自提举、管勾、典奉御至监门悉自上选。”同前书19之8：“提举四十贯、管勾三十五贯、典御三十贯、奉御二十贯。”,宋代官制辞典第291页,北齐门下省置典御（《大唐六典》卷11《殿中省》）。隋初殿内局设典御（《隋书•百官志》下）。北宋崇宁二年二月新建殿中省六尚局各置典御，实为殿中省六尚局典御设置之始（参《宋史•职官志》8《元丰以后合班之制》）。隋大业三年（607）改典御为奉御，始有殿内省六尚局奉御之置，唐武德元年改为殿中省六尚局奉御（《隋书•百官志》下、《旧唐书•取官志》3《殿中省》）。北宋初至徽宗朝沿置，至靖康元年罢（《宋史•职官志》8《建隆以后合班之制》，《宋会要职官》19之4、5、6、12）。,,,,
,监门,,,,,,,,,,,,,,,宋代官制辞典第291页,,,,,
,食医,,,,,,,,,四人（同前书卷）。,,,辨验供御饮食及禁忌食品（同前书卷）。,,,宋代官制辞典第291页,《周礼•天官》有食医之名。殿中省尚食局食医始置于隋（《隋书•百官志》下）。北宋，崇宁二年二月始置（《宋会要•职官》19之4）。,,,,
,膳工,,,,,,,,,,,,,,,宋代官制辞典第291页,,,,,
,膳徒,,,,,,,,,,,,,,,宋代官制辞典第291页，宋代官制辞典第292页,,,,,
,司珍,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,杂役,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,医师,,,,,,,由翰林医官使之上名人并疗效显著的名医充。政和二年翰林医官使改为翰林良医（正七品）。,,二人（《宋会要•职官》19之5）。,,,侍奉皇上疾病诊治、配方、和药等事。,,,宋代官制辞典第292页,医师之名始见于《周礼》（《周礼•天官冢宰》下）。殿中省尚食局医师，始置于北宋崇宁二年二月十二日（《宋会要•职官》19之4）。,,,,
,御医,,,,,,,由翰林医官使充，御医官品即由医官使阶品定。政和二年，翰林医官使易为翰林良医，正七品（《通考•职官》21《官品》）。序位在医师之下。,,四人。,,,与“医师”同。,,,宋代官制辞典第292页,晋朝已有御医之名（《晋书•齐王攸传》）。隋朝置殿内省尚药局侍御医（《隋书•百官志》下）。北宋崇宁二年二月十二日建殿中省，尚药局设御医（《宋会要•职官》19之5）。,,,,
,医正,,,,,,,由翰林医官副使差充。政和二年，翰林医官副使易为翰林医正，从七品（《通考•职官》21《官品》）。序位在御医之下。,,四人（《宋会要•职官》19之5）。,,,与“医师”同。,,,宋代官制辞典第292页,北宋始置于崇宁二年二月十二日（《宋会要•职源》19之5）。,,,,
,医佐,,,,,,,由翰林医官充。翰林医官于政和二年改为翰林医候，从八品（《迪考•职官》21《官品》）。序位在医正之下。,,四人（《宋会要职官》19之5）。,,,参掌供御汤药、诊候等事。,,,宋代官制辞典第292页,隋大业三年（607）创置（《大唐六典》卷11《殿中省》）。北宋崇宁二年二月十二日置（《宋会要•职官》19之5）。,,,,
,药童,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,药工,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,局长,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,封人,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,酒人,,,,,,,,,十人（《宋会要•职官》19之5）。,,,炊造酒料与酿酒。,,,宋代官制辞典第292页,《周礼》有酒人官，隶天官冢宰。其职酿造酒，与宋尚药局酒人同。北宋于崇宁二年二月始置（《周礼•天官》下、《宋会要•职官》19之5）。,,,,
,酒工,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,缝人,,,,,,,,,十二人（同前书卷）。,,,裁缝衣服等。,,,宋代官制辞典第292页,《周礼》有缝人，是为之始（《周礼•天官》下）。北宋崇宁二年二月置（《宋会要•职官》19之6）。,,,,
,典功,,,,,,,,,,,,,,,宋代官制辞典第292页,,,,,
,染人,,,,,,,,,七人（同前书卷）。,,,为御服染色。,,,宋代官制辞典第292页，宋代官制辞典第293页,《周礼》有染人，是为设置之始（《周礼•天官》下）。北宋崇宁二年二月置（《宋会要•职官》19之6）。,,,,
,衣徒,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,幕士,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,正供,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,次供,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,书吏,,,,,,,,,,,,,,书史。《宋会要•职官》19之4：“（尚食局）局史六人、书吏七人。……以手分为局史、以书手为书史。”,宋代官制辞典第293页,,,,,
,贴书,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,御药院,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,内药局,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,尚衣库,,,,,,,,,官额：监官二人。吏额有典一人，匠四人，掌库十人（《宋会要•职官》19之2《殿中省》）。,,,储藏皇帝正衙法座——驾头（或称宝床）、服御、伞、扇、拂翟及罗、帛等名物。,,,宋代官制辞典第293页,大中祥符二年（1009）七月二十五日，改内衣库为尚衣库（《长编》卷72戊寅）。熙宁四年六月二十五日，内衣物库并入（同前书卷224戊寅）。,,,,
,监尚衣库,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,内衣库,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,监内衣库,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,衣库,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,监衣库,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,受纳匹缎库,,,,,,,,,,,,,,,宋代官制辞典第293页,,,,,
,内衣物库,,,,,,,,,官额有监内衣物库官二人。吏额：典八，掌库三十一人，及专知官、副知官五人或七人（《宋会要•职官》19之2、《宋会要•食货》52之24）。,,,收受诸王、宗室、文武近臣、禁军将校春、冬时服（《宋会要•食货》52之23）。,,,宋代官制辞典第293页，宋代官制辞典第294页,由衣库改名。至迟大中祥符元年受纳匹缎库并入时已称内衣物库。熙宁四年六月并入尚衣库（《宋会要•食货》52之23、24）。,,,,
,监内衣物库,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,受纳衣服库,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,新衣库,,,,,,,,,官额有监官二人、监门二人。吏额有典十人，掌库三十人。下设油绢、锦绮二库（《宋会要•食货》52之24《新衣库》）。,,,掌受锦绮、杂帛、衣服及仪注衣物（同前书卷）。,,,宋代官制辞典第294页,宋初已置。咸平元年十月，受纳衣服库并人。熙宁四年五月废，其官物并入仪鸾司等处（《宋会要•职官》52之25《内衣物库》）。,,,,
,监新衣库,,,,,,,,,,,,,,监库。《宋会要•食货》52之24《新衣库》：“咸平元年三月，诏新衣库支配军服衣服，委监库。”《宋会要•职官》19之2《殿中省》：“新衣库监官二人。”,宋代官制辞典第294页,,,,,
,裁造院,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,朝服、法物库,,,,,,,,,监官三人。吏有典三人、掌库三十人（《宋会要•职官》19之2）。,,,受纳与祗应百官朝服、诸司礼衣、法物，事毕收还。,,,宋代官制辞典第294页,太平兴国二年置。崇宁二年二月并入殿中省（《宋会要•食货》52之16《法物库》、《宋史•职官志》4《朝服、法物库》）。,,,,
,监朝服、法物库,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,专知官,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,副知,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,专副,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
,掌库,,,,,,,,,,,,,,知库。《宋会要•职官》19之6：“尚辇局知库二人，典库一十人。“同前书19之4：“以专知为掌库，以库子为库典。”,宋代官制辞典第294页,,,,,
,库典,,,,,,,,,,,,,,典库。《宋会要•职官》19之6：“尚辇局知库二人，典库二人。“同前书19之4：“以专知为掌库，以库子为库典。”,宋代官制辞典第294页,,,,,
,下都,,,,,,,,,,,,,,,宋代官制辞典第294页,,,,,
