类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,秘书郎,,,,,,,①宋初沿唐制，唐时为从六品上（《六典》卷10《秘书省》）。②元丰改制后为正八品（《分纪》卷16《秘书郎》）。著作郎之下、著作佐郎之上。但，迁转，却由秘书郎迁佐郎、著作郎。,,新制二人。隆兴二年后不定员（《宋会要•职官》18之2、31）。,,,①宋前期为文臣寄禄官阶，无职事。②元丰改制后，为职事官，掌四库（旧三馆集贤院、昭文馆、史馆、秘阁）经籍图书，按甲（经）、乙（史）、丙（子）、丁（集）四部分类贮藏及校刊、抄写等事（《宋会要•职官》18之2、《合璧后集》卷36《秘书郎》）。,,秘书郎。秘书郎系衔有两种形式，一种带“秘书省”，一种不带“秘书省”（《淳熙杂压令》）。如官告系衔为“秘书省秘书郎”，则其简称为“秘书郎”。《馆阁续录》卷一《沿革》：“秘书省秘书郎系衔。⋯⋯本省秘书郎二员，一员奉议郎、秘书省秘书郎邓驿于淳熙十四年三月内除授，一员奉议郎、秘书郎黄黼，于今年四月内除授。⋯⋯照《淳熙杂压令》，秘书丞，秘书郎，不带‘秘书省’字。其后校书郎、正字方带‘秘书省’字。”《宋史•许奕传》：“寻迁秘书郎、著作佐郎、著作郎。”,宋代官制辞典第263页,后汉始置秘书郎（《通考•职官》10《秘书监》）。宋沿置。南宋建炎三年四月十三日罢，绍兴元年二月十六日复置（《要录》卷22、42）。,,,,
,著作佐郎,,,,,,,①宋初因唐制，唐官品为从六品上（《六典》卷10）。②元丰新制后为正八品（《分纪》卷16《著作佐郎》与《宋会要•职官》18之2同）。位次于秘书郎、高于校书郎。,,元丰新制一人。绍兴五年八月三日仿唐十八学士之制，增为二人。隆兴二年后不定额（《宋会要•职官》18之2、1、31）。,,,①宋初为文臣寄禄官，无职事。②元丰新制，佐著作郎主掌开修时政记、起居注、修纂日历，祭祀祝辞的撰写等（《宋会要•职官》18之2）。,,①著作佐郎。《宋史•真德秀传》：“（嘉定）四年，选著作佐郎。”《宋史•刘羲叟传》：“寻为编修官，改秘书省著作佐郎。”②著佐。《咸淳临安志》卷7《秘书省》：“著作之庭在道山堂之后。胡铨书匾，有著佐杨简赞孔子语。”《南宋馆阁录》卷8《官联》：“著作佐郎杨简（嘉定）元年十月除，二年八月为著作郎。”③佐郎。《麈史》卷上《官制》：“祖宗以来，选人磨勘者，进士出身为著作佐郎，余人为大理寺丞，谓之京官；若佐郎再迁秘书丞，寺丞再迁太子中允，谓之升朝官。”④著作。著作郎、著作佐郎通称。《中吴纪闻》卷4《著作王先生》：“著作王先生，……赐进士出身，除秘书省正字、兼史馆校勘，迁著作佐郎。”⑤佐著作。《夷坚志》丁卷10《王佐丞进用》：“次日有旨，除佐著作。⋯⋯明日，御笔除中书舍人。蔡持之不下，而奏言：‘自来未有小著迁侍从者。’于是改秘书少监。”⑥小著。《宋会要•职官》18之42：“欲除著作佐郎，小著班在秘书郎下。”⑦撰著之佐。《合璧后集》卷37《著作佐郎》：“秘丘撰著迁秘丘撰著之佐。”,宋代官制辞典第263页，宋代官制辞典第264页,魏晋时置佐著作郎，南朝宋齐以后改为著作佐郎（《职源撮要》）。两宋沿置，仅建炎三年四月十三日至绍兴元年二月十五日间中辍（《要录》卷22、42）。,,,,
,著作郎佐,,,,,,,,,,,,,,①郎佐。《周文忠公全集》卷10《论著庭不必备官》：“著作郎、佐郎各二人，虽有定员，绍兴以来未尝备官。……今郎、佐已有三员，自不为少。”②二著。《宋会要•职官》45之36：“（监司）立为‘二著’、‘三丞’之限材与能者，始不得以备缓急之用。”③著庭官。《宋会要•职官》18之42：“曝书会，常以少监主席。今偶阙官，合以丞郎、著庭官主席。”,宋代官制辞典第264页,,,,,
,秘书丞郎,,,,,,,,,,,,,,,宋代官制辞典第264页,,,,,
,著作局,,,,,,,,,,,,,,著作庭。南宋时以“著作之庭”为额（《咸淳临安志》卷7）。,宋代官制辞典第264页,,,,,
,校书郎,,,,,,,①宋初沿唐制，唐官品为正九品（《六典》卷10）。②元丰新制之后，为从八品（《宋会要•职官》18之2、《庆元条法》卷4《官品令》）。位于著作佐郎之下，秘书省正字之上。,,元丰新制四人。南宋绍兴元年复置时为二人。绍兴五年八月三日，校书郎与正字通共为十二人（《要录》卷92甲辰）。隆兴二年不定员（《宋会要•职官》18之31）。,,,①宋前期无职事，为文臣迁转官阶。元丰正名，易为承务郎（《邵氏闻见后录》卷1《寄禄新格》）。②元丰新制，与秘书省正字同掌编辑、校正图籍，若有脱漏则修补，若有文字讹误，则订正（《合璧后集》卷37《校书郎》）。,,①秘书校书郎、校书郎。全称应为秘书省校书郎。（宋）邵博《邵氏闻见后录》卷1：“（绍兴九年春）予时为校书郎。”《宋史翼》卷10《邵博传》：“（绍兴）九年三月，除秘书校书郎。”《邵氏闻见后录》卷1：“《寄禄新格》：秘书省校书郎、正字、将作监主簿为承务郎。”②书郎。《合璧后集》卷37《正字》：“乾道元年，黄石轮对，称旨，擢书郎，仍特免试。”《二老堂杂志》卷2《馆职召试》：“乾道元年，诸王宫教授黄石，轮对，论东宫不宜以诗文为学士。上大喜，擢校书郎，仍特免试。”③秘校。《栾城集•附录》1《渑池县主簿苏辙可试秘校充商州军事推官》。同上书《年表》：“嘉祐六年八月己卯，以辙为试秘书省校书郎、充商州军事推官。”④校书。《合璧后集》卷37《校书郎•诗集》：“十年身校书。”,宋代官制辞典第264页,两汉有以他官人天禄阁、东观校书者，如以郎任校书之职，则称校书郎。但未为正式官名。北魏时始有秘书校书郎之官（《魏书•官氏志》）。两宋沿置，仅建炎三年四月十三日至绍兴元年二月十五间中辍（《要录》卷22、42）。,,,,
,石渠郎,,,,,,,,,,,,,,,宋代官制辞典第264页,,,,,
,正字,,,,,,,①宋初因唐制，唐官品为正九品下（《六典》卷10）。②元丰改制后，从八品（《分纪》卷16《正字》、《宋史•职官志》8《官品》）。位次于校书郎。,,①元丰新制至南宋绍兴元年，为二人（《宋会要•职官》18之2、1）。②绍兴五年八月三日，与校书郎通共为十二人（《要录》卷92甲辰）。③隆兴二年闰十一月三日后，不定员（《宋会要•职官》18之31）。,,,与“校书郎”同。,,①正字、秘书正字。全称应为秘书省正字。《宋史•吴芾传》：“举进士第，迁秘书正字。”《雍洛灵异录》：“正字、校书咏诗骑驴，奉礼、太祝轻裘食肉”（《合璧后集》卷33）。《宋史•李焘传》：“垕既中制科，为秘书省正字。”②秘书省政字。“政”与“正”字通。（宋）周纶《周文忠公年谱》：“癸卯除秘书政字。制词：‘左文林郎、行太学录周必大等，特授依前左文林郎、秘书省正字。’”③正文字之官。《曾巩集》卷25《正字制》：“是正文字之官，实为儒学之选。”,宋代官制辞典第264页，宋代官制辞典第265页,北齐有秘书省正字，是为之始（《通典•职官》8《秘书监》）。两宋沿置，仅建炎三年四月十三日至绍兴元年二月十五日间中辍（《要录》卷22、42）。,,,,
,校正,,,,,,,,,,,,,,,宋代官制辞典第265页,,,,,
,馆职,,,,,,,,,,,,,,,宋代官制辞典第265页,,,,,
,秘阁校勘,,,,,,,,,,,,,,,宋代官制辞典第265页,,,,,
,秘书省校对黄本书籍,,,,,,,,,,,,,,①秘书省校对黄本、校对黄本。《长编》卷484，元祐八年六月乙丑：“左宣德郎、秘书省校对黄本秦观为正字。”同前书卷443，元祐五年六月丁酉：“诏秘书省见校对黄本书籍可添一员，以明州定海县主簿秦观充。校对黄本始此。”②校黄本书、校对。《长编》卷465，壬申：“以吕相除李周集贤院学士、除秦观校黄本书籍为罪。”《宋史•职官志》4《秘阁》：“绍圣初，罢校对。”《麟台故事》卷2《职掌》：“元祐中，秘书省职掌、馆职之外，又置校黄本书籍。……绍圣元年四月二日，诏罢秘书省校对黄本，以元祐所置，故罢。”,宋代官制辞典第265页,,,,,
,秘书省读书,,,,,,,,,,,,,,读书。《馆阁续录》卷6《故实》：“淳熙临幸读书官王克勤与循一资。”《宋会要•职官》18之37：“淳熙二年十一月十一日，诏抚州童子王克勤赐童子出身，授从事郎、秘书省读书。”,宋代官制辞典第265页,,,,,
,秘书省检阅文字,,,,,,,,,,,,,,秘书省检阅。《宋史•律历志》15：“（淳祐十二年）今秘书省检阅林光世用二家历法各为推算。”《馆阁续录》卷9：“秘书省检阅文字林光世。”,宋代官制辞典第265页,,,,,
,秘书省都监司,,,,,,,,,,,,,,都监司。《麟台故事》卷6：“入殿供应书籍，自来本省都监司排办。”,宋代官制辞典第265页,,,,,
,秘书省都监,,,,,,,,,,,,,,都监。《宋会要•职官》18之11《秘书省》：“逐日楷书功课并有出纳，并系都监专管。”《麟台故事》卷6：“入殿供应书籍，自来本省都监司排办。”,宋代官制辞典第265页,,,,,
,秘书省承受官,,,,,,,,,,,,,,承受。《老学庵笔记》卷3：“宣和中，百司庶府悉有内侍官为承受，实专其事，长贰皆取决焉。梁师成为秘书省承受，坐于长贰之上。”,宋代官制辞典第265页，宋代官制辞典第266页,,,,,
,秘书省国史案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省日历案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省知杂案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省经籍案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省祝版案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省太史案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省道教案,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,经、史、子、集四库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,续搜访经、史、子、集四库,,,,,,,,,,,,,,搜访库。《南宋馆阁录》卷2《储藏》：“又东北五间七架为搜访库。”同前书卷10：“续搜访经史子集四库。”,宋代官制辞典第266页,,,,,
,秘阁上、下库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,御制御札名贤墨迹图画库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,古器库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,印板书库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,印板库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,碑石库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,公使库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,国史库,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,秘书省八品吏,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,都孔目官,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,孔目官,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,四库书直官,,,,,,,,,,,,,,,宋代官制辞典第266页,,,,,
,书直官,,,,,,,,,,,,,,,宋代官制辞典第266页，宋代官制辞典第267页,,,,,
,表奏官,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,书库官,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,守当官,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,正名楷书,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,守阙楷书,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,正系名楷书,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,守阙系名楷书,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,投名人,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,专知官,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,通引官,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,库子,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,秘书省仪鸾司,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,仪鸾司吏,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,秘书省翰林司,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,翰林司吏,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,御厨工匠,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,秘书省抬盘司,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,抬盘子厨子,,,,,,,,,,,,,,抬盘子。《南宋馆阁录》卷6《故实•钟规》：“翰林司徐击五声，会食。抬盘子徐击五声，出局。”同前书卷10：“抬盘子厨子五人。”,宋代官制辞典第267页,,,,,
,潜火司,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,潜火军兵,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,补写所,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,补写所杂务,,,,,,,,,,,,,,,宋代官制辞典第267页,,,,,
,守门亲事官,,,,,,,,,,,,,,,宋代官制辞典第267页，宋代官制辞典第268页,,,,,
,厅从,,,,,,,,,,,,,,,宋代官制辞典第268页,,,,,
,厅子,,,,,,,,,,,,,,,宋代官制辞典第268页,,,,,
,衣粮亲事官,,,,,,,,,,,,,,,宋代官制辞典第268页,,,,,
,承送,,,,,,,,,,,,,,,宋代官制辞典第268页,,,,,
,司天台,,,,,,,,,,,,参“司天监”条。,,天台。《宋会要•职官》31之1：“判国子监陈鄂权天台事。”《长编》卷18，太平兴国二年十二月丁已：“诏以六十有八（知天文相术等人）隶司天台。”,宋代官制辞典第268页,相传上古颛顼时有司天官，以南正重为之（《通典•职官》8《秘书监•太史局令》）。唐乾元元年（758）三月十九日改太史监为司天台。太宗朝见有此称（《宋会要•职官》31之1）。,,,,
,判司天台事,,,,,,,,,,,,,,,宋代官制辞典第268页,,,,,
,司天台主簿,,,,,,,,,,,,,,①主簿。《宋史•方技》上《史序传》：“补司天学生。太宗亲校试，擢为主簿。”《宋会要•职官》31之1：“史序、宋守言等五人，试于殿前，并授司天台主簿。”②台主簿。《宋史•周克明传》：“开宝中，授司天六壬，改台主簿。”,宋代官制辞典第268页,,,,,
,司天台学生,,,,,,,,,,,,,,司天学生。《宋史•方技》上《史序》：“太平兴国中，补司天学生。”《宋会要•职官》31之1：“太平兴国六年三月，召司天台学生郑昭晏、石昌裔、徐旦、史序、宋守言等五人试于殿前。”,宋代官制辞典第268页,,,,,
