类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,左、右天厩使,,,,,,,,,,,,,,天厩使。《玉海》卷149《太平兴国天厩院》：“（兴国五年正月壬午）改左、右飞龙院为左、右天厩院，使为天厩使。”《长编》卷21，太平兴国五年正月壬午：“以左、右飞龙使为左、右天厩使。”,宋代官制辞典第342页,,,,,
,左、右骐骥院,,,,,,,,,两院各设监官（《长编》卷47乙酉），下辖左、右天驷监与左、右天厩坊。所隶牧马兵：①左、右教骏四指挥（北宋时共二千九百四十人，南宋绍兴间共四百人，每指挥一百人）。②骑御马直左、右（元额为一百三十一人，淳熙十四年减作一百十一人）（《长编》卷104戊申、《宋会要•职官》23之2《骐骥院》、《咸淳临安志》卷9《左右骐骥院》）。,,,①咸平三年九月十一日之前，总国马之政（《宋会要•职官》23之5）。②咸平三年九月十一日，内外厩牧之事归于群牧司，左、右骐骥院领所属六坊、监国马饲养，国马有御马三等（御马、引驾马、从马）。给用马十五等（拣中马，不得支使马，添价马，国信马，臣僚马，诸班马，御龙直马，捧日、龙卫马，拱圣马，骁骑马，云、武骑马，天武、龙猛马，杂配军马，杂使马、马铺马）；并区别良马、驽马、中马以供军国之用（《宋史•职官志》4《太寺》、《宋会要•兵》24之3、《通考•兵》12）。,,①骐骥二院。《宋会要•职官》23之5：“旧制，国之马政，皆骐骥二院监官专之。”《玉海》卷149《雍熙骐骥院》：“左、右飞龙院，兴国五年改名天厩院。雍熙二年十月丙辰，改为左右骐骥院。“原注：“旧制，国马之政，皆骐骥二院监官专之。”②两院。《宋会要•兵》21之2：“诏左、右骐骥院及诸坊监马官，自今并以三年为任。……诏群牧司、在京两院、坊、监。”③内厩。《宋史•宦者•冯益传》：“内厩旧有骐骥院官。”,宋代官制辞典第342页,北宋雍熙二年（985）十月十六日，改天厩院为左、右骐骥院。南宋沿置（《玉海》卷149《雍熙骐骥院》、《宋会要•方域》3之48《左右天厩坊》）。,,,,
,勾当左、右骐骥院,,,,,,,,,,,,,,①勾当骐骥院。《宋史•宦者•间承翰传》：“勾当骐骥院杨保用。”《长编》卷494丙子：“向子简为阁门祗候，差勾当右骐骥院。“②监官、马官。《宋史•兵志》12《官司之规》：“左右骐骥院、诸坊监官，并以三年为满。”《宋会要•兵》21之2、3：“左右骐骥院及诸坊监马官自今并以三年为满。……等第科罚仍委两骐骥院监官或群牧官员逐时点阅。”,宋代官制辞典第342页,,,,,
,养马务,,,,,,,,,,,,,,,宋代官制辞典第342页,,,,,
,左、右天驷监,,,,,,,,,天驷监有四：天驷左第一监、第二监，天驷右第一监、第二监。熙宁三年三月六日合并为左天驷监、右天驷监。,,,太平兴国四年五月平北汉后，得战马四万二千余匹，遂于京师景阳门外置天驷四监牧厩（春夏入牧，秋冬入厩），并分置诸州牧养（《长编》卷21壬午）。,,①天驷监。《长编》卷21己巳：“修天驷监，筑垣墙，侵景阳门，上怒。”同前书卷490：“是月，枢密院言：‘太仆乞修左、右天驷监各两御殿。’”②天驷左、右监。《宋史•太宗纪》1：“（太平兴国五年正月）壬午，新作天驷左、右监。”③左、右天驷四监。《宋会要•兵》21之3：“（熙宁三年）三月六日，诏以左、右天驷四监并作左右天驷两监。”《长编》卷104戊申：“左、右骐骥院分领左、右天驷监，左、右天厩坊。”,宋代官制辞典第342页，宋代官制辞典第343页,北宋太平兴国五年（980）正月七日始置，共四监；熙宁三年三月六日并为两监（《宋史•太宗纪》1、《玉海》卷149《太平兴国天驷监》）。,,,,
,天驷左第一监,,,,,,,,,,,,,,左第一监。《玉海》卷149《太平兴国天驷监》：“幸天驷左监，……。幸左监⋯⋯。幸第一监，赐从臣马。”,宋代官制辞典第343页,,,,,
,左右天厩坊,,,,,,,,,,,,牧养国马之所。元祐复置后，许民间承租牧地养马（《宋史•职官志》4《太仆寺》）。,,天厩。《长编》卷212丙寅：“左右骐骥、天驷监、天厩等三草场。”《长编》卷378，元祐元年五月癸西：“复左、右天厩坊。”,宋代官制辞典第343页,北宋雍熙二年（985）十月始置。咸平元年分为左、右二坊。熙宁八年二月十一日罢，元祐元年五月十七日复置。,,,,
,左、右骐骥、六坊监,,,,,,,,,,,,,,,宋代官制辞典第343页,,,,,
,牧养上、下监,,,,,,,,,,,,收养、治疗病马，及中报驹数。病重马送下监，病轻马送上监（《分纪》卷19《牧养上下监》、《宋史•职官志》4《太仆寺》）。,,①牧养监。《宋会要•兵》21之3：”（熙宁八年三月）诏牧养监裁减兵员，……从群牧司请也。”《长编》卷104乙巳：“其畜病马有牧养上、下监。”②上、下监。《宋东京考》卷3：“上、下监，掌治疗马病。“《分纪》卷19《牧养上下监》：“马病重送下监，轻者送上监。”,宋代官制辞典第343页,唐朝太仆寺下有上、下牧监（《新唐书•百官志》4）。北宋大中祥符四年十一月始置（《宋会要•兵》21之1、《长编》卷76十一月）。,,,,
,左、右教骏营,,,,,,,,,共有四指挥。北宋时有二千九百四十人。南宋绍兴八年十月十日，定每指挥五十人，二十八年八月二十一日，定每指挥一百人为额。其兵校长，每指挥有指挥使、副指挥使、员僚（军使、副兵马使）、十将、节级、兽医、槽头、刷刨长行及小库等。,,,牧养、看守国马（《宋会要•兵》21之3）。,,①教骏营。《长编》卷299丙辰：“徙教骏营于他所。”《咸淳临安志》卷9《骐骥院》：“左、右教骏营，在院之左右。”②左、右教骏。全称应为左、右教骏营。《宋史•兵志》1《禁军》：“骐骥院：……左、右教骏。”③教骏。《宋会要•职官》23之2《骐骥院》：“（淳熙二年）自今将御前马院割移名粮教骏内。”,宋代官制辞典第343页,宋初称“左、右备征”，建隆二年改左右教骏（《宋史•兵志》1《骐骥院》）。南宋沿置。,,,,
,教骏军士,,,,,,,,,,,,,,,宋代官制辞典第343页,,,,,
,教骏军使,,,,,,,,,,,,,,,宋代官制辞典第343页,,,,,
,骑御马左、右直,,,,,,,,,元额为一百三十一人，绍熙二年六月裁减为一百十一人。北宋曾设八直。南宋时减作左、右二直。置有指挥使、骑马小底、长行等名目。,,,应奉常朝殿御马及车驾行幸引驾、从马等随马祇应事务。常朝，每日十五匹御马人殿，分三番祗应。车驾出，引驾马十四匹、从马二十匹随驾祗应（《宋会要•职官》23之2、《宋会要•兵》24之2）。,,①骑御马直。《宋史•兵志》1《骐骥院》：“骑御马直。”原注：“太平兴国二年置，分左、右番。八年，分为二直。“《宋会要•职官》23之2：“绍熙二年五月九日，骑御马左、右直言：本直人兵，元额管一百三十一人。”②骑御马。《宋会要•职官》23之2：“诏左骐骥院，减骑御马一十人，教骏四十三人。”③骑马直。《宋会要•兵》24之13：“第一鞍辔三百副，付骑马直指挥使蔡兴。”④马直。《宋会要•职官》23之2：“右骐骥院减马直一十人，教骏三十七人。”⑤左、右骑御马直。《咸淳临安志》9《左、右骐骥院》：“左、右骑御马直在七官宅山上。”,宋代官制辞典第343页，宋代官制辞典第344页,北宋太平兴国二年始置，八年分为左、右，共二直。后增置八直。南宋沿置（《宋史•兵志》1《骐骥院》，《咸淳临安志》卷9《骐骥院》）。,,,,
,骑御马直小底,,,,,,,,,,,,,,小底。《长编》卷104戊申：“牧兵校、长有：……调上乘有小底。“《宋会要•兵》24之11：“至殿门外，别差骑马小底三人，将带入殿内，候驾起，即于殿门外，却交与教骏兵士随马祗应。”参“骑御马左、右直”条。,宋代官制辞典第344页,,,,,
,骑御马直指挥使,,,,,,,,,,,,,,骑马直指挥使。《宋会要•兵》24之13：“制造第一鞍辔三百副，付骑马直指挥使蔡兴。”《宋史•兵志》1《禁军》：“其禁军将校，……每指挥有指挥使、副指挥使。”“骐骥院骑御马直。”并参“骑御马左、右直”条。,宋代官制辞典第344页,,,,,
,兽医,,,,,,,,,,,,,,医兽。《宋会要•兵》21之11：“每群差军兵、医兽七十人。”《长编》卷104戊申：“牧兵校长有：提举、指挥使……兽医、槽头、刷刨、长行。”,宋代官制辞典第344页,,,,,
,长行,,,,,,,,,,,,,,,宋代官制辞典第344页,,,,,
,左右骐骥院将校兵级,,,,,,,,,,,,,,牧兵校长。《宋会要•兵》20之45：“左、右骐骥院将校兵级。”《长编》卷104戊申：“祖宗旧制，以群牧司总天下马政，其属有左、右骐骥院，分领左右天驷监、左右天厩坊。其畜养病马，有牧养上、下监。牧兵校长有提举、指挥使、副使、员僚、十将、节级、兽医、槽头、刷刨、长行、调上乘有小底。”按：《长编》未列举“军兵”。《宋会要•兵》21之11：“节级、槽头、医兽、各转一资；军兵支钱一十贯。”,宋代官制辞典第344页,,,,,
,鞍辔库,,,,,,,,,监官二人。监管军士、节级以及匠人四十七人。公吏有勾押官一人，典五人、掌库十四人。南宋时又有军典、库子、专知官（《宋会要•食货》52之37、41，《宋史•职官志》4《鞍辔库》）。,,,掌应奉御马金玉鞍勒，及给赐王公、群臣、外国使者并国信使鞯鞍名物（《宋史•职官志》4《群牧司•鞍辔库》）。,,内鞍辔库。鞍辔库于南朱绍兴十三年十二月改冠以“内”字。《宋会要•食货》52之41：“宋高宗建炎三年诏鞍辔库减罢。……绍兴十三年十二月十九日，诏依旧置内鞍辔库。”,宋代官制辞典第344页,大中祥符四年（1011）正月，始置架降御鞍库房，即为鞍辔库设置之始。天禧三年（1018）四月，已见正称“鞍辔库”局名。南宋建炎三年减罢，并入右骐骥院。绍兴十三年（1143）十二月九日复置，改称“内鞍库”（《宋会要•食货》52之37、38、41）。,,,,
,军典,,,,,,,,,,,,,,,宋代官制辞典第344页,,,,,
,驼坊,,,,,,,,,①北宋时，监官二人，管养兵校六百八十二人。辖有石州界都大提举管司（放牧骆驼）。②南宋，建炎三年四月十三日官吏减半。绍兴二十九年立定：监官二员，人吏一名，兽医一名。军校一百零三人，内副尉阶将校二人；兵级一百零一人，其中曹司一人，节级、把门、打火分别为二人、四人、四人，养象九十人。其养骆驼、骡子兵级，以雇募填充。辖有养象所（《宋会要•方域》3之48）。,,,驯养骆驼、运送官物（《宋会要•方域》3之48、《长编》卷491壬子）。,,,宋代官制辞典第344页，宋代官制辞典第345页,北宋开宝二年（969）置。南宋沿置（《宋会要•方域》3之48《驼坊》）。,,,,
,同干办驼坊公事,,,,,,,,,,,,,,,宋代官制辞典第345页,,,,,
,养象所,,,,,,,,,天禧五年正月，只管象三头，其前，多至四十五头。南宋乾道九年，养安南进贡大象十五头。行郊祀大礼，设监官三员、专典三人，人员二人，曹司一名，教头六人，簇象兵士四十九人，驾部职级、手分三人。为临时差置（《宋会要•方域》3之49《驼坊》）。,,,调驯大象，供郊祀大驾卤簿仪仗前导引。按仪制，导引大象六头，准备象一头，行中道，各分左、右《宋会要•方域》3之49《驼坊》）。,,①象所。《宋会要•职官》23之2：“（淳熙十六年）见设象所，经从骚扰不可言。”《宋史•职官志》4《太仆寺》：“养象所掌调御驯象。”②象院。《咸淳临安志》卷9：“象院在嘉会门外御马院。景定间，安南贡象三，豢其中。“《宋东京考》卷1《外诸司》：“象院，掌养驯象，一名养象所。”,宋代官制辞典第345页,北宋乾德五年（967）八月始置，在开封玉津园。南宋沿置，在御马院（《宋会要•职官》23之3、《咸淳临安志》9）。,,,,
,专典,,,,,,,,,,,,,,,宋代官制辞典第345页,,,,,
,车营务,,,,,,,,,设有监官三人。役卒四千四百零一人（《宋会要•食货》55之19）。,,,掌养饲驴、牛，驾车载运官物，给内外之役。并安置杂役配军流三千里及逃兵自首人，在本务服苦役（《宋会要•食货》55之19《车营务》，《长编》卷491壬子、卷323丙辰、卷379庚子）。,,车营。《东京梦华录》卷1《外诸司》：“车营、致远务、骡务、驼坊、象院。”《长编》卷79十一月：“车营务、致远务，三司自来失于条制。”,宋代官制辞典第345页,北宋太祖开宝五年已见置。在开封敦教坊。,,,,
,监车营务,,,,,,,,,,,,,,监。《宋会要•食货》55之20：“车营务……以京朝官、诸司使副、三班、内侍三人监。”《长编》卷13甲寅：“杖杀内班董延谔，坐监车营务监刍粟赃数十万。”,宋代官制辞典第345页,,,,,
,致远务,,,,,,,,,监官三人，以监车营务官兼领。兵校一千六百二十四人（同前书卷）。,,,掌饲养驴骡，以供载乘舆行幸所需什器，及运载边防军事装备（《宋会要•食货》55之20《致远务》）。,,致远。《长编》卷78戊辰：“奉节、致远三营地。”《宋史•兵志》3《厢兵》上《建隆以来之制》：“致远务、车营务、诸门并府界马递铺。”,宋代官制辞典第345页,北宋景德四年十一月见置（《长编》卷67戊子）。在开封永泰坊。,,,,
,御辇院,,,,,,,,,御辇院辖有供御营、次供御营、下都营及车子院。御辇院设有供御指挥使一人，都虞候、军使、副兵马使各一人，十将、将虞候、管押节级各三人，祗应节级七人。供御辇官九十二人，次供御辇官七十七人，两者共一百六十九人。下都：指挥使一人、军使四人，副兵马使三人，辇官五百七十八人。车子院：兵士八十九人。北宋后期三院局总额为一千五百人。南宋屡有增减，绍兴十二年十二月定以御辇院、下都营共一千人为额，其中御辇院供御辇官二百人，次供御辇官一百五十人，下都营六百五十人。御辇院公吏七人：自手分、押司官、副知至专知官，依次递迁（《宋会要•职官》19之16、18、19）。,,,掌皇帝所用步辇的供奉及后宫乘车祗应。北宋崇宁二年二月十二日，新建殿中省，御辇院职事归入殿中省尚辇局。至靖康元年正月四日罢省，复归御辇院（《宋会要•职官》19之8《殿中省》、19之16《御辇院》）。,,①辇院。《宋会要•职官》19之3：“尚辇归辇院。“同前书19之8：“已置尚辇局，御辇院供御事已并入尚辇局。”②中车院。崇宁二年二月十四日，“御辇院改为中车院”（《宋会要•职官》19之8）。,宋代官制辞典第345页，宋代官制辞典第346页,北宋、南宋皆置（《宋史•仪卫志》2、3）。北宋时在京师右承天门外。崇宁二年二月十二日曾改名中车院（《宋会要•职官》19之8）。,,,,
,监御辇院,,,,,,,,,,,,,,监官。《宋会要•职官》19之18：“诏御辇院监官界终无遗阙，减二年磨勘。在京日，本院监官四员为额。”,宋代官制辞典第346页,,,,,
,供御指挥使,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,供御都虞候,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,供御军使,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,供御副兵马使,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,供御十将,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,供御将虞候,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,管押节级,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,祗应节级,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,供御辇官,,,,,,,,,,,,,,供御。《宋会要•职官》19之19《御辇院》：“本院契勘供御、次供御、下都元以一千人为额，供御二百五十人。”《宋史•仪卫志》2《皇太后仪卫》：“随车子祗应人，擎担子供御辇官，执擎从物等供御、次供御并下都辇直等。”,宋代官制辞典第346页,,,,,
,次供御辇官,,,,,,,,,,,,,,①次供御。《宋史•仪卫志》2《皇太后仪卫》：“随车子祇应人，擎担子供御辇官，执擎从物等供御、次供御。”《宋会要•职官》19之16：“次供御辇官七十七人，主分番荷御衣箱。”②次供御辇。同前书19之20：“（淳熙）十三年十二月九日，诏御辇院减次供御辇二十人。”,宋代官制辞典第346页,,,,,
,供御营,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,次供御营,,,,,,,,,,,,,,,宋代官制辞典第346页,,,,,
,下都营,,,,,,,,,,,,,,下都。《宋会要•职官》19之16：“御辇院言：‘本院、下都并车子院，共元额一千五百人。’”同前书19之18：“下都营六百五十人。”,宋代官制辞典第346页，宋代官制辞典第347页,,,,,
,下都辇官长行,,,,,,,,,,,,,,,宋代官制辞典第347页,,,,,
,下都辇官,,,,,,,,,,,,,,①都辇官。《宋会要•职官》19之20：“（淳熙十三年）御辇院减次供御辇二十人、都辇官三十人。”《长编》卷504丙午：“下都辇官五十人，般擎御前物色。”②下都。《宋会要•职官》19之18：“（绍兴十二年）供御、次供御、下都辇官权以共一千人为额。”同前书19之19：“（绍兴三十年）本院供御、次供御、下都共以一千人为额。”,宋代官制辞典第347页,,,,,
,辇官,,,,,,,,,,,,,,,宋代官制辞典第347页,,,,,
,下都辇直,,,,,,,,,,,,,,,宋代官制辞典第347页,,,,,
,御辇院公吏,,,,,,,,,,,,,,,宋代官制辞典第347页,,,,,
,专副,,,,,,,,,,,,,,,宋代官制辞典第347页,,,,,
,车子院,,,,,,,,,有兵士八十九人。,,,,,车院。《宋会要•职官》19之16：“车院兵士八十九人，掌禁中及诸宫院驾车。”《宋史•仪卫志》2《皇太后仪卫》：“车子院、御膳素厨。”《宋会要•职官》19之16：“御辇院言：‘本院、下都并车子院共元额一千五百人。”,宋代官制辞典第347页,,,,,
,车辂院,,,,,,,,,监车辂院三员，及监车辂院门官。下设四库：玉辂库，金银车库，金象辂库及革辂、木辂库（《咸淳临安志》卷9）。,,,宋前期，职事归群牧司。元丰正名，掌皇帝于行诸种礼仪时所用法物（大驾、法驾、小驾用辇辂），及奉引属车（副车）等（《宋会要•职官》23之1《车辂院》）。,,①车府。《青箱杂记》卷3：“至太平兴国中，车驾临幸，顾谓左右曰：“……诏有司规度左升龙门东北车府地为三馆，即诏有司度升龙门外旧车辂院别建三馆。'”②五辂院。《咸淳临安志》卷9《车辂院》：“咸淳二年，圣上初郊，诏修五辂院之库屋。”,宋代官制辞典第347页,北宋太祖朝已置，在东京升龙门东北《长编》卷19丙辰）。元丰新制正名举职。南宋沿置，在皇宫嘉会门外（《咸淳临安志》卷9《监当诸局》）。,,,,
,监车辂院门,,,,,,,,,,,,,,监门官。《宋会要•职官》23之1：“监车辂院门王琳言：‘⋯⋯本院监官、监门官俱系使臣⋯⋯后来方始通差选人。’”,宋代官制辞典第347页,,,,,
,御前马院,,,,,,,,,拔骐骥教骏士二百五十人，喂养御马。抽差三衙或诸军将校及效用充骑习马一百二十人。公吏有手分四人，副知兼前行一人，库子二人。临安府差脚夫五十八人每日自草料场搬运草料（《宋会要•职官》32之51、52、53、54）。,,,"饲养御马及胡羊、驴，并教习骑御马，以奉朝会、典礼、行幸等御马祗应。养马军士，不时受传呼牵拉鞍马入、出宫中侍奉（《宋会要•职官》32之53,54）。",,御马院。《咸淳临安志•皇城阁》：“御马院良马院车辂院。”按：据《皇城图》，御马院于皇宫嘉会门内外分为五处置局。《宋会要•职官》32之52：“（绍兴十三年七月十二日）铸印一面，以*御马院之印’五字为文行使。……同日，诏御前马院差置手分四人、副知一名兼前行。”,宋代官制辞典第347页,南宋高宗建炎三年六月始见置。孝宗后诸朝见置（《宋会要辂职官》32之51《御马院》、《梦粱录》卷9《内诸司》）。,,,,
,御前马院习马使效,,,,,,,,,,,,,,,宋代官制辞典第347页，宋代官制辞典第348页,,,,,
,良马院,,,,,,,,,淳熙、庆元间，养马军兵以七百八十人为额（同前书32之54）。,,,初，御前良马由御前马院寄养。建良马院，始由本院专其职，与御前马院分开（《宋会要•职官》32之52）。,,,宋代官制辞典第348页,南宋绍兴二十七年见置，孝宗后诸朝沿设（《宋会要•职官》32之52、《梦粱录》卷9《内诸司》）。,,,,
