类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,三院御史,,,,,,,,,,,,,,,宋代官制辞典第419页,,,,,
,台院,,,,,,,,,,,,,,,宋代官制辞典第419页,,,,,
,侍御史,,,,,,,宋初，依唐制，为从六品下。宋元丰改制后，从六品（《宋会要•职官》173、《分纪》卷14《侍御史》）。宋前期，位次侍御史知杂事，元丰改制后仅次于御史中丞。,,一人（《宋会要•职官》17之3、1）。,,,①宋前期，不带知杂事之御史，或差遣外任及在京兼领它局。大中祥符五年定制，有专职在本台掌弹纠公事，并参与推勘台狱（《宋会要•职官》17之5）。②元丰七年二月十七日，以侍御史知杂事为侍御史，则侍御史升为御史台副贰（《宋会要•职官》17之13、14，《宋史•职官志》4《御史台》）。,,①侍御。《攻媿集》卷1《王侍御寿诗》：“使君威名闻四方，威名凛凛凝秋霜。”参“南床”。②南床。北宋元丰七年二月十七日后，南床为侍御史别称。《挥麈三录》卷3：“（曹筠）改官入南床，高宗恶之，亲批逐出。”《宋史•高宗纪》7：“侍御史曹筠以附下罔上罢。”③台端。北宋时，沿唐之旧，台端为侍御史号称。《栾城集》卷27《刘挚右丞》：“召置台端，首开正论。进任中司（御史中丞）之要。”《宋史•刘挚传》：“擢侍御史，上疏曰⋯⋯。元祐七年，擢御史中丞。”《通典•职官》6《侍御史》：“台内之事悉主之，号为‘台端’。”④端公。《渑水燕谈录》之《补遗》：“时王耿为侍御史。……校辄泣曰：‘福州之人以为终世不见天日，岂料端公赐问。’”《通典•职官》6《侍御史》：“他人称之曰‘端公’。”⑤柱史。柱史即古柱下史省称，或谓侍御史起源于柱下史，故有此称。《宋史•张焘传》：“乃由察官超擢柱史。”《攻媿集》卷40《侍御史张叔椿权吏部侍郎》：“进班柱史，君举必书；摄事天官，吏奸无蔽。“应劭《汉官仪》曰：“侍御史周官也，为柱下史冠。”《通典•职官》6《侍御史》：“侍御史，于周为柱下史。”⑥横榻。《忠肃集》卷1《谢御史中丞表》：“忽起于横榻，俾遂正中司。”《通典•职官》6《侍御史》：“食坐之南设横榻，谓之‘南床’。殿中、监察（御史）不得坐。”,宋代官制辞典第419页，宋代官制辞典第420页,西汉武帝时始置待御史（《太平御览•职官部》25《侍御史》、《事物纪原》卷5《侍御》）。宋沿置。,,,,
,殿院,,,,,,,,,,,,,,,宋代官制辞典第420页,,,,,
,殿中侍御史,,,,,,,宋初依唐制，从七品下。元丰改制后，正七品。位次侍御史、班于监察御史之上（《宋会要•职官》17之3）。,,元丰新制二人（《宋史•职官志》4《殿中侍御史》）。,,,①宋前期或差遣外任及在京兼领它局，大中祥符五年，定制有专职，在本台掌弹纠公事，并参与推勘台狱；祭祀、朝会，兼左、有巡使，分纠不合礼仪的文武官员（《宋会要•职官》17之5、8）。②元丰七年二月十七日后，言事御史之职并入，掌言事并兼察事及分纠朝会班序（《宋会要•职官》17之3、31）。,,①殿中侍御。《东轩笔录》卷15：“殿中侍御萧定基发解为举人，作《河满子》以嘲。……殿院一声《河满子》。”《宋史•职官志》4《御史台》：“殿院，殿中侍御史隶焉。”②侍御。《挥塵录•余话》卷2：“（靖康初）匠者云：‘县宇中方创一棚，昨日闻侍御之言，即辍以成之。’会之大喜。”《宋史•秦桧传》：“字会之，拜殿中侍御史。”③殿中。《玉海》卷121《祥符御史台》：“（庆历五年）以殿中梅挚、监察李京并为言事御史。“《分纪》卷14《殿中侍御史》：“庆历五年，殿中侍御史梅挚、监察御史李京并为言事御史。”④殿院。殿院既是公廨名，又作殿中侍御史别称。《泊宅编》卷中：“虞经臣策，元祐五年作监察御史，是时察官亦许言事，寻擢侍御史，不历殿院。”《石林燕语》卷5：“近世‘殿院’、‘察院’乃以名官。”⑤副台端。《宋史•洪遵传》：“（绍兴二十五年）汤鹏举副台端。”《咸淳临安志》卷5《御史台》：“右绍兴二十五年《诏谕台谏》，殿中侍御史汤鹏举记。”⑥副端。副台端省称。《宋史•职官志》2《崇政殿说书》：“副端兼说书，自端明余尧弼始。“《要录》卷156甲申：“殿中侍御史余尧弼兼崇政殿说书。”,宋代官制辞典第420页,三国魏兰台遣二御史居殿中伺察非法，是殿中待御史一官之始（《晋书•职官志》）。宋沿置。,,,,
,殿中侍御史里行,,,,,,,资格卑浅，未能正除殿中侍御史，则带“里行”，寓有“实习”之意。通常从曾担任过知县的三丞（太常丞、宗正丞、秘书丞）以上京官中选拔充御史里行（《玉海》卷121《祥符御史台》）。,,,,,与殿中侍御史同。,,①殿中御史里行。《长编》卷115壬辰：“高若讷为主客员外郎、殿中御史里行。《宋史•高若讷传》：“迁尚书主客员外郎、殿中侍御史里行。”②御史里行。《玉海》卷121《祥符御史台》：“景祐元年四月二十四日，置御史里行。”《宋史•仁宗纪》2：“景祐元年夏四月癸丑，诏御史台置殿中侍御史、监察御史里行。”③里行。《石林燕语》卷9：“欧公以为今台官举人须得三人以上、成资通判者，所以难于充选。因请略去资格添置御史里行。但选材堪此选，资深者入三院，资浅者为里行。”,宋代官制辞典第420页,唐武则天于御史台置殿中里行（《通典•职官》6《殿中侍御史》）。北宋仁宗景祐元年（1034）四月二十四日始置（《长编》卷114壬辰）。元丰新制罢（《玉海》卷121《祥符御史台》）。,,,,
,言事御史,,,,,,,殿中侍御史、监察御史有改言事御史者，其品位当与两院御史庶几相同。,,“言事御史旧虽二员，自来多是止除一员”（《长编》卷181己亥）。,,,唐制，御史台官不兼言职，台官与谏官职事分际严格。北宋真宗朝始置专职言事御史，台官始兼谏职，御史台官由此而增重（《长编》卷154乙亥、《大事记讲义》卷9《仁宗皇帝•台谏》）。元丰五年五月，入内内侍省归言事御史按察（《宋会要•职官》17之11）。,,①谏官御史。《分纪》卷14《侍御史》：“今御史中丞厅之南有谏官御史厅。”《长编》卷154乙亥：“复置言事御史⋯⋯。天禧初，始置言事御史六员，其后久不除。至是，以谏官员不足，复除之。今御史台中丞厅之南，有谏官御史厅，盖御史得兼谏职也。”②言事。《宋会要•职官》17之13：“准敕：诸鞫狱，言事、御史轮治。缘御史共置九员，六员分领六察，其言事官止三员。欲乞言事、案察御史轮治。”,宋代官制辞典第420页，宋代官制辞典第421页,天禧元年（1017）二月八日始置（《玉海》卷121《祥符御史台》）。其后不置。于庆历五年正月十八日复置，元丰七年二月十七日罢，其言责归殿中侍御史（《长编》卷154乙亥、卷343丙戌）。,,,,
,察院,,,,,,,,,,,,,,,宋代官制辞典第421页,,,,,
,察院都承旨,,,,,,,,,,,,,,,宋代官制辞典第421页,,,,,
,察院副都承旨,,,,,,,,,,,,,,,宋代官制辞典第421页,,,,,
,察院承旨,,,,,,,,,,,,,,,宋代官制辞典第421页,,,,,
,察院逐房副承旨,,,,,,,,,,,,,,,宋代官制辞典第421页,,,,,
,监察御史,,,,,,,宋初因唐制，正八品上；元丰改制后，从七品（《分纪》卷14《监察御史》）。位次于殿中侍御史。,,元丰新制定为六人（《宋会要•职官》17之31）。,,,①宋初，多外任或在京领它局。太平兴国三年，置专职监察御史，在台供职，主弹劾事；祠祭，则兼监祭使。“三院御史，自是始正其名”（《事物纪原》卷5《三院》、《宋会要•礼》14之7）。②元丰七年二月十七日，以六察官之职归监察御史，掌分察尚书省六部及其以下百司之事，监祠祭、定谥，并许言事（《宋会要•职官》17之31《监察御史》）。,,①监察。《玉海》卷121《祥符御史台》：“以殿中梅挚、监察李京并为言事御史。“《分纪》卷14《侍御史》：“殿中侍御史梅挚、监察御史李京并为言事御史。”②御史。《宋史•胡舜陟传》：“为监察御史。奏：‘御史以言为职，故自唐至本朝皆论时事、击官邪，与殿中侍御史同。’”③察院。《东轩笔录》卷7：“曾（孝宽）曰：‘但闻御史蔡承禧入札子，不知言何等事也。’语未已，内探报，今日蔡察院言吕参政兄弟。”《石林燕语》卷5：“殿中曰‘殿院’，监察曰‘察院’，此其公宇之号，……近世‘殿院’、‘察院’乃以名其官。”④察官。元丰七年后，监察御史领六察官事，故有此称。《朝野杂记》乙集卷13《非台丞、谏长而兼侍讲》：“察官兼说书，自陈少卿夔始。”《要录》卷158戊午：“监察御史陈夔兼崇政殿说书。”,宋代官制辞典第421页,秦时诸郡置监御史，监察御史之名源于此。正称监察御史，则始于隋开皇三年（583），改检校御史为监察御史（《隋书•百官志》下）。宋沿置。,,,,
,监察御史里行,,,,,,,御史须太常博士以上、曾任州通判、并有三人荐举，方能除授。如不及资格而除台官，则带“里行”，但仍须曾担任过知县的三丞（太常、宗正、秘书丞）以上京官充任（《玉海》卷121《祥符御史台》、《石林燕语》卷9）。,,,,,与监察御史同。,,①御史里行、里行。《玉海》卷121《祥符御史台》：“景祐元年四月二十四日，置御史里行。”《宋史•仁宗纪》2：“景祐元年夏四月癸丑，诏御史台置殿中侍御史、监察御史里行。”《石林燕语》卷1：“人未历通判，非特旨不荐，仍为里行。”同前书卷9：“今台官举人，须得三人以上、成资通判者，所以难于充选。因请略去资格，添置御史里行。”②御史。《宋史•黄履传》：“擢监察御史里行，辞御史，改崇政殿说书兼知谏院。”③监察里行。《长编》卷453戊申：“韶则衙内钻也，自此渐进为监察里行。”④监察内行。《长编》卷442庚寅：“仍依充置监察内行。”,宋代官制辞典第421页，宋代官制辞典第422页,贞观初，唐太宗以布衣马周为监察御史里行，此为置御史里行之始（《旧唐书•职官志》3《御史台》）。北宋于景祐元年（1034）四月二十四日始置（《长编》卷114壬辰）。元丰改制罢（《玉海》卷162《元祐御史台》）。,,,,
,权监察御史里行,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,两院御史,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,御史台六察司,,,,,,,六察司拥有监察尚书省六部以下百司簿领文字之权，但它本身，须接受尚书省都司御史房监督（《宋会要•职官》17之11）。,,下设六案察：吏案察、户案察、刑案察、兵案察、礼案察、工案察。元丰六年六月一日，定编六案察各置御史一员（《长编》卷335）。元丰七年后，监察御史六员（或三员）专任。每察置吏二人（《宋会要•职官》17之9）。,,,纠察在京百司簿领文字之稽违（三省、枢密院、秘书省、殿中省、内侍二省不隶六察）（《宋会要•职官》17之9、11）。,,,宋代官制辞典第422页,唐制，监察御史有分纠尚书省六部过失之责（《六典》卷13）。宋初，遇百官入阁或举行国忌礼，临时置六察官，但未置官司。至神宗元丰二年（1079）十二月十二日，于御史台设六察司（《宋会要•职官》17之35、《长编》卷301丙午）。南宋沿置。,,,,
,吏察,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,户察,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,刑察,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,兵察,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,礼察,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,工察,,,,,,,,,,,,,,,宋代官制辞典第422页,,,,,
,御史台六察案,,,,,,,,,,,,,,①六察、察案。《长编》卷357癸未：“比年以来专举六察故事，废国家治乱之大计；察案，司簿领之细过。”②六察案。《长编》卷304癸亥：“手诏御史台复六察案。”同前书卷335乙已：“诏御史台六察案。”同前书卷335乙巳：“诏御史台六察案各置御史一员。”《宋会要•职官》17之9：“御史中丞李定言：‘乞依故事，复置吏、兵、刑、户、礼、工六案，点检在京官司文字，每案置吏二人，⋯⋯台官一员。”从之。”③台察。《宋会要•职官》17之20：“阁门、宾省、四方馆，以内侍邓文诰提领，皆申请不隶台察。”,宋代官制辞典第422页,,,,,
,察案御史,,,,,,,,,,,,,,①分察。《齐东野语》卷7《洪君畴》：“洪天锡分察出自亲擢。”《宋史•谢方叔传》：“属监察御史洪天锡论宦者卢允升、董宋臣。”②六察官。《玉海》卷121《元丰六察》：“诏六察官以所纠多寡为殿最。”《长编》卷304癸亥：“御史台复六察案。……察案御史十千（贯）。“③御史六曹官。《宋会要•职官》17之13：“御史房置簿，书御史六曹官纠劾之多寡、当否为殿最。”④六院察官。《宋子语类》卷107《内任•孝宗朝》：“曾任知县人为六院察官。”《宋史•孝宗纪》1：“诏县令非两任毋除监察御史。”⑤六察御史。《长编》卷321乙丑：“诏尚书都省弹奏六察御史纠劾不当事。”《宋会要•职官》17之13：“诸鞫狱，言事、御史轮治。缘御史共置九员，六员分领六察，其言事官止三员。欲乞言事、案察御史轮治。”,宋代官制辞典第422页，宋代官制辞典第423页,,,,,
,御史台四推,,,,,,,,,,,,,,①四推。《宋会要•职官》17之9：“故事：台案有内外弹、杂事、四推、五使、六察。”《宋史•职官志》卷4《御史台》：“凡推直有四：曰台一推、曰台二推、曰殿一推、曰殿二推。”②台狱。《诗谳》：“（苏轼）赴台狱。”《咸淳临安志》卷5《御史台》：“台狱门匾曰四推。”,宋代官制辞典第423页,,,,,
,推直官,,,,,,,,,,,,,,台直。全称应为御史台推直。《长编》卷61戊午：“台直官、开封府判官、司录。”同前书卷51癸酉：“御史台推直、推勘官，大理寺详断官，皆本司长官奏荐，纠按谳狱之任。”,宋代官制辞典第423页,,,,,
,推勘官,,,,,,,,,,,,,,,宋代官制辞典第423页,,,,,
,御史台根勘所,,,,,,,,,,,,,,,宋代官制辞典第423页,,,,,
