类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,国子监,,,,,,,,,①宋前期，设判监事官二员（一员称同判），待制以上充称“判”，非待制官充，称管勾官（一员称同管勾）。国子监直讲八人或十人，又有国子监讲书、说书之名。丞、主簿各一人。监生无定员，所隶学有国子学、太学、律学、广文馆、四门学、武学及国子监书库（《合璧后集》卷39《国子祭酒》，《宋会要•职官》28之1、2，《魏文公文集》卷15《议学校法疏》，《宋史•职官志》5《国子监》）。②元丰新制后，官额有国子监祭酒、司业、丞、主簿各一人，太学博士十二人，国子正、国子录各五人，武学博士二人，律学博士、律学正各一人，太学录五人，武学正、录各一人。此外又有学谕、直学、斋长等名目。分案八。所隶学有国子、太学、律学、武学、小学、算学（元祐元年罢），以及国子监书库（《宋会要•职官》28之5、6）。崇宁三年六月建算学、书学、画学、医学，五年四月罢，其书、画学附国子监，置书学博士、画学博士各一员。大观四年并入翰林书艺、图画局（《玉海》卷112《崇宁四学》）。③南宋初废罢。绍兴三年六月二十四日置博士二员，以随驾学生三十六人为监生（《要录》卷66丙午）。绍兴十二年十二月十二日置祭酒、司业各一员，国子正、录各一员，原博士三员不变。太学生以三百人为额，于次年正月九日在临安原岳飞旧第为国子监太学，绍兴十四年六月五日建国子监小学（《要录》卷147庚午、《玉海》卷112《绍兴太学》、《绍兴国子监小学》）。,,,①宋初，聚生徒讲学，国子监与国子学合二为一，并掌刻印、出卖经书等公事（《长编》卷3癸巳、卷35戊辰，《宋会要•职官》28之2）。②仁宗庆历三年、四年，大兴学校，四门学、武学、太学单独立学，州县办学，隶于国子监之国子学已非唯一官学，国子监掌管教授经术、荐送诸生、刻印书籍公事等职能目益突出（《宋会要•职官》28之1、《玉海》卷112《庆历四门学》、《庆历太学》、《庆历武学》、《庆历州县学》）。③元丰新制后，国子监职掌国子、太学、律学、武学、算学五学之政令与训导事，以及刻印书籍等（《分纪》卷21《国子监》）。④南宋后“专掌天下之学校”，仍雕印出卖监本书（《梦粱录》卷8《诸监》）。,,①国子。《长编》卷116壬午：“国子官属为上书请留。”《儒学警悟》：“张文节公初为龙图阁待制，求判国子监。真宗问王魏公：‘国子清闲无事，知白岂不长于治剧？欲自便耶？’”②国监。《宋会要•崇儒》3之1：“修成《书、画学敕令格式》一部，冠以‘崇宁国子监’为名。⋯⋯其书、画学于国监擗截屋宇。”③司成。拟唐官司称。《夷坚志》卷1《折将军》：“不晓司成为何官？”《宋会要•崇儒》1之28：“学校事体，有司成以总其纲。“《通志》卷54《国子监》：“场帝即位，改国子学为国子监，龙朔二年改为司成馆。”④成均。拟唐官司称。《文恭集》卷31《书启•上高邮刘国博》：“伏惟国博，材标磊砢，器韫高闲，学总群舍，洊掌成均之职。”《旧唐书•职官志》3《国子监》：“龙朔曰大司成，光宅曰成均，神龙复为国子监也。”⑤国库。周代学校称“库”。宋国子监办学，故有此称。《宋史•儒林传•聂崇义》：“累迁国子司业兼太常博士。……典事国庠，服膺儒业。”《孟子•滕文公》上：“设为库、序、学校以教之。……周曰庠。”⑥学省。《文恭集》卷14《许恢李田尹偕并可国子博士制》：“进迁学省，充预教官。”《宋史•职官志》5《国子监》：“博士，掌分经讲授。”⑦胄监。国子监之“国子”，原指公卿大夫子弟，即“贵胄”，故有此称。《合璧后集》卷41《三学门•宗学》：“本朝胄监之外，复立宗学。”同前书卷39《国子监•事类》：“掌胄子之筵。“⑧国学。《宋史•儒林传》1：《崔偓佺传》：“咸平二年，真宗幸国学，召偓佺说《尚书》。”《宋史•真宗纪》1：“（咸平二年七月）甲辰，幸国子监，召学官崔偓佺讲《尚书•大禹谟》。”,宋代官制辞典第380页,“国子”之名，始见于《周礼•地官》，谓师氏以三德教国子（公卿大夫子弟）。国子寺，作力教育管理机构，北齐已置。隋炀帝大业三年（607）始置国子监（《隋书•百官志》中、下）。后周显德二年（955）营造国子监，置学舍。北宋沿置。端拱二年二月，改国子监为国子学（《长编》卷30）。淳化五年三月二十四日复改称国子监（《长编》卷35戊辰）。南宋建炎三年四月十四日并归礼部（《要录》卷22庚申）。绍兴三年六月二十四日复置，称“行在国子监”（《玉海》卷112《绍兴太学》）。,,,,
,判国子监事,,,,,,,,,,,,,,判监。《宋史•崔颐正传》：“判监李至上言……。偓佺淳化中历福建连江尉，判国子监李至奏为直讲。”,宋代官制辞典第380页，宋代官制辞典第381页,,,,,
,同判国子监事,,,,,,,,,,,,,,判国子监。《宋史•张璪传》：“（元丰初）遂知制诰、知谏院，判国子监。”《宋会要•职官》28之9：“元丰二年七月一日，同判国子监张璨言。”,宋代官制辞典第381页,,,,,
,管勾国子监公事,,,,,,,,,,,,,,①管勾。《赵清献公文集》卷3：“陈旭判监，赡养亦不下百人。近期胡瑷管勾已逾三岁，才赡及掌事、谕义，生徒三、二十人而已。”《宋会要•职官》28之8：“国子监主判官，待制以上差判，余并管勾本监公事。”②管干国子监。“管干“系“管勾”的避讳称，《宋史•常秩传》：“拜右正言、直集贤院、管干国子监。”《宋会要•职官》28之8：“管勾国子监公事常秩。”,宋代官制辞典第381页,,,,,
,同管勾国子监公事,,,,,,,,,,,,,,,宋代官制辞典第381页,,,,,
,判国子学事,,,,,,,,,,,,,,判学。《长编》卷35戊辰：“复以国子学为国子监，改讲书为直讲。从判学李至之请也。”《合璧后集》卷40《国子监书库官》：“国朝淳化五年，判国子学李至。”《宋史•职官志》5《国子监•书库官》：“判国子监李至。”,宋代官制辞典第381页,,,,,
,国子监祭酒,,,,,,,①宋初依唐制，唐为从三品（《六典》卷21《国子祭酒》）。②元丰改制后从四品（《分纪》卷21《国子监•祭酒》）。位在九卿之下、诸寺大监之上（《宋史•职官志》8《建隆三年合班之制》）。,,一人。,,,为国子监长官，掌诸学之政令及教法等事（《宋会要•职官》28之5）。,,①国子祭酒、祭酒。《宋史•许应龙传》：“祭酒徐侨议学校差职，欲先誉望。……兼权直舍人院，迁国子祭酒。”《合璧后集》卷39《国子监祭酒》：“及元丰中，复正官名，置国子祭酒，掌三学之教法、政令。”②大司成。拟唐官称。《夷坚志》卷1《折将军》：“入为大司成，至显谟阁直学士而卒。”《通志》卷54《国子监》：“龙朔二年，又改祭酒为大司成。”③国学师、胄监长。《攻媿集》卷36《国子司业彭椿年除祭酒》：“祭酒，尊者之称也，荀卿任齐，最为老师，盖三为〔祭酒〕之后，世遂以名胄监之长。……为国学师，无以易汝，往哉！”,宋代官制辞典第381页,战国时荀子三为齐国祭酒（《史记•荀卿传》）。国子祭酒之名始于西晋武帝咸宁四年（《晋书•职官志》）。国子监祭酒之官始于隋大业三年（《隋书•百官志》下）。北宋前期存其名而不常除人。元丰新制后始除人。南宋初罢置。绍兴十二年十二月十二日复置（《玉海》卷112《绍兴太学》）。,,,,
,国子监司业,,,,,,,北宋元丰新制后为正六品（《分纪》卷21《国子监•司业》）。其班位，元丰后在七寺少卿之下、诸寺监与都水使者之上（《宋史•职官志》8《元丰以后合班之制》）。,,一人（《宋史•职官志》5《国子监》）。,,,为本监副长官，佐祭酒总领诸学之政令与教法（《宋会要•职官》28之5）。,,①国子司业、司业。《宋史•龚原传》：“绍圣初，召拜国子司业。……为司业时，请以安石所撰《字说》、《洪范传》及子雾《论语孟子义》刊板传学者。”《长编》卷499丙中：“除礼部员外郎刘逵国子监司业。”②少司成。拟唐官称。《攻媿集》卷37《枢密院检详李祥国子司业》：“兹庸命以少司成之职，追古风。”《职源》：“国子司业龙朔改为少司成。”③乐正。取“乐正司业”之典故。《栾城集》卷28《盛侨国子司业》：“是以增命乐正之官，以辅司成之教。”《礼记•文王世子》：“乐正司业，父师司成。”,宋代官制辞典第381页，宋代官制辞典第382页,“司业”之名，取乎《礼记•文王世子》，所谓“乐正司业”，其时未力官称。国子监司业，始置于隋大业三年（《隋书•百官志》下）。宋沿置。南宋初罢。绍兴十二年十二月复置（《玉海》卷112《绍兴太学》）。,,,,
,国子监丞,,,,,,,①宋初因唐制，唐为从六品下。②元丰新制后为正八品（《宋会要•职官》28之5、1）。其班位，元丰后在七寺丞之下、诸寺监丞之上（《宋史•职官志》8《元丰以后合班之制》）。,,一人（《宋会要•职官》28之5、1）。,,,①宋前期或用作文臣迁转官阶，或以本监学官兼国子监丞，兼领钱谷出纳之事（《合璧后集》卷40《国子监丞》）。②元丰正名后，参领本监事（《宋史•职官志》5《国子监》、《长编》卷142戊午、《宋会要•职官》28之3）。,,①国子丞。《宋史•许应龙传》：“迁国子博士、国子丞、宗学博士。”《长编》卷142，庆历三年八月戊午：“太常丞阮逸兼国子监丞。”②学省丞。《公是集•行钱茂生制》：“秩以学省之丞。”《合璧后集》卷40《国子监丞•事类》：“进丞学省。”③胄丞。因国子监别称胄监而得名。《桯史》卷9《王泾庸医》：“姚胄丞师皋甘泾饵，目击其殒。”④胶庠丞、上庠丞、库学丞。“胶庠”为周代学校（大、小学），“上庠”即国子学，用以雅称国子监。《合璧后集》卷40《国子监丞•事类》：“丞以胶庠上庠丞秩丞庠学之荣。”,宋代官制辞典第382页,始置于隋大业三年（607）（《隋书•百官志》下）。宋沿置。作为职事官，北宋景祐二年始以直讲官一员兼监丞。南宋建炎三年四月十三日罢。绍兴十二年十二月复置（《要录》卷22庚申、《玉海》卷112《绍兴太学》、《合璧后集》卷40）。,,,,
,国子监主簿,,,,,,,①宋初因唐制，唐为从七品下（《六典》卷21《国子监》）。②元丰改制后从八品（《分纪》卷21《国子监•主簿》）。位在诸学博士之下、国子监正、太学正之上（《宋史•职官志》8《元丰以后合班之制》）。,,一人（《宋会要•职官》28之5、1）。,,,掌本监文书簿籍，勾考其出入有无稽违（同上书卷）。,,①国子簿。《齐东野语》卷17《景定行公田》：“国子簿谢章，皆于论对及之。“《宋史•徐鹿卿传》：“迁国子监主簿。”②国子监簿。《合壁后集》卷40《国子监簿》：“国朝国子监主簿一人，以京官或选人充。”,宋代官制辞典第382页,北齐国子寺置主簿（《隋书•百官志》中）。国子监主簿始置于隋初（《隋书•百官志》下）。北宋景祐二年三月十三日始以本监京朝官兼主簿（《宋会要•职官》28之3）。元丰元年省罢，三年二月九日复置。南宋初罢。后复置（《合璧后集》卷40《国子监簿•历代沿革》、《长编》卷302癸卯）。,,,,
,国子监博士,,,,,,,①宋初因唐制，唐为正五品上（《六典》卷21《国子博士》）。②《元祐官品令》正八品，南宋前期从八品（《分纪》卷21《国子博士》、《宋会要•职官》28之1）。庆元时为正八品。国子博士位在国子监丞、王宫大、小学教授之下，大理司直、评事之上（《庆元条法》卷4《官品令》、《职制令》）。,,五人或二人，一人不定（《宋会要•职官》28之18、《要录》卷66丙午、《宋史•职官志》5《国子监》）。,,,①宋初至元丰五年改制前，无职守，为文臣迁转官阶，元丰寄禄格，易承议郎（《宋史•职官志》9《文臣叙迁之制》、《元丰寄禄格》）。②大观元年三月置国子博士，专掌训导国子生、随行亲生员（《宋会要•职官》28之19）。③南宋时，与太学博士分掌教导诸生事（《合璧后集》卷40《国子博士》）。,,①国子博士。《宋史•职官志》9《文臣京官至三师叙迁之制》：“殿中丞。有出身转太常博士，无出身转国子监博士。内带馆职同有出身，太常、国子博士。”②博士。《宋会要•崇儒》2之25：“（政和四年）国子博士李迈言：“⋯⋯今欲试本经义各一道，丞封弥、博士考校，通否申监。'”③国博。《文恭集》卷31《上高邮刘国博》。《挥塵前录》卷3《李成因子觉为国博，赠光禄寺丞》：“李成仕太宗，两历国子博士。其后以觉赠光禄寺丞云。”④国。略称。《容斋三笔》卷16《中舍》：“子美曰：‘乐中既无筝、琶、筚、笛，坐上安有国、舍、虞、比？’国，谓之国子博士。”,宋代官制辞典第382页，宋代官制辞典第383页,战国时齐国、魏国均置（《五经异议》、《汉书•贾山传》）。西晋咸宁四年初置国子博士（《晋书•职官志》）。国子监博士始置于隋大业三年（《隋书•百官志》下）。北宋初沿置，但为文官迁转官阶。元丰新制也不置国子博士。徽宗大观元年三月二十四日始置职事官国子博士，三年八月十二日省，由太学博士兼。南宋建炎三年四月罢。绍兴三年六月二十四日复置（《长编》卷84丙寅、《宋会要•职官》28之17、19，《合璧后集》卷40《国子博士》、《要录》卷66丙午）。,,,,
,五经博士,,,,,,,,,,,,,,,宋代官制辞典第383页,,,,,
,《春秋》博士,,,,,,,太学博士为从八品。《春秋》博士为太学博士之一，官品同。如“衢州龙游县令王棐为《春秋》博士”（《长编》卷382戊辰），县令从八品。,,二员（《长编》卷408癸巳注文）。,,,掌讲解《春秋》经。,,,宋代官制辞典第383页,西汉已置（《汉书•百官表》上）。北宋元丰八年，水部员外郎王请于太学置《春秋》博士，因与王安石思想不合，受责罚。哲宗元祐元年司马光执政，闰二月，礼部请置《春秋》博士，元祐元年七月十三日始除人（《长编》卷356乙未、卷368庚寅、卷382戊辰）。其后受新、旧两党政治斗争余波影响，屡罢、屡复。绍圣四年二月罢春秋科，《春秋》博士当在罢之列（《长编拾补》卷14戊寅）。元符元年复置（《通考•学校》3），二年又罢（《宋会要•职官》28之14）；三年十一月二十七日复置（《玉海》卷112《元丰太学三舍法》），崇宁元年七月二十八日罢（《宋史•徽宗记》1）。,,,,
,国子书博士,,,,,,,,,,,,,,,宋代官制辞典第383页,,,,,
,国子监说书,,,,,,,,,,,,,,①说书。《宋史•职官志》5《国子监》：“又有讲书、说书之名，并以幕职、州县官充。”《长编》卷82庚午：“以三班奉职郑检为邓城县主簿、国子监说书。检明经、善讲，朝士以名闻，试于国学而命焉。”北宋庆历四年，说书官以四员为额（《分纪》卷21《说书》）。②国学说书。宋初国子监与国子学通称。《长编》卷103壬申：“（郭）稹国子学说书。”,宋代官制辞典第383页,,,,,
,国子监讲书,,,,,,,,,,,,,,讲书。《宋史•职官志》5《国子监》：“又有讲书、说书之名，并以幕职、州县官充。”《长编》卷81丙申：“先是有诏择明经者补学官。前江阴县尉冯元自陈通五经……遂以为国子监讲书。于是擢大理评事、崇文院检讨、国子监直讲。”,宋代官制辞典第383页,,,,,
,国子监直讲,,,,,,,由通经术、有德行之京官或选人充。皇祐四年五月后并规定须年满四十岁以上有老成之器堪为监生表率人充，选人到监五年改京官（《分纪》卷21、《长编》卷172庚申）。,,至道二年置十人，熙宁四年置十人，二人共讲一经。或置八人（《分纪》卷21《直讲》、《宋史•职官志》5《国子监》）。,,,掌教授诸经，每二人共讲一经。临时或差充贡院试官（《分纪》卷21《直讲》、《宋会要•职官》28之9）。,,①国子直讲。《长编》卷228戊申：“陆佃、龚原等为国子直讲。”同前书卷299癸巳：“殿中丞、国子监直讲龚原。”②直讲。《分纪》卷21《直讲》：“国朝置国子监直讲，以掌教授。”③太学直讲。宋代无太学直讲官，此“太学”借指国子监，“太学直讲”系指国子监直讲。《长编》卷493，哲宗绍圣四年十一月癸丑：“（沈）铢在先帝时任太学直讲，受学生馈赠，坐赃罪勒停。”同前书卷299，神宗元丰二年七月癸巳：“国子监直讲、和州防御推官、审官西院主簿沈铢⋯⋯勒停。”④国学直讲。《宋史•儒林》1《崔颐正传》：“国子祭酒孔维荐之，以为国学直讲。……直讲颐正、孙奭皆苦心强学。”《宋史•儒林》1《孙奭传》：“迁大理评事为国子监直讲。”,宋代官制辞典第383页，宋代官制辞典第384页,唐初始置（《六典》卷21《国子监》）。北宋淳化五年二月十六日，改国子学讲书为国子监直讲（《长编》卷35戊辰）。元丰三年正月十七日，改为太学博士（《长编》卷302辛巳）。,,,,
,国子监正,,,,,,,南宋时为正九品（《职源撮要•官品》）。位在五监主簿之下，武学谕、律学正之上（《宋史•职官志》8《元丰以后合班之制》）。,,二员或一员不定（《合璧后集》卷40《国子正》）。,,,掌执行学规，按五等罚处理违章国子学生（《合璧后集》卷40《国子正》）。,,①国正。《于湖居士文集》卷10《次刘国正觅雌黄韵二首》。《合璧后集》卷41《宗学博士》：“（宗学谕）在国子正之上。”同前书卷《宗谕》：“在国正之上。”②国子正。《宋史•职官志》8《元丰以后合班之制》：“国子、太学、辟雍正。”《合璧后集》卷41《国子正》：“绍兴十三年，诏置国子监正、录各一员。”,宋代官制辞典第384页,宋以前不置，北宋大观元年三月二十四日始置（《宋会要•职官》28之17）。南宋建炎三年四月十三日罢，绍兴十三年五月十六日复置（《要录》卷22庚申、卷149壬申）。,,,,
,国子监录,,,,,,,南宋时为正九品（《庆元条法》卷4《官品令》）。其班位在国子正、太学正、武学谕之下，律学正、太医局丞之上（同上书卷《杂压》）。,,二员或一员不定（《合璧后集》卷41《国子正•附国录》）。,,,佐国子监正掌纠察国子学生之不守学规者《《合壁后集》卷41《国子正•附国录》）。,,①国录、国子录。《合璧后集》卷41《国子正•附国录》：“大观元年薛昂乞置国子博士、国子正录。……绍兴十三年，诏置国子监正、录各一员。”②国子学录。北宗淳化五年改国子学为国子监后，不复以国子学单称。此国子学为国子监别名。《宋史•郑清之传》“（嘉泰）调湖、广总所准备差遣、国子监书库官。十六年，迁国子学录。”③国子监录事。宋代正称“国子监录”、“太学录”等，北齐国子寺称录事，隋唐国子监置录事，宋人或称国子监录为国子监录事。《庆元条法》卷4《职制令•杂压》：“国子、太学录事，律学正。”同前书卷《官品令》：“国子、太学正、录，武学谕，律学正。”,宋代官制辞典第384页,北齐国子寺有录事，隋唐置国子监录事。北宋称国子监录，始于大观元年三月二十四日（《六典》卷21《国子监》、《宋会要•职官》28之17）。南宋建炎三年四月十三日罢，绍兴十三年五月十六日复置（《要录》卷22庚申、卷149壬申）。,,,,
,监国子监书库,,,,,,,北宋多以京官或朝官充，南宋多以选人充（《宋会要•职官》28之27、《合璧后集》卷40）。,,一员或二员，或它官兼（同上书卷）。,,,掌雕印经、史群书，以备朝廷宣索、赐予、颁发及出卖，而收其利以纳左藏库。并与本监学官分工删改、校定监本书籍（《合璧后集》卷40《国子监书库官》、《宋会要•职官》28之18）。,,①书库、书库官。《合璧后集》卷40《国子监书库官》：“隆兴元年，诏主簿兼书库。乾道七年复置一员。”《河南程氏文集》卷7《论礼部看详状》：“书库官本职外，准备本监逐时差委公当。”《宋会要•职官》28之26：“（乾道）七年十一月二十三日，诏国子监复置书库官一员。”②监书库。《毗陵集•许份墓志铭》：“许份字子大，监书库。“《宋会要•职官》28之12：“（元祐六年）诏兖州录事参军郭真卿添置国子监书库，不得为印。”③国子监书库官。国子监书库官非正称，正称应为监国子监书库官。《合璧后集》卷40《国子监书库官》：“国朝淳化五年，判国子学李至言：‘监中印书亦主掌钱物，凡有公文，其所司止以印书钱物所名，稍为近俗。今乞改为国子监书库官。”从之。”《太宗实录》：“书库监官，以京朝官充。”,宋代官制辞典第384页,北宋淳化五年，改国子监印书钱物所为国子监书库，始置监书库官。元丰三年二月复罢。崇宁二年复置、大观四年八月十二日罢。南宋绍兴十三年七月四日复置。三十一年减一员。隆兴元年，主簿兼书库官。乾道七年复单置（《合璧后集》卷40《国子监书库官》、《长编》卷302癸卯、《要录》卷149己未、《宋会要•职官》28之19）。,,,,
,监国子监公厨,,,,,,,,,,,,,,,宋代官制辞典第384页，宋代官制辞典第385页,,,,,
,国子监助教,,,,,,,,,,,,,,,宋代官制辞典第385页,,,,,
,国子学,,,,,,,,,学官均由国子监官统配。①国子学生宋初为七十人（《宋史•选举志》3）。②元丰二年《学令》定以二百员为额（同前书卷）。③南宋国子生以八十人为额，附于太学（《玉海》卷112《绍兴太学》）。,,,①宋初，国子学与国子监为一块牌子，既是官学又是官司。招收七品以上官僚子弟，为系籍因子生，并掌训导与荐送应举试等公事；又有低级品官子弟许投保官家状，经考试，由国子监给牒，收为广文、太学、律学三馆学生，以为应试前之补习，所谓“附国学取解”，省试毕即散归。此种属非系籍国子生（《宋史•选举志》3、《宋会要•崇儒》1之29）。②庆历四年四月二十一日，太学单独建学后，国子学成为国子监所辖诸学之一，除仍招生七品（南宋扩大为八品）以上子弟外，并收命官、清要官亲戚以及随做官的父兄叔伯在京的亲属（所谓随行亲生员）等为国子生、或国子听读生（《宋史•选举志》3、《长编》卷148壬子、《宋会要•职官》28之19、《永乐大典》卷66引周必大《上庠录》）。,,国学、国子。《清容居士集》卷41《国学议》：“宋朝承袭唐之旧，而国学之制日隳。至于绍兴，国学愈废。”《长编》卷35淳化五年三月戊辰：“复以国子学为国子监。”《分纪》卷21《国子监》：“国朝国子监掌国子、太学、武学、〔律学〕、算学之政。”《长编》卷40丙寅：“（康）戬，高丽人，附国子学肄业，太平兴国五年登进士第。”,宋代官制辞典第385页,西晋咸宁四年，初立国子学（《晋书•职官志》）。至隋，国子学为国子监所辖诸学之一（《隋书•百官志》下）。北宋初，国子学与国子监合二为一。两名通用。庆历四年后，国子学从国子监分离，与太学等并立，其地位日降，置于太学之内，开始向太学化演变。南宋中央官学为太学、武学、宗学，号称“三学”，已无国子学之名；但有国子生，属太学之一部（《长编》卷30、《宋会要•职官》28之19、《合璧后集•目录》、李弘祺《北宋国子监与太学的经费》）。,,,,
,学窠,,,,,,,,,,,,,,,宋代官制辞典第385页,,,,,
,厨库窠,,,,,,,,,,,,,,,宋代官制辞典第385页,,,,,
,知杂窠,,,,,,,,,,,,,,,宋代官制辞典第385页,,,,,
,胥长,,,,,,,,,,,,,,,宋代官制辞典第385页,,,,,
,贴书,,,,,,,,,,,,,,,宋代官制辞典第385页,,,,,
,三京国子监,,,,,,,,,,,,,,国学。三京国子监即官学，故有国学之别称。《玉海》卷112《景德西京国子监》：“《会要》：令河南修建国学。“《长编》卷114壬申：“以河南府学为国子监。”,宋代官制辞典第385页,,,,,
,西监,,,,,,,,,,,,,,,宋代官制辞典第385页，宋代官制辞典第386页,,,,,
,太学,,,,,,,,,官属有太学博士（元丰三年时十人，绍兴十三年复置太学时三人），太学正、录（元丰新制时各三人、绍兴十三年各一人）。又有非命官职事太学正、录，及学长、学谕、斋长、斋谕等。庆历四年初置时，太学内舍生二百人为额。元丰改制，凡太学生，分三舍，即由外舍升内舍、再升上舍。熙宁四年十月增广太学，上舍生以百员为额，内舍以二百员为额，外舍人不限（熙宁五年限以七百员）。元丰二年太学生上舍生一百，内舍生三百，外舍人二千。崇宁三年上舍生二百，内舍生六百，辟雍（外舍）生三千。南宋绍兴十二年定太学生编制为二百。绍兴十五年增八百三十（外舍生七百、内舍生一百、上舍生三十）。十六年正月定以一千人为额。南宋度宗咸淳三年增为一千七百十六人（外舍生一千四百、内舍二百零六、上舍三十人、国子生八十人（《宋会要•职官》28之9，《长编》卷227戊辰、卷237辛卯，《宋史•选举志》3，《玉海》卷112《绍兴太学》，《咸淳临安志》卷11《学校》）。,,,招收八品以下官僚子弟及平民百姓之俊秀者。徽宗崇宁元年，定以岁试太学上舍生代替礼部科举试，即从太学上舍生中直接选拔入仕之士。至宣和元年复科举取士之制，太学专掌训导学生事（《宋史•选举志》3）。,,①大学。太学异写。《咸淳临安志》卷11《学校•太学》：“淳祐元年幸学诏：……临御大学，升御崇化堂。”《乾道临安志》卷1《学校•太学》：“（绍兴十四年）复幸太学，御敦化堂。”光宗朝避赵惇讳，改为崇化堂。②上庠。拟周官学名。《朝野类要》卷2《内舍》：“入上席、宗学者，皆外舍生。”《齐东野语》卷13《林外》：“林外，字岂尘，泉南人。……在上庠，暇日独游西湖。……外尝戏题滩傍驿壁曰：‘……惟有泉南林上舍，我自岸上走。’”按：宋代唯太学有外舍生、内舍生、上舍生之分。③贤关。典故称，出自董伸舒《贤良策》。意为太学系出贤士之地。《芦浦笔记》卷3《贤关》：“太学者，贤士之所关也。颜曰：‘关，由也。’世人乃以太学为贤关。”④天子之学。《庸斋集》卷6《陈辅墓志铭》：“继游天子之学，入国子监为太学生。”,宋代官制辞典第386页,西汉武帝时创置（《汉书•武帝本纪》）。作为国子监所属太学，始于隋朝（《隋书•百官志》下）。北宋仁宗庆历四年四月二十一日始立太学于锡庆院（《长编》卷148壬子）。南宋绍兴十三年七月复置太学（《要录》卷149丙子）。,,,,
,管勾太学公事,,,,,,,,,,,,,,,宋代官制辞典第386页,,,,,
,同管勾太学公事,,,,,,,,,,,,,,,宋代官制辞典第386页,,,,,
,权管勾太学公事,,,,,,,,,,,,,,,宋代官制辞典第386页,,,,,
,太学博士,,,,,,,从八品（《分纪》卷21《太学博士》、《宋史•职官志》8《官品》）。班位在国子博士下、国子正与太学正之上（《宋史•职官志》8《元丰以后合班之制》）。,,北宋元丰三年初置后，为十人或十二人。南宋绍兴十二年十二月十二日诏置三人（《长编》卷302辛巳，《宋会要•职官》28之5、6，《宋会要•崇儒》1之32《太学》）。,,,专一经，以教授太学生（或国子生），考校学生程文，以德行、道艺训导生徒。一个月考校学生一次（《合璧后集》卷40《太学博士》、《宋会要•职官》28之6）。,,①太博。《李觏集》卷37《送危太博》。《夷坚三志》壬卷1《倪太博金带》：“吴兴倪正文思为太学博士。”②博士。《合璧后集》卷40《太学博士•诗集》：“先生万古名何用？博士三年冗不治。”③大学博士。太学博士异写。《夷坚志》戊卷4《五台文殊》：“弃官赴京师，除大学博士。”,宋代官制辞典第386页，宋代官制辞典第387页,西汉太学由博士教授子弟，但其时博士隶太常，以五经博士为官称（《汉书•百官表》上），“太学博士”仅为便称（《后汉书•翟酺传》）。东晋始以太学博士命官（《晋书•职官志》）。北宋初，于太学馆置太学博士（《宋史•职官志》8《建隆以后合班之制》）。元丰三年正月十七日，改国子监直讲为太学博士（《长编》卷302辛巳）。南宋初罢。绍兴十三年二月二十三日复置（《要录》卷148辛巳）。,,,,
,太学正,,,,,,,正九品（《宋史•职官志》8《元丰以后合班之制》）。班位在五监主簿、承务郎之下，武学谕、国子录、太学录、律学正之上（《庆元条法》卷4《职制令•杂压》）。,,元丰新制五人。宣和元年三人，三年三月九日又改为五员（《宋会要•职官》28之5、22）。南宋绍兴十二年十二月十二日诏置一人（《宋会要•崇儒》1之32《太学》）。绍兴三十一年六月罢，乾道二年二月八日复置一员（《宋会要•崇儒》1之37、39）。,,,佐博士施行教典、学规，凡有违犯学规者，以五等罚予以分别处理，并将学生行（守纪）、艺（治经）、考校成绩，报博士。季考后二十日考校学生一次（《宋会要•职官》28之6、《咸淳临安志》卷11《太学•监学官题名》）。,,①学正。《圣朝职略》：“学正五人，掌行学规。”（转引自《合璧后集》卷40《太学正》）《河南程氏文集》卷7《论礼部看详状》：“盖学正者，太学之正也。”②正。略称。《宋会要•崇儒》1之37《太学》：“（绍兴三十一年）六月，诏太学博士、正、录各减一员。三十二年十一月二日诏：……当时国子监所减者正、录二员，太学博士一员。”③大学正。《长编》卷430丙子：“候大学正有阙日差。”,宋代官制辞典第387页,北宋仁宗皇祐间，胡瑷掌太学，始见太学正（《宋史•选举志》3、《宋史•儒林》2《胡瑷传》）。南宋初罢。绍兴十二年十二月诏复置（《宋会要•崇儒》1之32《太学》）。,,,,
