类别,条目名,衙署,下级机构,上级机构,隶属机构,下级官员,平级官员,官品文本,官品,编制文本,编制,编制人数,职掌文本,职掌,简称与别名,参考文档页数,职源与沿革文本,出处,始置时间,罢置时间,前身
,司农寺勾当公事,,,,,,,以京官或选人差充（同上书卷）。,,初置时为四员（《宋会要•职官》26之8）。,,,与本寺丞、簿轮流出外察视诸路州军推行常平新法等事（《长编》卷248乙酉）。,,①勾当公事。《宋会要•职官》26之8：“（熙宁）六年，以司农寺所总事众，……乃置勾当公事官。”《长编》卷248熙宁六年十二月乙酉：“大理寺丞、知光化县叶康直……并司农寺勾当事。”②司农管当公事。《宋史•唐介传附义问》：“寻以为司农管当公事，方行手实法，所在骚然。”,宋代官制辞典第360页,北宋熙宁六年十二月十六日始置（《长编》卷248乙酉），九年十二月四日罢（《宋会要•职官》26之10）。,,,,
,抱历曹司,,,,,,,,,,,,,,,宋代官制辞典第360页，宋代官制辞典第361页,,,,,
,手分,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,贴书,,,,,,,,,,,,,,,宋代官制辞典第361页,,,,,
,司农寺仓,,,,,,,,,,,,,,,宋代官制辞典第361页,,,,,
,折中仓,,,,,,,,,,,,,,,宋代官制辞典第361页,,,,,
,水辗磨务,,,,,,,,,京师东、西水辗磨务各设监官二员，由三班使臣、内侍差充，磨匠共二百零五人。大通门水磨务置监官一人（大中祥符二年改以西内染院监官兼领），磨匠二十九人（《宋会要•食货》55之1《水磨务》）。,,,掌水硙辗磨麦、米、豆等粮食，以供尚食及内外之用。宋代尚有利用水磨磨茶末，供翰林司，其职属都大提举汴河堤岸司（《长编》卷333癸酉）。,,①东水硙。《长编》卷17己巳：“（太祖）幸东水硙。”《事物纪原》卷7《水磨务》：“水磨东、西二务，开宝三年置。”②水磨务。《宋史•职官志》5《司农寺》：“水磨务，掌水硙磨麦，以供尚食及内外之用。”《长编》卷266戊寅：“水辗磨务……赴大起居并朝会拜表。”③都水磨务。《宋史•兵志》3《熙宁以后之制》：“都水磨、排岸司……隶司农寺。”,宋代官制辞典第361页,北宋太祖开宝三年始置东水辗磨务（在京师永顺坊）、西水辗磨务（在京师嘉庆坊）。淳化元年又设大通门水磨务。郑州设三水磨务（《宋会要•食货》55之1《水磨务》、《事物纪原》卷7《水磨务》）。,,,,
,司农寺草料场,,,,,,,,,,,,,,秣司。《合璧后集》卷50《草禄场》：“秣司。”,宋代官制辞典第361页,,,,,
,监专,,,,,,,,,,,,,,,宋代官制辞典第361页,,,,,
,提点在京仓草场所,,,,,,,,,,,,,,①仓场所。《宋会要•职官》26之26：“仓场所管物浩瀚，全籍监专押宿。”②在京仓场所、提点仓场所。同前书26之27：“（熙宁八年三月五日）诏今后在京仓场所官任满并成考合该批书印纸历子，只委提点仓场所一面勘会，依条式批书。”《宋会要•职官》26之2：“旧以常平、广惠仓隶司农寺，而置提点仓场司（所）领中都储积。”③提点所。《宋会要•职官》26之24：“诏京储仓占斗子一人、草场差剩员一人，于提点所祗候取索文字。”,宋代官制辞典第361页,,,,,
,提点在京仓草场,,,,,,,,,,,,,,①提点官。《宋会要•职官》26之25：“诏京常平仓令提点官依诸仓例钤辖。”同前书26之27：“诏自今提点仓草场臣僚每月诣仓点检。”②提点使臣。提点在京仓草场官由阁门祗候以上大使臣充，故有此称。《宋会要•职官》26之24：“诸仓斛斗，……仍令提点使臣觉察。”《宋会要•职官》56之43：“武功大夫至修武郎、阁门祗候为大使臣。”同前书26之23《提点仓草场所》：“在汴阳坊，以阁门祗候以上二人充。”,宋代官制辞典第361页，宋代官制辞典第362页,,,,,
,都大提点在京仓草场司,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,都大提点在京仓草场,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,后行,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,专知官,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,副知,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,衙前,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,脚子,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,攒司,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,提辖修仓所,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,四园苑,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,玉津园,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,瑞圣苑,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,宜春苑,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,琼林苑,,,,,,,,,,,,,,,宋代官制辞典第362页,,,,,
,聚景园,,,,,,,,,,,,,,西园。《都城纪胜》：“园苑城西清波、钱湖门外聚景御园，旧名西园。”,宋代官制辞典第362页,,,,,
,四排岸司,,,,,,,,,,,,,,四排岸。《宋史•刑法志》3：“在诸司，有殿前、马步军司及四排岸。”,宋代官制辞典第362页,,,,,
,京东排岸司,,,,,,,,,,,,,,①东岸。《宋会要•职官》26之4：“三司言：‘乞系奏举勾当东、西排岸监官任满得替，并与家便差遣。’诏东岸与先次指射家便差遣。”②东司。同前书26之28、29《四排岸司》：“东司，在广济坊。……今后京东排岸司所差武臣、奏举文臣一员同共勾当。”,宋代官制辞典第362页，宋代官制辞典第363页,,,,,
,京西排岸司,,,,,,,,,,,,,,西司。《宋会要•职官》26之28《四排岸司》：“西司在顺城坊。……（熙宁）四年八月四日，三司言：‘欲将京北排岸司权令京西排岸司就便并行管勾。’”,宋代官制辞典第363页,,,,,
,京南排岸司,,,,,,,,,,,,,,南司。《宋会要•职官》26之28《四排岸司》：“南司，在建宁坊。“同前书26之29：“在京三排岸司，内京南、京西事务甚简，只差文臣一员勾当。”,宋代官制辞典第363页,,,,,
,京北排岸司,,,,,,,,,勾当官一人。下辖广济十五指挥，元额七千五百人。熙宁四年八月四日归京西排岸司管勾，九年四月十三日复置京北排岸司管勾（《宋会要•职官》26之28、29）。,,,领广济河纲船运输、下卸、入仓、雇直等事（同上书卷、《宋史•职官志》5《司农寺》）。,,①北排岸。《事物纪原》卷7《北排岸》：“又曰北排岸司，建隆三年置也。”②北司。《宋会要•职官》26之28《四排岸司》：“北司在崇庆坊，建隆三年置。”同前书26之29：“（熙宁九年四月）复置京北排岸司官一员。”,宋代官制辞典第363页,北宋建隆三年置（《宋会要•职官》26之28）。,,,,
,司农寺排岸司,,,,,,,,,,,,,,①农寺排岸司。《宋会要•职官》26之31：”（开禧三年）今农寺排岸司亦有狱矣。”《咸淳临安志》卷9《监当诸局》：“司农排岸司，在前洋街。”②临安府排岸司、行在排岸司。《宋会要•职官》26之29：“（绍兴三年）临安府排岸司添文官一员、手分一名。……以知府梁汝嘉请专置行在排岸司故也。”,宋代官制辞典第363页,,,,,
,所由,,,,,,,,,,,,,,,宋代官制辞典第363页,,,,,
,前行,,,,,,,,,,,,,,,宋代官制辞典第363页,,,,,
,排岸兼管船场公事,,,,,,,,,,,,,,,宋代官制辞典第363页,,,,,
,下卸司,,,,,,,,,,,,,,,宋代官制辞典第363页,,,,,
,下卸兵士,,,,,,,,,,,,,,,宋代官制辞典第363页,,,,,
,散从官,,,,,,,,,,,,,,,宋代官制辞典第363页,,,,,
,都曲院,,,,,,,,,,,,,,曲院。《宋会要•职官》26之33《都曲院》：“（至道三年）诏曲院每斗麦收曲六斤四两正数。”《宋史•职官志》5《司农寺》：“都曲院，掌造曲。”,宋代官制辞典第363页,,,,,
,小博士,,,,,,,,,,,,,,,宋代官制辞典第363页，宋代官制辞典第364页,,,,,
,杂职,,,,,,,,,,,,,,,宋代官制辞典第364页,,,,,
,内柴炭库,,,,,,,,,,,,,,,宋代官制辞典第364页,,,,,
,炭场,,,,,,,,,,,,,,,宋代官制辞典第364页,,,,,
